UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11
0670071N;BTS - Services - Comptabilité et gestion;32211031408;636;Scolaire;30;32031408;32031408;FAUX;32211031408
0670071N;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;742;Scolaire;35;32031212;32031212;FAUX;32211031212
0670071N;BTS - Services - Support à l'action managériale;32211032409;260;Scolaire;30;32032409;32032409;FAUX;32211032409
0670071N;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;56;Apprentissage;2;32032409;32032409;FAUX;32211032409
0670078W;BTS - Services - Comptabilité et gestion;32211031408;726;Scolaire;33;32031408;32031408;FAUX;32211031408
0670078W;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;1718;Scolaire;32;32031212;32031212;FAUX;32211031212
0670084C;BTS - Production - Bioanalyses et contrôles;32211022207;805;Scolaire;27;32022207;32022207;FAUX;32211022207
0670084C;BTS - Production - Bioanalyses et contrôles - en apprentissage;32211022207;184;Apprentissage;3;32022207;32022207;FAUX;32211022207
0670084C;BTS - Production - Bioqualité;32211022106;286;Scolaire;21;32022106;32022106;FAUX;32211022106
0670084C;BTS - Production - Bioqualité - en apprentissage;32211022106;77;Apprentissage;6;32022106;32022106;FAUX;32211022106
0670084C;BTS - Production - Biotechnologies;32211022104;881;Scolaire;30;32022104;32022104;FAUX;32211022104
0670084C;BTS - Production - Métiers de la mesure;32211020115;135;Scolaire;24;32020115;32020115;FAUX;32211020115
0670084C;BTS - Production - Métiers de la mesure - en apprentissage;32211020115;27;Apprentissage;3;32020115;32020115;FAUX;32211020115
0670084C;BTS - Production - Métiers de la mode-vêtements;32211024207;534;Scolaire;24;32024207;32024207;FAUX;32211024207
0670084C;BTS - Services - Analyses de biologie médicale;32211033109;1588;Scolaire;30;32033109;32033109;FAUX;32211033109
0670084C;BTS - Services - Diététique;32211033103;1351;Scolaire;30;32033103;32033103;FAUX;32211033103
0670084C;BTS - Services - Economie sociale familiale;32211033206;1035;Scolaire;35;32033206;32033206;FAUX;32211033206
0670084C;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;32211033606;660;Scolaire;30;32033606;32033606;FAUX;32211033606
0670085D;BTS - Production - Conception de produits industriels;32211020009;374;Scolaire;30;32020009;32020009;FAUX;32211020009
0670085D;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;88;Apprentissage;15;32020009;32020009;FAUX;32211020009
0670085D;BTS - Production - Conception des processus de réalisation de produits (1ère année commune);32211022316;240;Scolaire;24;32022316;32022316;FAUX;32211022316
0670085D;BTS - Production - Contrôle industriel et régulation automatique;32211020113;216;Scolaire;24;32020113;32020113;FAUX;32211020113
0670085D;BTS - Production - Développement et Réalisation Bois;32211023411;132;Scolaire;15;32023411;32023411;FAUX;32211023411
0670085D;BTS - Production - Electrotechnique;32211025520;791;Scolaire;60;32025520;32025520;FAUX;32211025520
0670085D;BTS - Production - Electrotechnique - en apprentissage;32211025520;153;Apprentissage;24;32025520;32025520;FAUX;32211025520
0670085D;BTS - Production - Systèmes constructifs bois et habitat;32211023412;163;Scolaire;15;32023412;32023412;FAUX;32211023412
0670085D;BTS - Production - Systèmes numériques - Option électronique et communication;32211025516;218;Scolaire;12;32025516;32025516;FAUX;32211025516
0670085D;BTS - Production - Systèmes numériques - Option informatique et réseaux;32211020112;509;Scolaire;12;32020112;32020112;FAUX;32211020112
0670086E;BTS - Services - Banque conseiller de clientèle;32211031310;1103;Scolaire;23;32031310;32031310;FAUX;32211031310
0670086E;BTS - Services - Commerce International;32211031215;1969;Scolaire;36;32031215;32031215;FAUX;32211031215
0670086E;BTS - Services - Communication;32211032002;1985;Scolaire;36;32032002;32032002;FAUX;32211032002
0670086E;BTS - Services - Comptabilité et gestion;32211031408;1538;Scolaire;60;32031408;32031408;FAUX;32211031408
0670086E;BTS - Services - Gestion de la PME;32211031409;1337;Scolaire;36;32031409;32031409;FAUX;32211031409
0670086E;BTS - Services - Management Commercial Opérationnel;32211031213;2125;Scolaire;36;32031213;32031213;FAUX;32211031213
0670086E;BTS - Services - Services informatiques aux organisations;32211032612;1319;Scolaire;64;32032612;32032612;FAUX;32211032612
0670086E;BTS - Services - Support à l'action managériale;32211032409;766;Scolaire;36;32032409;32032409;FAUX;32211032409
0670087F;BTS - Services - Management en hôtellerie restauration;32211033422;379;Scolaire;120;32033422;32033422;FAUX;32211033422
0670087F;BTS - Services - Tourisme;32211033426;1196;Scolaire;70;32033426;32033426;FAUX;32211033426
0670089H;BTS - Production - Maintenance des véhicules option véhicules de transport routier - en apprentissage;32211025216;66;Apprentissage;14;32025216;32025216;FAUX;32211025216
0670089H;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;164;Apprentissage;30;32025215;32025215;FAUX;32211025215
0670089H;BTS - Services - Gestion des transports et logistique associée;32211031103;698;Scolaire;30;32031103;32031103;FAUX;32211031103
0670114K;BTS - Production - Architectures en Métal : conception et Réalisation;32211025416;149;Scolaire;15;32025416;32025416;FAUX;32211025416
0670114K;BTS - Production - Architectures en Métal : conception et Réalisation - en apprentissage;32211025416;41;Apprentissage;8;32025416;32025416;FAUX;32211025416
0670114K;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;49;Apprentissage;18;32025415;32025415;FAUX;32211025415
0670114K;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;61;Apprentissage;24;32025014;32025014;FAUX;32211025014
0670114K;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;158;Apprentissage;20;32031212;32031212;FAUX;32211031212
0671509B;BTS - Production - Conception des processus de réalisation de produits (1ère année commune);32211022316;85;Scolaire;26;32022316;32022316;FAUX;32211022316
0671509B;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;55;Apprentissage;20;32022316;32022316;FAUX;32211022316
0671509B;BTS - Production - Conception et Réalisation de Systèmes Automatiques;32211020111;222;Scolaire;26;32020111;32020111;FAUX;32211020111
0671509B;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;63;Apprentissage;8;32020111;32020111;FAUX;32211020111
0671509B;BTS - Production - Electrotechnique - en apprentissage;32211025520;82;Apprentissage;24;32025520;32025520;FAUX;32211025520
0671509B;BTS - Production - Enveloppe des bâtiments : conception et réalisation - en apprentissage;32211023205;62;Apprentissage;14;32023205;32023205;FAUX;32211023205
0671509B;BTS - Production - Systèmes numériques - Option électronique et communication;32211025516;165;Scolaire;16;32025516;32025516;FAUX;32211025516
0671509B;BTS - Production - Systèmes numériques - Option informatique et réseaux;32211020112;316;Scolaire;16;32020112;32020112;FAUX;32211020112
0671602C;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;114;Scolaire;35;32031216;32031216;FAUX;32211031216
0671623A;BTS - Services - Commerce International - en apprentissage;32211031215;241;Apprentissage;18;32031215;32031215;FAUX;32211031215
0671623A;BTS - Services - Tourisme - en apprentissage;32211033426;140;Apprentissage;15;32033426;32033426;FAUX;32211033426
0671636P;BTS - Services - Commerce International;32211031215;319;Scolaire;30;32031215;32031215;FAUX;32211031215
0671636P;BTS - Services - Opticien-Lunetier;32211033107;313;Scolaire;30;32033107;32033107;FAUX;32211033107
0671639T;BTS - Services - Commerce International;32211031215;321;Scolaire;27;32031215;32031215;FAUX;32211031215
0671639T;BTS - Services - Commerce International - en apprentissage;32211031215;230;Apprentissage;10;32031215;32031215;FAUX;32211031215
0671639T;BTS - Services - Communication;32211032002;451;Scolaire;34;32032002;32032002;FAUX;32211032002
0671639T;BTS - Services - Comptabilité et gestion;32211031408;260;Scolaire;38;32031408;32031408;FAUX;32211031408
0671639T;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;77;Apprentissage;10;32031408;32031408;FAUX;32211031408
0671639T;BTS - Services - Gestion de la PME;32211031409;183;Scolaire;28;32031409;32031409;FAUX;32211031409
0671639T;BTS - Services - Gestion de la PME - en apprentissage;32211031409;139;Apprentissage;10;32031409;32031409;FAUX;32211031409
0671639T;BTS - Services - Management Commercial Opérationnel;32211031213;371;Scolaire;40;32031213;32031213;FAUX;32211031213
0671639T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;227;Apprentissage;13;32031213;32031213;FAUX;32211031213
0671639T;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;207;Scolaire;28;32033002;32033002;FAUX;32211033002
0671639T;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;103;Apprentissage;15;32033002;32033002;FAUX;32211033002
0671685T;BTS - Agricole - Agronomie : Productions végétales;32212021113;373;Scolaire;24;32021113;32021113;FAUX;32212021113
0671685T;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;225;Scolaire;27;32021014;32021014;FAUX;32212021014
0671685T;BTS - Agricole - Gestion et maitrise de l'eau;32212034302;208;Scolaire;24;32034302;32034302;FAUX;32212034302
0671696E;BTS - Production - Développement et Réalisation Bois - en apprentissage;32211023411;93;Apprentissage;20;32023411;32023411;FAUX;32211023411
0671696E;BTS - Production - Systèmes constructifs bois et habitat - en apprentissage;32211023412;69;Apprentissage;20;32023412;32023412;FAUX;32211023412
0671696E;BTS - Services - Gestion de la PME - en apprentissage;32211031409;135;Apprentissage;;32031409;32031409;FAUX;32211031409
0671696E;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;227;Apprentissage;;32031213;32031213;FAUX;32211031213
0671779V;BTS - Agricole - Développement, animation des territoires ruraux;32212030001;323;Scolaire;25;32030001;32030001;FAUX;32212030001
0671832C;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;162;Scolaire;24;32025014;32025014;FAUX;32211025014
0671832C;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;84;Apprentissage;6;32025014;32025014;FAUX;32211025014
0671832C;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;211;Scolaire;24;32031216;32031216;FAUX;32211031216
0671832C;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;76;Apprentissage;6;32031216;32031216;FAUX;32211031216
0672050P;BTS - Services - Assurance;32211031311;303;Scolaire;30;32031311;32031311;FAUX;32211031311
0672050P;BTS - Services - Assurance - en apprentissage;32211031311;173;Apprentissage;30;32031311;32031311;FAUX;32211031311
0672050P;BTS - Services - Comptabilité et gestion;32211031408;202;Scolaire;24;32031408;32031408;FAUX;32211031408
0672050P;BTS - Services - Management Commercial Opérationnel;32211031213;375;Scolaire;40;32031213;32031213;FAUX;32211031213
0672050P;BTS - Services - Professions immobilières;32211031309;635;Scolaire;50;32031309;32031309;FAUX;32211031309
0672050P;BTS - Services - Professions immobilières - en apprentissage;32211031309;417;Apprentissage;30;32031309;32031309;FAUX;32211031309
0672118N;BTS - Agricole - Développement, animation des territoires ruraux;32212030001;25;Scolaire;24;32030001;32030001;FAUX;32212030001
0672118N;BTS - Agricole - Développement, animation des territoires ruraux - en apprentissage;32212030001;12;Apprentissage;6;32030001;32030001;FAUX;32212030001
0672198A;BTS - Production - Bâtiment;32211023012;623;Scolaire;29;32023012;32023012;FAUX;32211023012
0672198A;BTS - Production - Bâtiment - en apprentissage;32211023012;199;Apprentissage;15;32023012;32023012;FAUX;32211023012
0672198A;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;102;Apprentissage;10;32022709;32022709;FAUX;32211022709
0672198A;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;121;Apprentissage;10;32022711;32022711;FAUX;32211022711
0672198A;BTS - Production - Management économique de la construction;32211023013;276;Scolaire;29;32023013;32023013;FAUX;32211023013
0672198A;BTS - Production - Management économique de la construction - en apprentissage;32211023013;155;Apprentissage;15;32023013;32023013;FAUX;32211023013
0672198A;BTS - Production - Travaux publics;32211023107;458;Scolaire;23;32023107;32023107;FAUX;32211023107
0672198A;BTS - Production - Travaux publics - en apprentissage;32211023107;169;Apprentissage;29;32023107;32023107;FAUX;32211023107
0672477D;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;58;Apprentissage;;32021401;32021401;FAUX;32212021401
0672477D;BTS - Agricole - Gestion et maitrise de l'eau - en apprentissage;32212034302;29;Apprentissage;;32034302;32034302;FAUX;32212034302
0672477D;BTS - Agricole - Technico-commercial - Spécialité biens et services pour l'agriculture - en apprentissage;32212031204;19;Apprentissage;;32031204;32031204;FAUX;32212031204
0672477D;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie - en apprentissage;32212031203;37;Apprentissage;;32031203;32031203;FAUX;32212031203
0672534R;BTS - Production - Conception et industrialisation en microtechniques;32211025005;290;Scolaire;24;32025005;32025005;FAUX;32211025005
0672598K;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;106;Apprentissage;35;32031408;32031408;FAUX;32211031408
0672598K;BTS - Services - Gestion de la PME - en apprentissage;32211031409;53;Apprentissage;20;32031409;32031409;FAUX;32211031409
0672598K;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;88;Apprentissage;20;32031213;32031213;FAUX;32211031213
