UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11;nb_apparitions
0490003M;BTS - Services - Comptabilité et gestion;32211031408;808;Scolaire;48;32031408;32031408;FAUX;32211031408;1
0490003M;BTS - Services - Gestion de la PME;32211031409;1431;Scolaire;69;32031409;32031409;FAUX;32211031409;1
0490003M;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;723;Scolaire;35;32033002;32033002;FAUX;32211033002;1
0490003M;BTS - Services - Services informatiques aux organisations (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211032612;819;Scolaire;70;32032612;32032612;FAUX;32211032612;1
0490003M;BTS - Services - Support à l'action managériale;32211032409;522;Scolaire;24;32032409;32032409;FAUX;32211032409;1
0490013Y;BTS - Production - Maintenance des matériels de construction et de manutention - en apprentissage;32211025218;55;Apprentissage;24;32025218;32025218;FAUX;32211025218;1
0490013Y;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;168;Apprentissage;24;32025215;32025215;FAUX;32211025215;1
0490013Y;BTS - Production - Techniques et services en matériels agricoles - en apprentissage;32211025213;131;Apprentissage;48;32025213;32025213;FAUX;32211025213;1
0490018D;BTS - Services - Commerce International;32211031215;648;Scolaire;23;32031215;32031215;FAUX;32211031215;1
0490018D;BTS - Services - Comptabilité et gestion;32211031408;253;Scolaire;17;32031408;32031408;FAUX;32211031408;1
0490018D;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;58;Apprentissage;3;32031408;32031408;FAUX;32211031408;1
0490018D;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;83;Apprentissage;12;32031103;32031103;FAUX;32211031103;1
0490018D;BTS - Services - Management Commercial Opérationnel;32211031213;759;Scolaire;31;32031213;32031213;FAUX;32211031213;1
0490018D;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;132;Apprentissage;3;32031213;32031213;FAUX;32211031213;1
0490040C;BTS - Services - Tourisme;32211033426;404;Scolaire;24;32033426;32033426;FAUX;32211033426;1
0490054T;BTS - Production - Développement et Réalisation Bois - en apprentissage;32211023411;126;Apprentissage;15;32023411;32023411;FAUX;32211023411;1
0490054T;BTS - Production - Electrotechnique;32211025520;106;Scolaire;18;32025520;32025520;FAUX;32211025520;1
0490054T;BTS - Production - Electrotechnique - en apprentissage;32211025520;50;Apprentissage;12;32025520;32025520;FAUX;32211025520;1
0490054T;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;121;Scolaire;15;32025014;32025014;FAUX;32211025014;1
0490054T;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;72;Apprentissage;9;32025014;32025014;FAUX;32211025014;1
0490054T;BTS - Production - Métiers de la mode-chaussure et maroquinerie;32211024305;199;Scolaire;12;32024305;32024305;FAUX;32211024305;1
0490054T;BTS - Production - Métiers de la mode-chaussure et maroquinerie - en apprentissage;32211024305;190;Apprentissage;20;32024305;32024305;FAUX;32211024305;1
0490054T;BTS - Production - Métiers de la mode-vêtements;32211024207;544;Scolaire;42;32024207;32024207;FAUX;32211024207;1
0490054T;BTS - Production - Métiers de la mode-vêtements - en apprentissage;32211024207;367;Apprentissage;20;32024207;32024207;FAUX;32211024207;1
0490055U;BTS - Production - Conception et Réalisation de Systèmes Automatiques;32211020111;116;Scolaire;10;32020111;32020111;FAUX;32211020111;1
0490055U;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;26;Apprentissage;5;32020111;32020111;FAUX;32211020111;1
0490055U;BTS - Production - Motorisations toutes énergies;32211025219;363;Scolaire;30;32025219;32025219;FAUX;32211025219;1
0490055U;BTS - Services - Management Commercial Opérationnel;32211031213;695;Scolaire;32;32031213;32031213;FAUX;32211031213;1
0490055U;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;90;Apprentissage;3;32031213;32031213;FAUX;32211031213;1
0490055U;BTS - Services - Management en hôtellerie restauration;32211033422;146;Scolaire;30;32033422;32033422;FAUX;32211033422;1
0490055U;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;34;Apprentissage;6;32033422;32033422;FAUX;32211033422;1
0490073N;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;471;Scolaire;45;32021014;32021014;FAUX;32212021014;1
0490073N;BTS - Agricole - productions animales;32212021205;298;Scolaire;24;32021205;32021205;FAUX;32212021205;1
0490073N;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson;32212031205;55;Scolaire;23;32031205;32031205;FAUX;32212031205;1
0490073N;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie;32212031203;54;Scolaire;22;32031203;32031203;FAUX;32212031203;1
0490782J;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;70;Scolaire;7;32025014;32025014;FAUX;32211025014;1
0490782J;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;47;Apprentissage;8;32025014;32025014;FAUX;32211025014;1
0490784L;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;276;Apprentissage;12;32034401;32034401;FAUX;32211034401;1
0490828J;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air;32211022710;18;Scolaire;12;32022710;32022710;FAUX;32211022710;1
0490828J;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants;32211022711;18;Scolaire;12;32022711;32022711;FAUX;32211022711;1
0490838V;BTS - Services - Comptabilité et gestion;32211031408;67;Scolaire;18;32031408;32031408;FAUX;32211031408;1
0490838V;BTS - Services - Support à l'action managériale;32211032409;29;Scolaire;18;32032409;32032409;FAUX;32211032409;1
0490840X;BTS - Services - Gestion de la PME;32211031409;71;Scolaire;18;32031409;32031409;FAUX;32211031409;1
0490840X;BTS - Services - Gestion de la PME - en apprentissage;32211031409;25;Apprentissage;18;32031409;32031409;FAUX;32211031409;1
0490840X;BTS - Services - Management Commercial Opérationnel;32211031213;52;Scolaire;24;32031213;32031213;FAUX;32211031213;1
0490840X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;33;Apprentissage;15;32031213;32031213;FAUX;32211031213;1
0490840X;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;33;Apprentissage;15;32031212;32031212;FAUX;32211031212;1
0490886X;BTS - Services - Comptabilité et gestion;32211031408;109;Scolaire;18;32031408;32031408;FAUX;32211031408;1
0490886X;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;40;Apprentissage;5;32031408;32031408;FAUX;32211031408;1
0490886X;BTS - Services - Gestion de la PME;32211031409;346;Scolaire;35;32031409;32031409;FAUX;32211031409;1
0490886X;BTS - Services - Gestion de la PME - en apprentissage;32211031409;53;Apprentissage;18;32031409;32031409;FAUX;32211031409;1
0490886X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;110;Apprentissage;18;32031213;32031213;FAUX;32211031213;1
0490886X;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;178;Apprentissage;18;32031212;32031212;FAUX;32211031212;1
0490886X;BTS - Services - Opticien-Lunetier - en apprentissage;32211033107;49;Apprentissage;12;32033107;32033107;FAUX;32211033107;1
0490886X;BTS - Services - Support à l'action managériale;32211032409;92;Scolaire;18;32032409;32032409;FAUX;32211032409;1
0490886X;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;16;Apprentissage;;32032409;32032409;FAUX;32211032409;1
0490886X;BTS - Services - Tourisme;32211033426;214;Scolaire;18;32033426;32033426;FAUX;32211033426;1
0490890B;BTS - Services - Economie sociale familiale;32211033206;311;Scolaire;70;32033206;32033206;FAUX;32211033206;1
0490890B;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;105;Apprentissage;25;32033002;32033002;FAUX;32211033002;1
0490903R;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;37;Apprentissage;12;32020009;32020009;FAUX;32211020009;1
0490903R;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;23;Apprentissage;12;32022710;32022710;FAUX;32211022710;1
0490903R;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;27;Apprentissage;15;32022711;32022711;FAUX;32211022711;1
0490903R;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;34;Apprentissage;23;32025014;32025014;FAUX;32211025014;1
0490903R;BTS - Production - Techniques et services en matériels agricoles - en apprentissage;32211025213;38;Apprentissage;14;32025213;32025213;FAUX;32211025213;1
0490904S;BTS - Production - Etude et réalisation d'agencement - en apprentissage;32211023305;340;Apprentissage;20;32023305;32023305;FAUX;32211023305;1
0490904S;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;112;Apprentissage;24;32033206;32033206;FAUX;32211033206;1
0490904S;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;38;Apprentissage;30;32033422;32033422;FAUX;32211033422;1
0490904S;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;19;Apprentissage;20;32034304;32034304;FAUX;32211034304;1
0490904S;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;166;Scolaire;35;32033002;32033002;FAUX;32211033002;1
0490904S;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;43;Apprentissage;20;32033002;32033002;FAUX;32211033002;1
0490910Y;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;24;Apprentissage;10;32031408;32031408;FAUX;32211031408;1
0490910Y;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;54;Apprentissage;10;32031212;32031212;FAUX;32211031212;1
0490910Y;BTS - Services - Professions immobilières - en apprentissage;32211031309;51;Apprentissage;10;32031309;32031309;FAUX;32211031309;1
0490910Y;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;16;Apprentissage;10;32032409;32032409;FAUX;32211032409;1
0490913B;BTS - Services - Banque conseiller de clientèle - en apprentissage;32211031310;66;Apprentissage;12;32031310;32031310;FAUX;32211031310;1
0490913B;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;56;Apprentissage;12;32031408;32031408;FAUX;32211031408;1
0490913B;BTS - Services - Gestion de la PME - en apprentissage;32211031409;80;Apprentissage;12;32031409;32031409;FAUX;32211031409;1
0490913B;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;147;Apprentissage;12;32031213;32031213;FAUX;32211031213;1
0490913B;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;194;Apprentissage;12;32031212;32031212;FAUX;32211031212;1
0490913B;BTS - Services - Professions immobilières - en apprentissage;32211031309;167;Apprentissage;12;32031309;32031309;FAUX;32211031309;1
0490946M;BTS - Agricole - Aménagements paysagers;32212021401;500;Scolaire;32;32021401;32021401;FAUX;32212021401;1
0490946M;BTS - Agricole - Métiers du Végétal : Alimentation, Ornement, Environnement;32212021114;251;Scolaire;32;32021114;32021114;FAUX;32212021114;1
0490946M;BTS - Agricole - Technico-commercial - Spécialité biens et services pour l'agriculture;32212031204;232;Scolaire;17;32031204;32031204;FAUX;32212031204;1
0490946M;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie;32212031203;104;Scolaire;17;32031203;32031203;FAUX;32212031203;1
0490983C;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;23;Apprentissage;15;32031103;32031103;FAUX;32211031103;1
0490983C;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;75;Apprentissage;15;32031213;32031213;FAUX;32211031213;1
0490983C;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;33;Apprentissage;12;32032612;32032612;FAUX;32211032612;1
0490984D;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;20;Apprentissage;10;32020111;32020111;FAUX;32211020111;1
0490984D;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;34;Apprentissage;10;32022709;32022709;FAUX;32211022709;1
0490984D;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;36;Apprentissage;15;32022710;32022710;FAUX;32211022710;1
0490984D;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;31;Apprentissage;10;32022711;32022711;FAUX;32211022711;1
0490984D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;101;Apprentissage;15;32031212;32031212;FAUX;32211031212;1
0490985E;BTS - Services - Assurance - en apprentissage;32211031311;65;Apprentissage;15;32031311;32031311;FAUX;32211031311;1
0490985E;BTS - Services - Gestion de la PME - en apprentissage;32211031409;163;Apprentissage;25;32031409;32031409;FAUX;32211031409;1
0490985E;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;329;Apprentissage;15;32031213;32031213;FAUX;32211031213;1
0490985E;BTS - Services - Métiers de la coiffure - en apprentissage;32211033607;42;Apprentissage;15;32033607;32033607;FAUX;32211033607;1
0490985E;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;387;Apprentissage;35;32031212;32031212;FAUX;32211031212;1
0490985E;BTS - Services - Opticien-Lunetier - en apprentissage;32211033107;190;Apprentissage;50;32033107;32033107;FAUX;32211033107;1
0490985E;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;94;Apprentissage;25;32032409;32032409;FAUX;32211032409;1
0490993N;BTS - Production - Electrotechnique - en apprentissage;32211025520;74;Apprentissage;16;32025520;32025520;FAUX;32211025520;1
