Etablissement d'accueil;Sigle de l'établissement d'accueil;Libellé de l'établissement d'accueil;Commune de l'établissement d'accueil;Département de l'établissement d'accueil;Libellé du MEF national de rattachement;Type de MEF;Code Ministère;Secteur ;Palier minimum autorisé pour la saisie du voeu;Voeu de recensement O/N;Statut Offre de formation;Capacité carte scolaire;Capacité d'affectation;Demandes vœux 1;Affectés voeu 1;Affectés tous vœux
0030105Y;LP PR;SAINT-JOSEPH;MONTLUCON;ALLIER;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;15;15;12;12;12
0030105Y;LP PR;SAINT-JOSEPH;MONTLUCON;ALLIER;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;12;12;2;0;0
0030112F;LP PR;ANNA RODIER;MOULINS;ALLIER;1ERPRO ORGANIS. TRANSPORT MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;10;10;8;8;8
0030112F;LP PR;ANNA RODIER;MOULINS;ALLIER;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;15;15;12;11;14
0030112F;LP PR;ANNA RODIER;MOULINS;ALLIER;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;3;3;0;0;0
0030924N;LP;VAL D'ALLIER;VARENNES-SUR-ALLIER;ALLIER;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;18;18;18;17;18
0030935A;LPO PR;D'ENSEIGNEMENT SUP. DE V ICHY;VICHY;ALLIER;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;ST;18;18;5;1;1
0030038A;LPO LYC METIER;JEAN MONNET;YZEURE;ALLIER;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;27;23;24
0030038A;LPO LYC METIER;JEAN MONNET;YZEURE;ALLIER;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;26;23;24
0030038A;LPO LYC METIER;JEAN MONNET;YZEURE;ALLIER;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;19;19;25
0030038A;LPO LYC METIER;JEAN MONNET;YZEURE;ALLIER;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;31;15;15
0030038A;LPO LYC METIER;JEAN MONNET;YZEURE;ALLIER;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;12;9;15
0030038A;LPO LYC METIER;JEAN MONNET;YZEURE;ALLIER;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;14;14;12;12;13
0040003G;LPO;ANDRE HONNORAT;BARCELONNETTE;ALPES-DE-HTE-PROVENCE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;6;6;8
0040007L;LP LYC METIER;BEAU DE ROCHAS;DIGNE-LES-BAINS;ALPES-DE-HTE-PROVENCE;1ERPRO TRAVAUX PUBLICS;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;11;11;11
0040007L;LP LYC METIER;BEAU DE ROCHAS;DIGNE-LES-BAINS;ALPES-DE-HTE-PROVENCE;1ERPRO TECHNICIEN BAT. : ORG.REAL.GROS O;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;6;6;7
0040007L;LP LYC METIER;BEAU DE ROCHAS;DIGNE-LES-BAINS;ALPES-DE-HTE-PROVENCE;1ERPRO MAINT.MATERIELS OPT.A AGRICOLES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;3;3;3
0040007L;LP LYC METIER;BEAU DE ROCHAS;DIGNE-LES-BAINS;ALPES-DE-HTE-PROVENCE;1ERPRO MAINT.MATERIELS OPT.B CONS.MANUT.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;9;8;10
0040007L;LP LYC METIER;BEAU DE ROCHAS;DIGNE-LES-BAINS;ALPES-DE-HTE-PROVENCE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;15;14;15
0040011R;LP LYC METIER;LOUIS MARTIN BRET;MANOSQUE;ALPES-DE-HTE-PROVENCE;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;13;10;12
0040011R;LP LYC METIER;LOUIS MARTIN BRET;MANOSQUE;ALPES-DE-HTE-PROVENCE;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;20;20;19;20
0040011R;LP LYC METIER;LOUIS MARTIN BRET;MANOSQUE;ALPES-DE-HTE-PROVENCE;1ERPRO MAINT.VEHIC.OPTC MOTOCYCLES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;11;10;10
0040011R;LP LYC METIER;LOUIS MARTIN BRET;MANOSQUE;ALPES-DE-HTE-PROVENCE;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;26;26;26
0040011R;LP LYC METIER;LOUIS MARTIN BRET;MANOSQUE;ALPES-DE-HTE-PROVENCE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;15;15;15
0040011R;LP LYC METIER;LOUIS MARTIN BRET;MANOSQUE;ALPES-DE-HTE-PROVENCE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;15;15;15
0040011R;LP LYC METIER;LOUIS MARTIN BRET;MANOSQUE;ALPES-DE-HTE-PROVENCE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;26;26;29
0040011R;LP LYC METIER;LOUIS MARTIN BRET;MANOSQUE;ALPES-DE-HTE-PROVENCE;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;28;28;29
0040011R;LP LYC METIER;LOUIS MARTIN BRET;MANOSQUE;ALPES-DE-HTE-PROVENCE;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;8;8;8
0040023D;LPO LYC METIER;PAUL ARENE;SISTERON;ALPES-DE-HTE-PROVENCE;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;15;12;12
0040023D;LPO LYC METIER;PAUL ARENE;SISTERON;ALPES-DE-HTE-PROVENCE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;12;12;13
0040023D;LPO LYC METIER;PAUL ARENE;SISTERON;ALPES-DE-HTE-PROVENCE;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;13;12;12
0060002V;LP;JACQUES DOLLE;ANTIBES;ALPES-MARITIMES;1ERPRO PILOTE DE LIGNE DE PRODUCTION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;4;4;4
0060002V;LP;JACQUES DOLLE;ANTIBES;ALPES-MARITIMES;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;45;45;23;23;38
0060002V;LP;JACQUES DOLLE;ANTIBES;ALPES-MARITIMES;1ERPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;42;23;24
0060002V;LP;JACQUES DOLLE;ANTIBES;ALPES-MARITIMES;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;22;21;29
0060002V;LP;JACQUES DOLLE;ANTIBES;ALPES-MARITIMES;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;7;7;10
0060002V;LP;JACQUES DOLLE;ANTIBES;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;25;21;30
0060002V;LP;JACQUES DOLLE;ANTIBES;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;23;15;15
0061478Z;LPO LYC METIER;LEONARD DE VINCI;ANTIBES;ALPES-MARITIMES;1ERPRO TECHN. ETUDES BAT.A ETUDES & ECO.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;15;15;15;15
0061478Z;LPO LYC METIER;LEONARD DE VINCI;ANTIBES;ALPES-MARITIMES;1ERPRO TECHN. ETUDES BAT B ASSIST.ARCHI.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;15;20;14;15
0061478Z;LPO LYC METIER;LEONARD DE VINCI;ANTIBES;ALPES-MARITIMES;1ERPRO TRAVAUX PUBLICS;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;25;23;24
0061478Z;LPO LYC METIER;LEONARD DE VINCI;ANTIBES;ALPES-MARITIMES;1ERPRO TECHNICIEN GEOMETRE-TOPOGRAPHE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;15;16;15;15
0061635V;LP;AUGUSTE ESCOFFIER;CAGNES-SUR-MER;ALPES-MARITIMES;1ERPRO BOULANGER-PÂTISSIER;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;36;36;34;34;36
0061635V;LP;AUGUSTE ESCOFFIER;CAGNES-SUR-MER;ALPES-MARITIMES;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;36;36;20;20;21
0061635V;LP;AUGUSTE ESCOFFIER;CAGNES-SUR-MER;ALPES-MARITIMES;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;16;14;15
0061635V;LP;AUGUSTE ESCOFFIER;CAGNES-SUR-MER;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;18;18;27;16;18
0061635V;LP;AUGUSTE ESCOFFIER;CAGNES-SUR-MER;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;31;27;30
0061635V;LP;AUGUSTE ESCOFFIER;CAGNES-SUR-MER;ALPES-MARITIMES;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;36;36;11;11;15
0060920T;CFA;FACULTE DES METIERS;CANNES;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;O;AP;1;1;5;0;0
0061561P;LP LYC METIER;ALFRED HUTINEL;CANNES;ALPES-MARITIMES;1ERPRO OUVRAGES DU BATIMENT METALLERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;3;3;3
0061561P;LP LYC METIER;ALFRED HUTINEL;CANNES;ALPES-MARITIMES;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;27;26;26;26
0061561P;LP LYC METIER;ALFRED HUTINEL;CANNES;ALPES-MARITIMES;1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;27;17;16;21
0061561P;LP LYC METIER;ALFRED HUTINEL;CANNES;ALPES-MARITIMES;1ERPRO LOGISTIQUE (Nouveau);National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;17;17;19
0060015J;LP LYC METIER;LES COTEAUX;CANNES;ALPES-MARITIMES;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;31;35;29;31
0060015J;LP LYC METIER;LES COTEAUX;CANNES;ALPES-MARITIMES;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;10;10;30
0060015J;LP LYC METIER;LES COTEAUX;CANNES;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;40;40;56;26;40
0060015J;LP LYC METIER;LES COTEAUX;CANNES;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;20;37;14;20
0062307A;OF-CFA CARROS;CFA AFTRAL Carros;CARROS;ALPES-MARITIMES;1ERPRO LOGISTIQUE (Nouveau);National;SANS TUTELLE;PRIVE;2nde;O;AP;1;1;1;0;0
0060023T;LP;FRANCIS DE CROISSET;GRASSE;ALPES-MARITIMES;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;17;17;19
0060023T;LP;FRANCIS DE CROISSET;GRASSE;ALPES-MARITIMES;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;29;28;30
0060023T;LP;FRANCIS DE CROISSET;GRASSE;ALPES-MARITIMES;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;14;13;15
0060023T;LP;FRANCIS DE CROISSET;GRASSE;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;28;25;30
0060023T;LP;FRANCIS DE CROISSET;GRASSE;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;32;28;30
0060023T;LP;FRANCIS DE CROISSET;GRASSE;ALPES-MARITIMES;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;16;16;18
0060022S;LP;LEON CHIRIS;GRASSE;ALPES-MARITIMES;1ERPRO TECHNICIEN BAT. : ORG.REAL.GROS O;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;10;0;0;0
0060022S;LP;LEON CHIRIS;GRASSE;ALPES-MARITIMES;1ERPRO AMENAGEMENT FINITION BATIMENT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;10;9;9;9
0060022S;LP;LEON CHIRIS;GRASSE;ALPES-MARITIMES;1ERPRO TECHNICIEN MENUISIER AGENCEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;7;7;7
0060022S;LP;LEON CHIRIS;GRASSE;ALPES-MARITIMES;1ERPRO ETUDE ET REALISATION D'AGENCEMENT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;15;15;15
0060022S;LP;LEON CHIRIS;GRASSE;ALPES-MARITIMES;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;20;20;20;20
0060022S;LP;LEON CHIRIS;GRASSE;ALPES-MARITIMES;1ERPRO MAINT.VEHIC.OPTC MOTOCYCLES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;20;20;20;20
0060022S;LP;LEON CHIRIS;GRASSE;ALPES-MARITIMES;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;16;16;16
0062263C;OF-CFA NICE;A.R.D.R.E.S.S;LE CANNET;ALPES-MARITIMES;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;O;AP;1;1;0;0;0
0062263C;OF-CFA NICE;A.R.D.R.E.S.S;LE CANNET;ALPES-MARITIMES;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;O;AP;1;1;0;0;0
0062263C;OF-CFA NICE;A.R.D.R.E.S.S;LE CANNET;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;O;AP;1;1;0;0;0
0062263C;OF-CFA NICE;A.R.D.R.E.S.S;LE CANNET;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;O;AP;1;1;0;0;0
0060028Y;LP LYC METIER;PAUL VALERY;MENTON;ALPES-MARITIMES;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;24;22;22;22
0060028Y;LP LYC METIER;PAUL VALERY;MENTON;ALPES-MARITIMES;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;30;26;30
0060028Y;LP LYC METIER;PAUL VALERY;MENTON;ALPES-MARITIMES;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;16;3;3;16
0060028Y;LP LYC METIER;PAUL VALERY;MENTON;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;30;15;15
0060028Y;LP LYC METIER;PAUL VALERY;MENTON;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;17;11;15
0060028Y;LP LYC METIER;PAUL VALERY;MENTON;ALPES-MARITIMES;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;24;12;12;15
0060027X;LP LYC METIER;PIERRE ET MARIE CURIE;MENTON;ALPES-MARITIMES;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;45;45;29;29;34
0060907D;ECP PR;EC TECH D'ESTHETIQUE GONTARD;NICE;ALPES-MARITIMES;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;O;AP;1;1;0;0;0
0060042N;LP;LES PALMIERS;NICE;ALPES-MARITIMES;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;45;40;50;39;40
0060042N;LP;LES PALMIERS;NICE;ALPES-MARITIMES;1ERPRO ORGANIS. TRANSPORT MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;24;17;17;20
0060042N;LP;LES PALMIERS;NICE;ALPES-MARITIMES;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;18;18;13;12;18
0060042N;LP;LES PALMIERS;NICE;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;38;22;24
0060042N;LP;LES PALMIERS;NICE;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;18;18;24;15;18
0060040L;LP;PASTEUR;NICE;ALPES-MARITIMES;1ERPRO MICROTECHNIQUES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;19;19;21
0060038J;LP;VAUBAN;NICE;ALPES-MARITIMES;1ERPRO TECHN. ETUDES BAT.A ETUDES & ECO.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;3;3;11
0060038J;LP;VAUBAN;NICE;ALPES-MARITIMES;1ERPRO TECHN. ETUDES BAT B ASSIST.ARCHI.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;20;9;15
0060038J;LP;VAUBAN;NICE;ALPES-MARITIMES;1ERPRO TECHNICIEN BAT. : ORG.REAL.GROS O;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;8;8;13
0060038J;LP;VAUBAN;NICE;ALPES-MARITIMES;1ERPRO MENUISERIE ALUMINIUM-VERRE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;11;10;15
0060038J;LP;VAUBAN;NICE;ALPES-MARITIMES;1ERPRO AMENAGEMENT FINITION BATIMENT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;13;12;15
0060038J;LP;VAUBAN;NICE;ALPES-MARITIMES;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;22;14;15
0060082G;LP LYC METIER;LES EUCALYPTUS;NICE;ALPES-MARITIMES;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;60;62;58;58;62
0060082G;LP LYC METIER;LES EUCALYPTUS;NICE;ALPES-MARITIMES;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;34;24;24
0060082G;LP LYC METIER;LES EUCALYPTUS;NICE;ALPES-MARITIMES;1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;38;26;30
0060043P;LP LYC METIER;MAGNAN;NICE;ALPES-MARITIMES;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;45;45;57;43;45
0060043P;LP LYC METIER;MAGNAN;NICE;ALPES-MARITIMES;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;13;10;15
0060043P;LP LYC METIER;MAGNAN;NICE;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;43;25;30
0060043P;LP LYC METIER;MAGNAN;NICE;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;22;15;15
0060043P;LP LYC METIER;MAGNAN;NICE;ALPES-MARITIMES;1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;29;28;30
0060034E;LPO LYC METIER;HOTELIER TOURISME-PAUL AUGIER;NICE;ALPES-MARITIMES;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;72;75;76;72;75
0060034E;LPO LYC METIER;HOTELIER TOURISME-PAUL AUGIER;NICE;ALPES-MARITIMES;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;48;50;37;37;43
0061987C;LPO;DE LA MONTAGNE;VALDEBLORE;ALPES-MARITIMES;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;16;15;15;15
0061987C;LPO;DE LA MONTAGNE;VALDEBLORE;ALPES-MARITIMES;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;12;12;12
0061987C;LPO;DE LA MONTAGNE;VALDEBLORE;ALPES-MARITIMES;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;13;13;13;13
0070002P;LP;JOSEPH ET ETIENNE MONTGOLFIER;ANNONAY;ARDECHE;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;18;18;20
0070002P;LP;JOSEPH ET ETIENNE MONTGOLFIER;ANNONAY;ARDECHE;1ERPRO METIERS DE L'ACCUEIL;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;11;15;11;11;15
0070002P;LP;JOSEPH ET ETIENNE MONTGOLFIER;ANNONAY;ARDECHE;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;21;14;15
0070001N;LPO LYC METIER;BOISSY D'ANGLAS;ANNONAY;ARDECHE;1ERPRO TECHNICIEN BAT. : ORG.REAL.GROS O;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;8;8;5;5;7
