UAI;LIBELLÉFORMATION;MEFSTAT11;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP
0921676X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;630;Apprentissage;25
0921676X;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;79;Apprentissage;14
0921935D;BTS - Services - Collaborateur juriste notarial;32211034502;611;Scolaire;15
0921935D;BTS - Services - Comptabilité et gestion;32211031408;246;Scolaire;16
0922149L;BTS - Services - Diététique;32211033103;987;Scolaire;38
0922149L;BTS - Services - Management en hôtellerie restauration;32211033422;211;Scolaire;39
0922149L;BTS - Services - Tourisme;32211033426;2048;Scolaire;90
0922276Z;BTS - Services - Gestion de la PME - en apprentissage;32211031409;377;Apprentissage;20
0922276Z;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;422;Apprentissage;20
0922277A;BTS - Production - Conception et réalisation de carrosseries;32211025411;267;Scolaire;15
0922398G;BTS - Services - Communication;32211032003;1993;Scolaire;34
0922427N;BTS - Services - Etudes de réalisation d'un projet de communication - 1ère année commune;32211032209;457;Scolaire;24
0580071M;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;115;Apprentissage;14
0750691U;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;232;Apprentissage;10
0922653J;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;313;Scolaire;40
0922653J;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;192;Apprentissage;24
0930116W;BTS - Services - Management Commercial Opérationnel;32211031213;1955;Scolaire;35
0930116W;BTS - Services - Comptabilité et gestion;32211031408;796;Scolaire;35
0930117X;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;32211020116;1076;Scolaire;24
0930117X;BTS - Production - Conception des processus de réalisation de produits (1ère année commune);32211022316;229;Scolaire;24
0930117X;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;494;Scolaire;35
0930117X;BTS - Services - Support à l'action managériale;32211032409;755;Scolaire;28
0930118Y;BTS - Services - Management Commercial Opérationnel;32211031213;2416;Scolaire;35
0930118Y;BTS - Services - Comptabilité et gestion;32211031408;802;Scolaire;35
0930119Z;BTS - Services - Support à l'action managériale;32211032409;832;Scolaire;35
0930119Z;BTS - Services - Management Commercial Opérationnel;32211031213;1683;Scolaire;35
0930119Z;BTS - Services - Comptabilité et gestion;32211031408;691;Scolaire;35
0331501C;BTS - Services - Tourisme - en apprentissage;32211033426;342;Apprentissage;15
0930120A;BTS - Services - Support à l'action managériale;32211032409;787;Scolaire;25
0930120A;BTS - Services - Tourisme;32211033426;1279;Scolaire;35
0930121B;BTS - Services - Support à l'action managériale;32211032409;725;Scolaire;30
0930121B;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;881;Scolaire;32
0930121B;BTS - Services - Management Commercial Opérationnel;32211031213;1632;Scolaire;35
0930121B;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;1334;Scolaire;24
0930122C;BTS - Production - Traitement des matériaux;32211022310;183;Scolaire;24
0930122C;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;314;Scolaire;30
0930122C;BTS - Production - Maintenance des véhicules option voitures particulières;32211025215;399;Scolaire;24
0930123D;BTS - Services - Professions immobilières;32211031309;1596;Scolaire;30
0930123D;BTS - Services - Gestion de la PME;32211031409;865;Scolaire;35
0930125F;BTS - Production - Bioqualité;32211022106;613;Scolaire;30
0930125F;BTS - Production - Electrotechnique;32211025520;490;Scolaire;24
0930125F;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux;32211020116;753;Scolaire;12
0930125F;BTS - Services - Analyses de biologie médicale;32211033109;2076;Scolaire;48
0930125F;BTS - Services - Management Commercial Opérationnel;32211031213;1303;Scolaire;35
0930125F;BTS - Services - Gestion de la PME;32211031409;1893;Scolaire;70
0930127H;BTS - Services - Management Commercial Opérationnel;32211031213;861;Scolaire;35
0930127H;BTS - Services - Comptabilité et gestion;32211031408;860;Scolaire;35
0930830X;BTS - Services - Commerce International;32211031215;1369;Scolaire;35
0930830X;BTS - Services - Banque conseiller de clientèle;32211031310;840;Scolaire;35
0930833A;BTS - Services - Commerce International;32211031215;1527;Scolaire;35
0930833A;BTS - Services - Communication;32211032003;1182;Scolaire;35
0930834B;BTS - Production - Conception de produits industriels;32211020009;280;Scolaire;24
0930834B;BTS - Production - Conception et Réalisation de Systèmes Automatiques;32211020111;372;Scolaire;24
0930834B;BTS - Production - Electrotechnique;32211025520;358;Scolaire;24
0930834B;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;448;Scolaire;35
0930834B;BTS - Services - Support à l'action managériale;32211032409;735;Scolaire;35
0930834B;BTS - Services - Gestion de la PME;32211031409;764;Scolaire;35
0930834B;BTS - Services - Comptabilité et gestion;32211031408;1034;Scolaire;59
0930834B;BTS - Services - Services informatiques aux organisations;32211032612;1574;Scolaire;100
0930863H;BTS - Services - Commerce International;32211031215;866;Scolaire;18
0931026K;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;458;Scolaire;25
0931026K;BTS - Services - Gestion de la PME;32211031409;193;Scolaire;25
0301649E;BTS - Production - Aéronautique - en apprentissage;32211025302;270;Apprentissage;18
0931272C;BTS - Production - Bâtiment;32211023012;710;Scolaire;36
0931272C;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux;32211020116;668;Scolaire;13
0931430Z;BTS - Services - Comptabilité et gestion;32211031408;612;Scolaire;35
0931430Z;BTS - Services - Communication;32211032003;1403;Scolaire;35
0931565W;BTS - Services - Support à l'action managériale;32211032409;569;Scolaire;23
0931565W;BTS - Services - Comptabilité et gestion;32211031408;518;Scolaire;33
0931584S;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;32211020116;788;Scolaire;24
0931584S;BTS - Production - Conception et industrialisation en microtechniques;32211025005;161;Scolaire;24
0931585T;BTS - Services - Management Commercial Opérationnel;32211031213;1699;Scolaire;35
0931613Y;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;1524;Scolaire;23
0931613Y;BTS - Services - Services informatiques aux organisations;32211032612;1023;Scolaire;23
0931779D;BTS - Agricole - Aménagements paysagers;32212021401;582;Scolaire;65
0931796X;BTS - Services - Opticien-Lunetier;32211033107;269;Scolaire;30
0931796X;BTS - Services - Services informatiques aux organisations;32211032612;286;Scolaire;64
0620221D;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;47;Apprentissage;8
0650026A;BTS - Services - Professions immobilières - en apprentissage;32211031309;299;Apprentissage;16
0922653J;BTS - Services - Management opérationnel de la sécurité;32211034401;181;Scolaire;40
0310039Z;BTS - Services - Gestion de la PME - en apprentissage;32211031409;28;Apprentissage;12
0090013R;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage;32211020116;46;Apprentissage;1
0352267Z;BTS - Services - Métiers de la coiffure - en apprentissage;32211033607;39;Apprentissage;10
0912422N;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;7;Apprentissage;30
0912422N;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;24;Apprentissage;30
0931797Y;BTS - Production - Electrotechnique;32211025520;157;Scolaire;24
0931797Y;BTS - Production - Electrotechnique - en apprentissage;32211025520;169;Apprentissage;18
0632069G;BTS - Services - Gestion de la PME - en apprentissage;32211031409;31;Apprentissage;12
0850086G;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;20;Apprentissage;12
0251750S;BTS - Production - Conception de processus de découpe et d'emboutissage - en apprentissage;32211025414;13;Apprentissage;20
0351047Y;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;140;Apprentissage;30
0160862A;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;64;Apprentissage;8
0573766J;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;27;Apprentissage;35
0630034V;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;105;Apprentissage;15
0342368P;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;45;Apprentissage;20
0755902H;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;2878;Apprentissage;25
0760114L;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;125;Apprentissage;20
0700958L;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;45;Apprentissage;25
0371515W;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;0;Apprentissage;
0451653C;BTS - Production - Electrotechnique - en apprentissage;32211025520;46;Apprentissage;32
0451653C;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;34;Apprentissage;12
0451653C;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;33;Apprentissage;24
0451653C;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;70;Apprentissage;48
0451653C;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;31;Apprentissage;12
0451653C;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;29;Apprentissage;12
0451653C;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;45;Apprentissage;24
0410590U;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;245;Apprentissage;50
0410590U;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;212;Apprentissage;25
0410590U;BTS - Services - Gestion de la PME - en apprentissage;32211031409;110;Apprentissage;25
0410590U;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;100;Apprentissage;25
0370811F;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;97;Apprentissage;23
0370811F;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033608;102;Apprentissage;16
0370811F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;281;Apprentissage;48
0371761N;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;81;Apprentissage;30
0370811F;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;128;Apprentissage;24
0180755Y;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;175;Apprentissage;30
0180755Y;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;169;Apprentissage;30
0180755Y;BTS - Services - Gestion de la PME - en apprentissage;32211031409;74;Apprentissage;30
0811377G;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;28;Apprentissage;14
0542221W;BTS - Production - Electrotechnique - en apprentissage;32211025520;73;Apprentissage;40
0542221W;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;52;Apprentissage;50
0542221W;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;12;Apprentissage;24
0542221W;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;25;Apprentissage;24
0542221W;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;26;Apprentissage;24
0542221W;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;34;Apprentissage;24
0590122M;BTS - Production - Bioanalyses et contrôles - en apprentissage;32211022207;228;Apprentissage;12
0651115J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;100;Apprentissage;40
0811377G;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;70;Apprentissage;16
0542563T;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;46;Apprentissage;12
0651115J;BTS - Services - Gestion de la PME - en apprentissage;32211031409;37;Apprentissage;40
0542563T;BTS - Services - Gestion de la PME - en apprentissage;32211031409;33;Apprentissage;80
0651115J;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;104;Apprentissage;40
0811377G;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;89;Apprentissage;20
0542563T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;47;Apprentissage;12
0542563T;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;21;Apprentissage;16
0562047W;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;70;Apprentissage;10
0130050J;BTS - Production - Management économique de la construction;32211023013;300;Scolaire;15
0881452A;BTS - Agricole - Métiers du Végétal : Alimentation, Ornement, Environnement;32212021114;42;Scolaire;24
0022044L;BTS - Production - Bâtiment - en apprentissage;32211023012;89;Apprentissage;15
0622196A;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;129;Apprentissage;35
0622196A;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;34;Apprentissage;25
0881721T;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;13;Apprentissage;24
0623564M;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;11;Apprentissage;13
0120937D;BTS - Agricole - QUalité, ALimentation, Innovation et Maîtrise Sanitaire (BioQUALIM) aliments et processus technologiques;32212022117;187;Scolaire;19
0624141P;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;51;Apprentissage;12
0333123R;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;101;Apprentissage;15
0142215G;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;65;Apprentissage;20
9711071M;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;81;Apprentissage;2
9741620T;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image - en apprentissage;32211032329;107;Apprentissage;1
0870671G;BTS - Agricole - génie des équipements agricoles;32212021007;135;Scolaire;19
0831014B;BTS - Production - Travaux publics;32211023206;117;Scolaire;12
9710418C;BTS - Production - Maintenance des véhicules option véhicules de transport routier;32211025216;51;Scolaire;12
0320067Z;BTS - Production - Systèmes constructifs bois et habitat - en apprentissage;32211023412;90;Apprentissage;6
0352503F;BTS - Production - Electrotechnique - en apprentissage;32211025520;91;Apprentissage;32
0590215N;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;424;Scolaire;32
0511147V;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;46;Apprentissage;18
0062254T;BTS - Services - Métiers de la coiffure - en apprentissage;32211033607;17;Apprentissage;15
0631985R;BTS - Production - Bâtiment - en apprentissage;32211023012;136;Apprentissage;8
0597282V;BTS - Services - Communication - en apprentissage;32211032003;7;Apprentissage;800
0341385W;BTS - Production - Systèmes constructifs bois et habitat - en apprentissage;32211023412;218;Apprentissage;16
0341385W;BTS - Production - Management économique de la construction - en apprentissage;32211023013;201;Apprentissage;16
0400019D;BTS - Production - Maintenance des véhicules option véhicules de transport routier - en apprentissage;32211025216;42;Apprentissage;12
0752426E;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;120;Apprentissage;18
0781516Z;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;379;Apprentissage;20
0442752C;BTS - Production - Management économique de la construction;32211023013;431;Scolaire;30
0351878B;BTS - Services - Etudes de réalisation d'un projet de communication - 1ère année commune;32211032209;570;Scolaire;30
0620095S;BTS - Production - Electrotechnique - en apprentissage;32211025520;103;Apprentissage;30
9720615L;BTS - Services - Professions immobilières;32211031309;149;Scolaire;30
0740006E;BTS - Production - Systèmes constructifs bois et habitat - en apprentissage;32211023412;169;Apprentissage;16
0130235K;BTS - Services - Collaborateur juriste notarial;32211034502;232;Scolaire;80
9741570N;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;101;Apprentissage;20
9740983A;BTS - Services - Gestion de la PME - en apprentissage;32211031409;232;Apprentissage;15
9740983A;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;188;Apprentissage;15
9740983A;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;284;Apprentissage;35
9740983A;BTS - Services - Communication - en apprentissage;32211032003;201;Apprentissage;15
9741242G;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;66;Apprentissage;10
9740986D;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;47;Apprentissage;4
9741177L;BTS - Production - Electrotechnique - en apprentissage;32211025520;72;Apprentissage;4
0597282V;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;3;Apprentissage;800
0922652H;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;3;Apprentissage;
0755559K;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;37;Apprentissage;100
0590098L;BTS - Production - Electrotechnique - en apprentissage;32211025520;34;Apprentissage;15
0731505P;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;64;Apprentissage;44
0731505P;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;78;Apprentissage;16
0731505P;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;28;Apprentissage;16
0731505P;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;32;Apprentissage;20
0383551D;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;31;Apprentissage;20
0230002C;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;51;Apprentissage;16
0010856A;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;53;Apprentissage;16
0010856A;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;40;Apprentissage;14
0010856A;BTS - Production - Electrotechnique - en apprentissage;32211025520;73;Apprentissage;32
0010856A;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;30;Apprentissage;16
0010856A;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;64;Apprentissage;32
0421139K;BTS - Production - Management économique de la construction - en apprentissage;32211023013;96;Apprentissage;17
0421139K;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;149;Apprentissage;17
0693640G;BTS - Production - Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production - en apprentissage;32211022506;24;Apprentissage;20
0681810Y;BTS - Production - Bâtiment - en apprentissage;32211023012;180;Apprentissage;24
0333203C;BTS - Services - Collaborateur juriste notarial;32211034502;227;Scolaire;9
0694366W;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;75;Apprentissage;22
0693702Z;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;54;Apprentissage;40
0590065A;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage;32211020116;187;Apprentissage;14
0951994B;BTS - Services - Banque conseiller de clientèle;32211031310;233;Scolaire;32
0593058D;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;58;Apprentissage;30
0421609W;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;52;Apprentissage;14
0692210C;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;113;Apprentissage;16
0692210C;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;228;Apprentissage;20
0692210C;BTS - Production - Electrotechnique - en apprentissage;32211025520;281;Apprentissage;48
0692210C;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;180;Apprentissage;32
0692210C;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;131;Apprentissage;36
0331760J;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;154;Apprentissage;15
0110670U;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;53;Apprentissage;24
0351002Z;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;61;Apprentissage;20
0110670U;BTS - Services - Tourisme - en apprentissage;32211033426;84;Apprentissage;24
0770998S;BTS - Production - Electrotechnique - en apprentissage;32211025520;69;Apprentissage;24
0261505V;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux;32211020116;279;Scolaire;15
0261505V;BTS - Services - Services informatiques aux organisations;32211032612;426;Scolaire;32
0241056T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;128;Apprentissage;35
0380034F;BTS - Services - Professions immobilières - en apprentissage;32211031309;724;Apprentissage;18
0760114L;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;76;Apprentissage;16
0693699W;BTS - Services - Opticien-Lunetier - en apprentissage;32211033107;652;Apprentissage;100
0690037R;BTS - Production - Métiers de la chimie - en apprentissage;32211022208;275;Apprentissage;15
0782058N;BTS - Services - Professions immobilières - en apprentissage;32211031309;177;Apprentissage;20
0381819W;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;163;Scolaire;16
0381819W;BTS - Agricole - Agronomie et cultures durables;32212021115;186;Scolaire;16
0133274N;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;48;Apprentissage;15
0060075Z;BTS - Production - Electrotechnique - en apprentissage;32211025520;147;Apprentissage;5
0190849V;BTS - Production - Electrotechnique - en apprentissage;32211025520;16;Apprentissage;16
0261504U;BTS - Services - Tourisme - en apprentissage;32211033426;16;Apprentissage;15
0753268V;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;3673;Apprentissage;24
0690097F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;536;Apprentissage;18
0811374D;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;137;Apprentissage;100
0333437G;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;67;Apprentissage;25
0333437G;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;57;Apprentissage;25
0333460G;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;107;Apprentissage;30
0640187F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;100;Apprentissage;55
0772667F;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;191;Apprentissage;30
0170100S;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;42;Apprentissage;8
0381886U;BTS - Agricole - Gestion et maitrise de l'eau;32212034302;432;Scolaire;34
0381886U;BTS - Agricole - Gestion et protection de la nature;32212021308;851;Scolaire;34
0383208F;BTS - Services - Support à l'action managériale (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211032409;66;Scolaire;12
0383208F;BTS - Services - Service et prestation des secteurs sanitaire et social (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211033002;108;Scolaire;24
0383208F;BTS - Services - Management Commercial Opérationnel (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211031213;238;Scolaire;30
0383208F;BTS - Services - Négociation et digitalisation de la Relation Client (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211031212;363;Scolaire;30
0383208F;BTS - Services - Gestion de la PME (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211031409;144;Scolaire;24
0383208F;BTS - Services - Comptabilité et gestion (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211031408;114;Scolaire;15
0382099A;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211022709;291;Scolaire;24
0382099A;BTS - Production - Bâtiment;32211023012;504;Scolaire;30
0382203N;BTS - Production - Electrotechnique;32211025520;338;Scolaire;24
0382371W;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson;32212031205;39;Scolaire;20
0382371W;BTS - Agricole - Développement, animation des territoires ruraux;32212030001;47;Scolaire;20
0340992U;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;69;Apprentissage;14
0342175E;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;118;Apprentissage;60
0772468P;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;476;Apprentissage;22
0341521U;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux - en apprentissage;32211020116;102;Apprentissage;6
0340992U;BTS - Services - Professions immobilières - en apprentissage;32211031309;111;Apprentissage;16
0210006T;BTS - Services - Tourisme - en apprentissage;32211033426;101;Apprentissage;3
0580552K;BTS - Services - Tourisme - en apprentissage;32211033426;103;Apprentissage;10
0210019G;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;471;Apprentissage;4
0711322B;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;96;Apprentissage;12
0710018J;BTS - Services - Gestion de la PME - en apprentissage;32211031409;55;Apprentissage;2
0891200W;BTS - Services - Gestion de la PME - en apprentissage;32211031409;70;Apprentissage;4
0382433N;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie - en apprentissage;32212031203;46;Apprentissage;20
0382440W;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image;32211032329;1099;Scolaire;10
0382440W;BTS - Services - Métiers de l'audio-visuel opt : métiers du son;32211032330;655;Scolaire;9
0382440W;BTS - Services - Métiers de l'audio-visuel opt : montage et post-production;32211032332;784;Scolaire;10
0382440W;BTS - Services - Métiers de l'audio-visuel opt : techn. d'ingeniérie et exploit. équipements;32211032331;241;Scolaire;10
0382440W;BTS - Services - Métiers de l'audio-visuel opt : gestion de la production;32211032328;286;Scolaire;10
0382780R;BTS - Services - Management Commercial Opérationnel (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211031213;723;Scolaire;34
0382780R;BTS - Services - Comptabilité et gestion;32211031408;510;Scolaire;34
0382780R;BTS - Services - Communication;32211032003;1073;Scolaire;35
0382780R;BTS - Services - Services informatiques aux organisations (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211032612;517;Scolaire;34
0382838D;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;137;Scolaire;18
0382838D;BTS - Services - Commerce International;32211031215;487;Scolaire;14
0382863F;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;32211020116;583;Scolaire;30
0382863F;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage;32211020116;340;Apprentissage;16
0382863F;BTS - Services - Management Commercial Opérationnel;32211031213;1009;Scolaire;34
0382863F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;315;Apprentissage;26
0382895R;BTS - Production - Bioqualité (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211022106;177;Scolaire;15
0382895R;BTS - Services - Gestion de la PME (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211031409;351;Scolaire;33
0382920T;BTS - Services - Négociation et digitalisation de la Relation Client (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211031212;1028;Scolaire;52
0382938M;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;43;Scolaire;20
0382938M;BTS - Agricole - Analyses biologiques, biotechnologiques, agricoles et environnementales;32212022115;91;Scolaire;27
0382938M;BTS - Agricole - QUalité, ALimentation, Innovation et Maîtrise Sanitaire (BioQUALIM) aliments et processus technologiques - en apprentissage;32212022117;13;Apprentissage;10
0381678T;BTS - Services - Management en hôtellerie restauration;32211033422;107;Scolaire;28
0390012B;BTS - Services - Tourisme;32211033426;388;Scolaire;35
0390013C;BTS - Production - Conception de produits industriels;32211020009;182;Scolaire;24
0390013C;BTS - Production - Electrotechnique;32211025520;152;Scolaire;18
0390013C;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;90;Scolaire;24
0390013C;BTS - Production - Electrotechnique - en apprentissage;32211025520;61;Apprentissage;12
0390013C;BTS - Production - Métiers de l'eau - en apprentissage;32211020114;47;Apprentissage;12
0390019J;BTS - Services - Comptabilité et gestion;32211031408;250;Scolaire;26
