UAI;LIBELLÉFORMATION;MEFSTAT11;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP
0312822Z;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air;32211022710;190;Scolaire;14
0310054R;BTS - Production - Conception des processus de réalisation de produits (1ère année commune);32211022316;221;Scolaire;15
0820004J;BTS - Services - Management en hôtellerie restauration;32211033422;136;Scolaire;12
0311902Z;BTS - Services - Etudes de réalisation d'un projet de communication - 1ère année commune;32211032209;382;Scolaire;10
0951673C;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants;32211022711;231;Scolaire;30
0690104N;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;32211020116;954;Scolaire;15
0570311D;BTS - Services - Assurance - en apprentissage;32211031311;73;Apprentissage;8
0050007F;BTS - Services - Gestion de la PME;32211031409;496;Scolaire;30
0750707L;BTS - Services - Assurance;32211031311;1051;Scolaire;35
0601823F;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;242;Scolaire;17
0690539L;BTS - Services - Professions immobilières;32211031309;477;Scolaire;25
0751710B;BTS - Production - Pilotage des procédés;32211022003;339;Scolaire;24
0620093P;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;127;Apprentissage;25
0031041R;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;31;Apprentissage;15
0251944C;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;32;Apprentissage;25
0861419A;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;14;Apprentissage;12
6200189L;BTS - Agricole - Gestion forestière - en apprentissage;32212021304;62;Apprentissage;15
0490886X;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;178;Apprentissage;18
0670041F;BTS - Services - Gestion de la PME;32211031409;405;Scolaire;24
0332473J;BTS - Agricole - Viticulture-Oenologie - en apprentissage;32212021112;64;Apprentissage;15
0370984U;BTS - Production - Travaux publics - en apprentissage;32211023206;59;Apprentissage;15
0810791V;BTS - Production - Finitions, aménagement des bâtiments: conception et réalisation - en apprentissage;32211023306;55;Apprentissage;6
0382938M;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;45;Apprentissage;18
0640184C;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;84;Apprentissage;15
0711566S;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;32;Apprentissage;10
0430098Y;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;41;Apprentissage;40
0251888S;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;292;Apprentissage;60
0251888S;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;259;Apprentissage;60
0593060F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;61;Apprentissage;24
0590121L;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;77;Apprentissage;13
0694070Z;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;227;Apprentissage;25
0430098Y;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;60;Apprentissage;40
0430098Y;BTS - Services - Gestion de la PME - en apprentissage;32211031409;40;Apprentissage;40
0756002S;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux - en apprentissage;32211020116;247;Apprentissage;20
0752325V;BTS - Production - Electrotechnique - en apprentissage;32211025520;262;Apprentissage;40
0570108H;BTS - Production - Conception et réalisation en chaudronnerie industrielle;32211025415;146;Scolaire;15
0332814E;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;84;Apprentissage;28
0801900F;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;100;Scolaire;18
9740078S;BTS - Agricole - Technico-commercial - Spécialité biens et services pour l'agriculture;32212031204;70;Scolaire;16
0791168R;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;2;Apprentissage;8
9711033W;BTS - Services - Métiers de l'audio-visuel opt : techn. d'ingeniérie et exploit. équipements;32211032331;84;Scolaire;8
0170020E;BTS - Production - Bâtiment - en apprentissage;32211023012;87;Apprentissage;8
0601500E;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;51;Apprentissage;20
0601500E;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;63;Apprentissage;20
0601500E;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;160;Apprentissage;26
0602008G;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;68;Apprentissage;20
0602008G;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;184;Apprentissage;26
0062093T;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;91;Apprentissage;13
0671509B;BTS - Production - Electrotechnique - en apprentissage;32211025520;100;Apprentissage;24
0670085D;BTS - Production - Electrotechnique - en apprentissage;32211025520;170;Apprentissage;24
0670085D;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;137;Apprentissage;18
0681801N;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;46;Apprentissage;12
0602008G;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;48;Apprentissage;20
0602008G;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;55;Apprentissage;18
0602008G;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage;32211020116;87;Apprentissage;18
0601484M;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;31;Apprentissage;16
0601500E;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;30;Apprentissage;12
0601500E;BTS - Production - Electrotechnique - en apprentissage;32211025520;43;Apprentissage;16
0601500E;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;19;Apprentissage;12
0601500E;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;57;Apprentissage;18
0060776L;BTS - Services - Assurance - en apprentissage;32211031311;130;Apprentissage;30
0492298G;BTS - Production - Métiers de l'eau - en apprentissage;32211020114;48;Apprentissage;16
0721478R;BTS - Production - Electrotechnique - en apprentissage;32211025520;25;Apprentissage;16
0440029T;BTS - Production - Métiers du géomètre-topographe et de la modélisation numérique - en apprentissage;32211023108;185;Apprentissage;15
0720003M;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;53;Apprentissage;12
0850033Z;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;53;Apprentissage;12
9730364H;BTS - Agricole - Développement de l'agriculture des régions chaudes;32212021011;144;Scolaire;19
0141904U;BTS - Agricole - Développement, animation des territoires ruraux;32212030001;21;Scolaire;20
0442960D;BTS - Services - Communication - en apprentissage;32211032003;8;Apprentissage;100
0442960D;BTS - Services - Commerce International - en apprentissage;32211031215;18;Apprentissage;5
0492527F;BTS - Services - Tourisme - en apprentissage;32211033426;3;Apprentissage;15
9711272F;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;3;Apprentissage;
0333489N;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;3;Apprentissage;100
9730421V;BTS - Services - Commerce International;32211031215;344;Scolaire;16
0211217J;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;159;Scolaire;19
9730423X;BTS - Production - Métiers de l'eau;32211020114;141;Scolaire;15
0451602X;BTS - Agricole - Métiers du Végétal : Alimentation, Ornement, Environnement - en apprentissage;32212021114;24;Apprentissage;20
0440001M;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;413;Scolaire;18
0333435E;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;349;Apprentissage;50
0250001R;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;22;Apprentissage;1
0911264E;BTS - Services - Opticien-Lunetier - en apprentissage;32211033107;273;Apprentissage;60
0763003B;BTS - Production - Maintenance des véhicules option véhicules de transport routier - en apprentissage;32211025216;30;Apprentissage;24
0763003B;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;116;Apprentissage;30
0590060V;BTS - Production - Conception des processus de réalisation de produits (1ère année commune);32211022316;32;Scolaire;15
0922653J;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;77;Apprentissage;25
0871055Z;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;89;Apprentissage;25
0130053M;BTS - Production - Europlastics et composites à référentiel commun européen - option Conception d'Outillage;32211022505;41;Scolaire;15
0693478F;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;279;Apprentissage;15
0750588G;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;986;Apprentissage;18
0383208F;BTS - Services - Gestion de la PME - en apprentissage;32211031409;68;Apprentissage;8
0931024H;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;119;Apprentissage;4
0311716X;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;50;Apprentissage;20
9710993C;BTS - Services - Management Commercial Opérationnel;32211031213;240;Scolaire;25
0721528V;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;27;Apprentissage;20
0530816Z;BTS - Agricole - Développement, animation des territoires ruraux - en apprentissage;32212030001;25;Apprentissage;40
0593061G;BTS - Services - Services informatiques aux organisations;32211032612;157;Scolaire;40
0040590V;BTS - Agricole - Gestion forestière - en apprentissage;32212021304;143;Apprentissage;12
0741408D;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;86;Apprentissage;20
0550049E;BTS - Services - Gestion de la PME;32211031409;40;Scolaire;18
0772884S;BTS - Services - Professions immobilières - en apprentissage;32211031309;687;Apprentissage;30
0861253V;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;90;Apprentissage;16
9720727H;BTS - Services - Management Commercial Opérationnel;32211031213;292;Scolaire;24
0640131V;BTS - Services - Professions immobilières - en apprentissage;32211031309;234;Apprentissage;25
0570311D;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;60;Apprentissage;5
0350791V;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;38;Apprentissage;14
0672616E;BTS - Services - Etudes de réalisation d'un projet de communication - 1ère année commune - en apprentissage;32211032209;212;Apprentissage;30
0570311D;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;103;Apprentissage;5
0730005J;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;35;Apprentissage;6
0672198A;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;128;Apprentissage;9
0592965C;BTS - Services - Gestion de la PME;32211031409;173;Scolaire;35
0592965C;BTS - Services - Gestion des transports et logistique associée;32211031103;199;Scolaire;35
0941925G;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;3;Apprentissage;20
0310047H;BTS - Services - Assurance - en apprentissage;32211031311;396;Apprentissage;16
0870864S;BTS - Services - Opticien-Lunetier;32211033107;212;Scolaire;24
0623373E;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;29;Apprentissage;13
0133597P;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;31;Apprentissage;5
0570311D;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;46;Apprentissage;8
0240007C;BTS - Services - Management en hôtellerie restauration;32211033422;160;Scolaire;24
0212279N;BTS - Services - Diététique - en apprentissage;32211033103;267;Apprentissage;35
0952297F;BTS - Services - Assurance - en apprentissage;32211031311;86;Apprentissage;26
0952297F;BTS - Services - Analyses de biologie médicale - en apprentissage;32211033109;312;Apprentissage;24
0952297F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;346;Apprentissage;25
0952297F;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;78;Apprentissage;25
0952297F;BTS - Services - Diététique - en apprentissage;32211033103;119;Apprentissage;24
0952297F;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;133;Apprentissage;26
0831809R;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;90;Apprentissage;24
0831809R;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;32211025015;66;Apprentissage;12
0780424M;BTS - Services - Professions immobilières - en apprentissage;32211031309;179;Apprentissage;14
0021740F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;79;Apprentissage;24
0941355M;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;779;Apprentissage;16
0130011S;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;89;Apprentissage;15
9760182U;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;1310;Scolaire;35
0940118T;BTS - Production - Electrotechnique - en apprentissage;32211025520;470;Apprentissage;8
0580739N;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;44;Apprentissage;16
0220094H;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;170;Apprentissage;24
0331760J;BTS - Services - Professions immobilières - en apprentissage;32211031309;718;Apprentissage;15
0680066C;BTS - Production - Traitement des matériaux - en apprentissage;32211022310;24;Apprentissage;5
0680066C;BTS - Services - Assurance - en apprentissage;32211031311;92;Apprentissage;5
0510062R;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage;32211020116;41;Apprentissage;4
0641934E;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;121;Apprentissage;30
0380034F;BTS - Services - Banque conseiller de clientèle - en apprentissage;32211031310;299;Apprentissage;18
0590184E;BTS - Services - Métiers de l'audio-visuel opt : métiers du son - en apprentissage;32211032330;390;Apprentissage;5
0570108H;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;58;Apprentissage;15
0701035V;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;66;Apprentissage;3
0250067M;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;124;Apprentissage;24
0740047Z;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;138;Apprentissage;24
0251021Z;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;62;Apprentissage;16
0801720K;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;59;Apprentissage;7
0171438W;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;83;Apprentissage;50
0171438W;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;174;Apprentissage;80
0171438W;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;81;Apprentissage;40
0891327J;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;27;Apprentissage;20
0682079R;BTS - Services - Opticien-Lunetier;32211033107;186;Scolaire;22
0861228T;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;312;Apprentissage;8
0010878Z;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;46;Apprentissage;15
0912289U;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;194;Apprentissage;45
0912289U;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;253;Apprentissage;30
0912289U;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;89;Apprentissage;30
0492175Y;BTS - Agricole - Technico-commercial - Spécialité univers jardins et animaux de compagnie - en apprentissage;32212031203;33;Apprentissage;35
0571998M;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;31;Apprentissage;20
0770998S;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033608;52;Apprentissage;24
0022041H;BTS - Agricole - Technico-commercial - Spécialité biens et services pour l'agriculture - en apprentissage;32212031204;22;Apprentissage;12
0593007Y;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;34;Apprentissage;
0190071Z;BTS - Services - Gestion de la PME - en apprentissage;32211031409;30;Apprentissage;15
0190071Z;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;57;Apprentissage;20
0380018N;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;138;Apprentissage;10
0383581L;BTS - Services - Gestion de la PME - en apprentissage;32211031409;90;Apprentissage;30
0383581L;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;41;Apprentissage;15
0383581L;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;152;Apprentissage;30
0383581L;BTS - Services - Professions immobilières - en apprentissage;32211031309;166;Apprentissage;30
0132470P;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;101;Apprentissage;24
0340138R;BTS - Services - Collaborateur juriste notarial;32211034502;231;Scolaire;30
0341699M;BTS - Maritime - Pêche et gestion de l'environnement marin;32211021304;65;Scolaire;8
0351914R;BTS - Maritime - Maintenance des systèmes électro-navals;32211025518;40;Scolaire;8
0291107W;BTS - Maritime - Pêche et gestion de l'environnement marin;32211021304;57;Scolaire;9
0932046U;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;1158;Apprentissage;11
0171432P;BTS - Maritime - Pêche et gestion de l'environnement marin;32211021304;74;Scolaire;9
0681948Y;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;84;Apprentissage;15
0333444P;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;88;Apprentissage;22
0120006S;BTS - Production - Europlastics et composites à référentiel commun européen - option Conception d'Outillage;32211022505;13;Scolaire;6
0330126H;BTS - Services - Management Commercial Opérationnel;32211031213;1091;Scolaire;18
0311902Z;BTS - Services - Etudes de réalisation d'un projet de communication - 1ère année commune - en apprentissage;32211032209;171;Apprentissage;4
0260113G;BTS - Services - Economie sociale familiale (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211033206;260;Scolaire;30
0133878V;BTS - Agricole - Gestion et protection de la nature - en apprentissage;32212021308;10;Apprentissage;100
0133878V;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;6;Apprentissage;100
0371495Z;BTS - Services - Gestion de la PME - en apprentissage;32211031409;82;Apprentissage;10
0371495Z;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;217;Apprentissage;20
0371495Z;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;234;Apprentissage;20
0333489N;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;6;Apprentissage;100
0511146U;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;48;Apprentissage;12
0333489N;BTS - Services - Commerce International - en apprentissage;32211031215;16;Apprentissage;5
0750677D;BTS - Services - Métiers de la coiffure - en apprentissage;32211033607;28;Apprentissage;5
0681801N;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;6;Apprentissage;12
0351884H;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;515;Apprentissage;100
0210047M;BTS - Services - Gestion de la PME - en apprentissage;32211031409;19;Apprentissage;4
0211356K;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;71;Apprentissage;2
0352767T;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;190;Apprentissage;15
0211431S;BTS - Production - Finitions, aménagement des bâtiments: conception et réalisation - en apprentissage;32211023306;88;Apprentissage;15
0211479U;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;32;Apprentissage;19
0460529A;BTS - Services - Management en hôtellerie restauration;32211033422;119;Scolaire;18
9710055H;BTS - Services - Gestion de la PME;32211031409;37;Scolaire;20
0680034T;BTS - Production - Contrôle industriel et régulation automatique - en apprentissage;32211020113;78;Apprentissage;8
0680039Y;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;169;Apprentissage;15
0680039Y;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;439;Apprentissage;15
0680001G;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;106;Apprentissage;10
0932121A;BTS - Services - Métiers de l'audio-visuel opt : techn. d'ingeniérie et exploit. équipements;32211032331;615;Scolaire;13
0060038J;BTS - Production - Finitions, aménagement des bâtiments: conception et réalisation;32211023306;232;Scolaire;15
0383208F;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;75;Apprentissage;12
0672877N;BTS - Services - Gestion de la PME;32211031409;183;Scolaire;35
0672877N;BTS - Services - Support à l'action managériale;32211032409;80;Scolaire;35
0620095S;BTS - Production - Management économique de la construction - en apprentissage;32211023013;72;Apprentissage;15
0391172M;BTS - Production - Contrôle industriel et régulation automatique - en apprentissage;32211020113;30;Apprentissage;20
0391172M;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage;32211020116;39;Apprentissage;20
0391172M;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;29;Apprentissage;20
0861408N;BTS - Services - Management en hôtellerie restauration;32211033422;252;Scolaire;36
0300002P;BTS - Services - Economie sociale familiale;32211033206;493;Scolaire;35
0510068X;BTS - Services - Professions immobilières;32211031309;436;Scolaire;24
0841037W;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;81;Apprentissage;40
0841037W;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;116;Apprentissage;50
0780584L;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;192;Apprentissage;25
0220071H;BTS - Production - Etude et réalisation d'agencement;32211023305;686;Scolaire;15
0130049H;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;32211020116;634;Scolaire;15
0133244F;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;32211020116;509;Scolaire;12
0131391S;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux;32211020116;238;Scolaire;12
0840940R;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux;32211020116;85;Scolaire;16
0341621C;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;232;Apprentissage;50
0311190A;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;32211033608;136;Scolaire;24
0550969E;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;108;Apprentissage;22
0573246U;BTS - Agricole - Agronomie et cultures durables - en apprentissage;32212021115;62;Apprentissage;30
0573246U;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;60;Apprentissage;40
0750711R;BTS - Services - Management Commercial Opérationnel;32211031213;3453;Scolaire;35
0442765S;BTS - Services - Commerce International (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première);32211031215;1169;Scolaire;35
0592965C;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;383;Scolaire;35
0132010P;BTS - Agricole - Métiers du Végétal : Alimentation, Ornement, Environnement - en apprentissage;32212021114;13;Apprentissage;30
0623373E;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;20;Apprentissage;13
0292328Y;BTS - Services - Métiers de l'audio-visuel opt : montage et post-production - en apprentissage;32211032332;143;Apprentissage;10
0590184E;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image - en apprentissage;32211032329;502;Apprentissage;5
0542492R;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;75;Apprentissage;20
0672877N;BTS - Services - Management Commercial Opérationnel;32211031213;287;Scolaire;35
0672877N;BTS - Services - Commerce International;32211031215;429;Scolaire;70
0672877N;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;259;Scolaire;35
0672877N;BTS - Services - Tourisme;32211033426;244;Scolaire;35
0630111D;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;137;Apprentissage;90
0681948Y;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;173;Apprentissage;20
0130235K;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;293;Apprentissage;32
0333203C;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;212;Apprentissage;9
0490886X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;110;Apprentissage;18
0651107A;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;89;Apprentissage;28
0651107A;BTS - Agricole - Métiers du Végétal : Alimentation, Ornement, Environnement - en apprentissage;32212021114;46;Apprentissage;24
0131681G;BTS - Production - Bioanalyses et contrôles - en apprentissage;32211022207;242;Apprentissage;10
0131681G;BTS - Services - Analyses de biologie médicale - en apprentissage;32211033109;432;Apprentissage;25
0131681G;BTS - Production - Métiers de la chimie - en apprentissage;32211022208;111;Apprentissage;30
0332282B;BTS - Agricole - Gestion et maitrise de l'eau - en apprentissage;32212034302;28;Apprentissage;7
0440175B;BTS - Services - Gestion de la PME - en apprentissage;32211031409;51;Apprentissage;20
0021740F;BTS - Services - Gestion de la PME - en apprentissage;32211031409;39;Apprentissage;18
0755758B;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;106;Apprentissage;120
0755758B;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;372;Apprentissage;90
0755758B;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;207;Apprentissage;90
0850028U;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;172;Apprentissage;20
0754458N;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;324;Apprentissage;30
0601484M;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;205;Apprentissage;26
0391172M;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;1;Apprentissage;20
0602008G;BTS - Production - Electrotechnique - en apprentissage;32211025520;46;Apprentissage;14
0601484M;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;53;Apprentissage;20
0601484M;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;47;Apprentissage;14
0601484M;BTS - Production - Electrotechnique - en apprentissage;32211025520;44;Apprentissage;16
0601484M;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;66;Apprentissage;18
0601500E;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;37;Apprentissage;18
0601500E;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;12;Apprentissage;12
0601500E;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;50;Apprentissage;14
0180572Z;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;32211033608;59;Scolaire;18
0640131V;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;78;Apprentissage;15
0752846L;BTS - Services - Professions immobilières;32211031309;1718;Scolaire;24
0450064A;BTS - Production - Systèmes constructifs bois et habitat;32211023412;134;Scolaire;15
0610724F;BTS - Production - Etude et réalisation d'agencement;32211023305;261;Scolaire;24
0180036S;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;39;Apprentissage;6
0690040U;BTS - Services - Prothésiste dentaire;32211033111;793;Scolaire;12
0711896A;BTS - Services - Economie sociale familiale;32211033206;153;Scolaire;18
0593034C;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;12;Apprentissage;10
0320542R;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;28;Apprentissage;12
0460028F;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;51;Apprentissage;12
0750691U;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants;32211022711;395;Scolaire;30
0830007G;BTS - Services - Professions immobilières;32211031309;259;Scolaire;24
9740002J;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;260;Scolaire;24
