Rentrée scolaire;UAI;Mef Bcp 11;Nombre d'élèves : Total
2020;0831563Y;32211020112;14
2020;0831563Y;32211033109;15
2020;0831616F;32211020113;16
2020;0831616F;32211025516;25
2020;0831616F;32211025520;24
2020;0831616F;32221020009;11
2020;0831616F;32221025515;20
2020;0831646N;23210022142;10
2020;0831646N;23210023002;15
2020;0831646N;23220022129;10
2020;0831646N;23810025510;21
2020;0831646N;23820022703;24
2020;0831646N;32221033107;18
2020;0770342D;23210033412;7
2020;0770918E;23220022129;9
2020;0770918E;23810033005;59
2020;0770918E;23830030001;41
2020;0770918E;23830033004;81
2020;0770918E;23910033001;15
2020;0770918E;32221033001;24
2020;0770918E;51111033103;20
2020;0770920G;23210025524;12
2020;0770920G;23810025106;23
2020;0770920G;23820033603;47
2020;0770920G;23830025510;30
2020;0770920G;23830025515;24
2020;0770920G;23830033603;32
2020;0770920G;32211025516;31
2020;0770920G;32221022317;8
2020;0770920G;32221025516;20
2020;0770922J;32221031408;15
2020;0770924L;23210025223;7
2020;0770924L;23220025219;9
2020;0770924L;23810030003;34
2020;0770924L;23820025215;7
2020;0770924L;23820025219;9
2020;0770924L;23820025408;14
2020;0770924L;23830025221;1
2020;0770924L;23830033004;55
2020;0770924L;32211032409;27
2020;0770924L;32221032409;13
2020;0770924L;32221033204;13
2020;0770926N;32211033426;31
2020;0770926N;32211034501;34
2020;0770930T;32221031309;31
2020;0770931U;23210022142;10
2020;0770931U;23210034307;9
2020;0770931U;23220034307;8
2020;0770931U;23810025516;23
2020;0770931U;23810034304;10
2020;0770931U;23830034304;11
2020;0770931U;32221031408;22
2020;0770934X;23810025510;45
2020;0770934X;23910022704;10
2020;0770934X;32211020009;16
2020;0770934X;32221031212;27
2020;0770938B;23810025007;23
2020;0770938B;23810032303;22
2020;0770938B;23810033005;28
2020;0770938B;23820032207;26
2020;0770938B;23820032208;8
2020;0770938B;23830025007;24
2020;0770938B;23830032206;7
2020;0770938B;23830032207;25
2020;0770938B;23830032303;31
2020;0770938B;23830033004;27
2020;0770938B;32211025010;27
2020;0770938B;32710013401;30
2020;0770940D;23220031216;11
2020;0770940D;23820031213;42
2020;0770940D;23830031202;42
2020;0770942F;23220031214;9
2020;0770942F;23830030001;51
2020;0770943G;23220022715;11
2020;0770943G;23220023002;12
2020;0770943G;23220023324;12
2020;0770943G;23220023439;11
2020;0770943G;23820023303;2
2020;0770943G;23830022703;6
2020;0770943G;23830023304;8
2020;0770944H;23210025524;11
2020;0770944H;23210031224;30
2020;0770944H;23810025411;12
2020;0770944H;23810031211;59
2020;0770944H;23820031213;40
2020;0770944H;23830023405;4
2020;0770945J;23810025217;10
2020;0770945J;23810025218;10
2020;0770945J;23820025216;11
2020;0770945J;23820025510;18
2020;0770945J;23830025221;4
2020;0771027Y;23820031212;21
2020;0771027Y;23820034403;33
2020;0771027Y;23830025510;36
2020;0771027Y;32211031211;35
2020;0771027Y;32221020008;15
2020;0771171E;23210031224;24
2020;0771171E;23810025510;38
2020;0771171E;23810030003;46
2020;0771171E;23820025510;39
2020;0771171E;23820031213;48
2020;0771171E;23830025510;37
2020;0771171E;23831022107;15
2020;0771200L;23810033005;16
2020;0771200L;23820031213;11
2020;0771200L;23820031214;20
2020;0771200L;23830031106;13
2020;0771200L;23830031206;23
2020;0771200L;23830033002;16
2020;0771238C;23810033605;15
2020;0771336J;23210022715;6
2020;0771336J;23210023002;11
2020;0771336J;23210023115;5
2020;0771336J;23220023118;31
2020;0771336J;23220023325;6
2020;0771336J;23810022703;20
2020;0771336J;23810033006;23
2020;0771336J;23820023102;22
2020;0771336J;23820023203;12
2020;0771658J;23220022139;12
2020;0771658J;23220023311;16
2020;0771658J;23820022106;24
2020;0771658J;23830023304;8
2020;0771658J;23830033403;16
2020;0771658J;23C20022408;7
2020;0771658J;23C20023304;11
2020;0771658J;32221033424;8
2020;0771658J;32720013401;19
2020;0771763Y;32211031310;37
2020;0771763Y;32211032409;38
2020;0771880A;23210024006;12
2020;0771880A;23220024006;10
2020;0771880A;23810031211;100
2020;0771880A;23810034403;34
2020;0771880A;23820031213;58
2020;0771880A;23830031206;35
2020;0771940R;23810025510;23
2020;0771940R;23830025509;22
2020;0771940R;23830025515;23
2020;0771940R;32211022710;22
2020;0771940R;32221022710;16
2020;0771995A;23210022715;20
2020;0771995A;23220022714;10
2020;0771995A;23810025509;22
2020;0771995A;23810030003;23
2020;0771995A;23820022703;18
2020;0771995A;23820022704;19
2020;0771995A;23820031213;24
2020;0771995A;23830022703;19
2020;0771997C;23810025510;23
2020;0771997C;23820025515;47
2020;0771997C;23830025221;10
2020;0772120L;23820033004;56
2020;0772120L;23830033004;58
2020;0772120L;32211033426;50
2020;0772127U;32211031211;35
2020;0772151V;23830033004;17
2020;0772153X;23810030003;12
2020;0772153X;23820030001;15
2020;0772153X;32211031408;26
2020;0772153X;32211033001;25
2020;0772223Y;32221032611;21
2020;0772225A;23210031224;22
2020;0772225A;23830031202;53
2020;0772225A;23830033004;57
2020;0772228D;23810033005;55
2020;0772229E;32211031213;36
2020;0772230F;23810030003;24
2020;0772230F;23820030001;24
2020;0772244W;23220033412;11
2020;0772244W;23810031211;75
2020;0772244W;23820022106;34
2020;0772244W;23830022106;29
2020;0772244W;23830031202;61
2020;0772275E;23810025510;18
2020;0772275E;23810031211;52
2020;0772275E;23820031214;19
2020;0772275E;23830025007;17
2020;0772276F;23820033004;59
2020;0772276F;32211033001;31
2020;0772276F;32221032409;26
2020;0772276F;32221033001;17
2020;0772276F;51111033103;18
2020;0772277G;32211031213;28
2020;0772295B;23830031202;33
2020;0772295B;23830031210;12
2020;0772296C;23810025516;38
2020;0772296C;32221020113;22
2020;0772310T;23210022142;9
2020;0772310T;23210033411;12
2020;0772310T;23220022129;11
2020;0772310T;23820031213;16
2020;0772310T;23830033004;57
2020;0772312V;23820024302;10
2020;0772312V;23820030001;21
2020;0772312V;23830031206;23
2020;0772312V;32211031409;31
2020;0772332S;23810031211;48
2020;0772342C;23220022129;22
2020;0772342C;32221031103;11
2020;0772688D;23220033412;6
2020;0930116W;32211031213;32
2020;0930116W;32211031408;35
2020;0930117X;32211020112;25
2020;0930117X;32221022317;16
2020;0930119Z;23810030003;48
2020;0930119Z;23830030001;70
2020;0930119Z;23830033002;22
2020;0930122C;32211025010;28
2020;0930125F;32211020112;12
2020;0930125F;32211025520;26
2020;0930125F;32221033109;41
2020;0930127H;32221031213;30
2020;0930127H;32221031408;29
2020;0930128J;23220025431;10
2020;0930128J;23220025524;12
2020;0930128J;23820025106;11
2020;0930128J;23820025216;20
2020;0930128J;23820025510;20
2020;0930128J;23830025106;11
2020;0930128J;23830025513;21
2020;0930128J;23C20025402;2
2020;0930129K;23810033005;59
2020;0930129K;23820033004;58
2020;0930129K;23830033004;52
2020;0930130L;23810025218;20
2020;0930130L;23820022302;10
2020;0930130L;23820025214;20
2020;0930130L;23820025515;23
2020;0930130L;23830025515;23
2020;0930133P;23210024240;8
2020;0930133P;23810025007;23
2020;0930133P;23820025007;23
2020;0930133P;23820031212;24
2020;0930133P;23830024203;23
2020;0930133P;23830030001;46
2020;0930133P;23830031210;23
2020;0930136T;23210023442;2
2020;0930136T;23830023203;10
2020;0930136T;23830023304;15
2020;0930138V;23210023445;6
2020;0930138V;23820023405;14
2020;0930138V;23820024302;10
2020;0930138V;23830031210;24
2020;0930831Y;23220025437;11
2020;0930833A;32211032002;35
2020;0930834B;32211020111;25
2020;0930834B;32211032409;33
2020;0930834B;32221032610;41
2020;0930846P;23810025007;48
2020;0930846P;23810025516;48
2020;0930846P;23820025515;47
2020;0930846P;23830025007;41
2020;0930929E;23820031212;8
2020;0930929E;23830031202;19
2020;0930933J;23820033004;16
2020;0930933J;23830032303;24
2020;0930936M;23820031213;25
2020;0930946Y;23810033005;10
2020;0930946Y;23810033605;9
2020;0930946Y;23820033004;11
2020;0930960N;23810033104;12
2020;0930960N;23830030001;11
2020;0931024H;23210022005;9
2020;0931024H;23220025218;39
2020;0931024H;23820025510;46
2020;0931026K;23810030003;3
2020;0931026K;32211031409;16
2020;0931193S;23830031108;20
2020;0931193S;51111033102;16
2020;0931198X;23810025516;24
2020;0931198X;23820032207;22
2020;0931198X;23830032208;13
2020;0931198X;23830032303;47
2020;0931233K;23210031224;44
2020;0931233K;23220031216;21
2020;0931233K;23830031206;22
2020;0931272C;32211023012;47
2020;0931272C;32211025516;15
2020;0931272C;32221025516;6
2020;0931369H;23210033615;17
2020;0931369H;23820030001;22
2020;0931430Z;32211032002;33
2020;0931573E;23810025007;21
2020;0931573E;23810025516;28
2020;0931573E;23820025106;10
2020;0931573E;23820025515;23
2020;0931573E;23830025106;15
2020;0931613Y;32211031212;24
2020;0931613Y;32221031212;17
2020;0931735F;23220031214;23
2020;0931738J;23810031211;71
2020;0931738J;23820030001;23
2020;0931779D;23831021405;9
2020;0931796X;32221032611;11
2020;0931796X;32221033107;17
2020;0931797Y;32221025010;5
2020;0931799A;32221032002;21
2020;0932026X;23220025524;22
2020;0932026X;23810031211;49
2020;0932026X;32211031212;29
2020;0932030B;32211031213;36
2020;0932046U;23830031202;29
2020;0932046U;23830031206;35
2020;0932046U;32221031103;25
2020;0932048W;23210022002;19
2020;0932048W;23810022004;8
2020;0932048W;23820022004;13
2020;0932048W;23820025510;44
2020;0932048W;23830022004;12
2020;0932074Z;23220025524;24
2020;0932074Z;23820025510;49
2020;0932074Z;23830025509;18
2020;0932074Z;32221022709;21
2020;0932116V;23210031224;12
2020;0932116V;23810023003;14
2020;0932116V;23830031210;24
2020;0932117W;23820033004;60
2020;0932118X;23220031214;24
2020;0932118X;23810031211;72
2020;0932118X;23820031214;23
2020;0932118X;23830033004;55
2020;0932119Y;23210023445;16
2020;0932119Y;23820022704;23
2020;0932119Y;23830022703;20
2020;0932119Y;23830022704;21
2020;0932119Y;23C10023412;12
2020;0932119Y;23C20023412;5
2020;0932120Z;23810031211;23
2020;0932120Z;23810033005;59
2020;0932120Z;23820033004;61
2020;0932120Z;32211033204;29
2020;0932121A;23810032304;24
2020;0932121A;23820032304;24
2020;0932121A;32211032329;10
2020;0932121A;32221032331;14
2020;0932122B;23820030001;46
2020;0932122B;23820031214;15
2020;0932126F;23210033412;23
2020;0932126F;23220022141;22
2020;0932126F;23220033412;26
2020;0932126F;23810033404;57
2020;0932126F;23820033403;24
2020;0932126F;23830033403;15
2020;0932126F;23910033412;9
2020;0932126F;32221033424;9
2020;0932129J;23210025431;8
2020;0932129J;23210025524;24
2020;0932129J;23810020006;10
2020;0932129J;23810025411;4
2020;0932129J;23820023303;5
2020;0932221J;51111033103;18
2020;0932222K;23820025510;62
2020;0932222K;23830025510;68
2020;0932229T;23830025106;19
2020;0932229T;23830025510;40
2020;0932260B;23220031214;22
2020;0932267J;23220033204;23
2020;0932267J;23811022104;17
2020;0932267J;23830033004;59
2020;0932291K;23210025218;20
2020;0932291K;23210025434;20
2020;0932291K;23810025408;17
2020;0932291K;23820025106;10
2020;0932291K;23820025408;18
2020;0932291K;23820025410;19
2020;0932291K;23830025214;39
2020;0932291K;23830025410;19
2020;0932618R;32211032612;53
2020;0932667U;23810033005;58
2020;0932667U;23830033002;14
2020;0932667U;32211033204;34
2020;0932667U;51111033102;15
2020;0940112L;51111033103;19
2020;0940114N;23810030003;71
2020;0940114N;23830030001;82
2020;0940114N;23910033501;15
2020;0940114N;32221032409;25
2020;0940114N;32322033109;26
2020;0940116R;32211032409;35
2020;0940118T;23820025515;48
2020;0940119U;32211032409;34
2020;0940122X;23830031210;23
2020;0940123Y;32211031212;36
2020;0940123Y;32211031213;34
2020;0940123Y;32221031409;23
2020;0940124Z;32211031311;24
2020;0940124Z;32221031213;38
2020;0940124Z;32221031311;14
2020;0940126B;23210022715;45
2020;0940126B;23830022703;28
2020;0940126B;23830025509;26
2020;0940126B;32211022709;22
2020;0940126B;32211022711;19
2020;0940126B;32221022709;22
2020;0940129E;23810025510;46
2020;0940129E;23830025411;15
2020;0940129E;32211020008;25
2020;0940129E;32211025415;15
2020;0940129E;32211031408;38
2020;0940132H;23820025510;33
2020;0940132H;23830033004;56
2020;0940134K;23210022142;24
2020;0940134K;23220033411;14
2020;0940137N;23830024203;20
2020;0940137N;23830031206;23
2020;0940137N;23910034201;5
2020;0940137N;32221031212;1
2020;0940137N;32710013401;39
2020;0940138P;23810033605;48
2020;0940138P;23820033004;46
2020;0940138P;23830033002;24
2020;0940138P;23830033603;35
2020;0940140S;23810025007;11
2020;0940140S;23810025510;24
2020;0940140S;23830025515;12
2020;0940141T;23110023445;8
2020;0940141T;23220025524;23
2020;0940141T;23820025216;30
2020;0940141T;23820025510;23
2020;0940141T;23820025514;22
2020;0940141T;32211025217;18
2020;0940141T;32221025217;17
2020;0940143V;23820030001;24
2020;0940143V;23830031206;30
2020;0940145X;23820031212;21
2020;0940145X;23820031214;22
2020;0940171A;23210023327;5
2020;0940171A;23220023327;7
2020;0940319L;23210033411;7
2020;0940580V;23810025516;36
2020;0940580V;32211020111;24
2020;0940580V;32211025516;18
2020;0940580V;32211031211;30
2020;0940580V;32221022317;20
2020;0940585A;23820023405;15
2020;0940585A;32211020008;30
2020;0940742W;23830033004;48
2020;0940742W;32211031408;32
2020;0940743X;23820031213;24
2020;0940822H;32211023107;31
2020;0940822H;32720013401;30
2020;0940823J;23110033204;6
2020;0940823J;23810033005;24
2020;0940823J;23820034403;35
2020;0940823J;23830033004;24
2020;0940853S;23210025218;20
2020;0940878U;32211031408;28
2020;0941018W;23820025510;67
2020;0941018W;32221025010;31
2020;0941232D;23810031211;68
2020;0941232D;23820030001;24
2020;0941232D;23830030001;47
2020;0941232D;23830031202;38
2020;0941294W;23220023327;11
2020;0941294W;23221021405;10
2020;0941294W;23820023203;15
2020;0941294W;23C20023305;8
2020;0941294W;32221023012;12
2020;0941294W;32730013401;21
2020;0941298A;23810025007;10
2020;0941298A;23820031214;18
2020;0941301D;23820031213;24
2020;0941301D;23820031214;24
2020;0941301D;23830031202;24
2020;0941347D;32211031408;36
2020;0941347D;32221034501;13
2020;0941355M;23810025106;17
2020;0941355M;23810030003;47
2020;0941407U;23810032304;18
2020;0941407U;23830032304;29
2020;0941407U;32211032325;32
2020;0941413A;23820031213;48
2020;0941413A;23830031210;23
2020;0941470M;23110023002;12
2020;0941470M;23810030003;48
2020;0941470M;23810031211;24
2020;0941470M;23820022703;24
2020;0941470M;23830023004;12
2020;0941470M;23830025510;23
2020;0941474S;32221031213;24
2020;0941722L;23810033005;11
2020;0941722L;23820033004;22
2020;0941724N;23830032303;37
2020;0941930M;23810033006;24
2020;0941930M;51111033103;24
2020;0941951K;23210033411;15
2020;0941951K;23810030003;24
2020;0941951K;23810031211;45
2020;0941951K;23820031212;1
2020;0941951K;23830024203;14
2020;0941951K;23830030001;23
2020;0941952L;23220025437;12
2020;0941972H;23210025218;20
2020;0941972H;23820025214;49
2020;0941972H;32211025215;22
2020;0941974K;23830031202;29
2020;0941975L;23830033002;21
2020;0941975L;51110033202;41
2020;0942130E;23210033412;8
2020;0942130E;23220022141;25
2020;0942130E;23820022106;45
2020;0942130E;23830033403;30
2020;0942269F;23820031106;25
2020;0942269F;23830031202;48
2020;0942354Y;32211031211;29
2020;0942354Y;32211031213;30
2020;0942354Y;32221031212;29
2020;0942354Y;32221032610;22
2020;0942355Z;23810032303;28
2020;0942355Z;23820033004;9
2020;0780273Y;23220022129;11
2020;0780273Y;23220034405;11
2020;0780273Y;23830025513;10
2020;0780273Y;23910033001;6
2020;0780515L;32221031212;27
2020;0780582J;32221032611;17
2020;0780584L;23220031214;12
2020;0780584L;23830033002;13
2020;0781297L;32211031309;32
2020;0781578S;23220033412;6
2020;0781578S;23820033403;29
2020;0781578S;23830022105;14
2020;0781578S;23910033411;5
2020;0781578S;32221033424;15
2020;0781581V;23830031206;25
2020;0781856U;23810025516;49
2020;0781856U;23820025515;23
2020;0781948U;23210023115;10
2020;0781948U;23220023115;5
2020;0781948U;23220023324;10
2020;0781948U;23810025217;10
2020;0781948U;23810025510;10
2020;0781948U;23910022705;8
2020;0781948U;32221025218;1
2020;0781950W;23810033005;56
2020;0781950W;23820033004;59
2020;0781951X;23220033616;10
2020;0781951X;23810033605;46
2020;0781983G;23220024240;12
2020;0781983G;23220031214;14
2020;0781983G;23810024203;21
2020;0781983G;23810030002;12
2020;0781983G;23820024202;6
2020;0781983G;23830025510;24
2020;0781984H;23210022142;24
2020;0781984H;23210025524;12
2020;0781984H;23220025524;9
2020;0781984H;23820025514;23
2020;0781984H;23820031212;14
2020;0781984H;32221031409;26
2020;0782100J;23210033204;17
2020;0782100J;23830033003;11
2020;0782539L;32211031408;32
2020;0782539L;32211032409;31
2020;0782539L;32221031408;33
2020;0782540M;23220025223;10
2020;0782540M;23810030003;30
2020;0782540M;23830020102;4
2020;0782540M;23830030001;29
2020;0782549X;23220033412;7
2020;0782549X;23810025106;2
2020;0782549X;23810030003;30
2020;0782549X;23830020102;11
2020;0782549X;23830025510;16
2020;0782549X;23830033403;7
2020;0782549X;32211031213;57
2020;0782556E;23210025524;12
2020;0782556E;23220025524;11
2020;0782557F;32211031211;31
2020;0782557F;32221031211;31
2020;0782557F;32221032409;33
2020;0782557F;32221033001;21
2020;0782557F;32A21031403;36
2020;0782557F;32A31031403;29
2020;0782565P;23830025510;44
2020;0782565P;32221020112;23
2020;0782567S;32211031212;36
2020;0782567S;32221033109;48
2020;0782567S;32221034501;24
2020;0782587N;23210023324;12
2020;0782587N;23220023002;9
2020;0782587N;23220023324;10
2020;0782587N;23810025510;12
2020;0782587N;23820023404;7
2020;0782587N;23820023405;12
2020;0782587N;23830025510;11
2020;0782593V;23220031214;16
2020;0782593V;23220032227;13
2020;0782593V;23820030001;16
2020;0782593V;23830023003;22
2020;0782602E;23810025509;10
2020;0782602E;23810033005;22
2020;0782602E;23820022703;11
2020;0782602E;23820022704;20
2020;0782602E;23820025510;20
2020;0782602E;23820033002;23
2020;0782602E;23830022703;8
2020;0782603F;23220031214;11
2020;0782603F;23830031202;52
2020;0782822U;23830030001;9
2020;0782822U;32211031310;35
2020;0782924E;32211031212;32
2020;0782924E;32221031408;25
2020;0783214V;23210025218;20
2020;0783214V;23820025006;17
2020;0783214V;23830025408;14
2020;0783323N;32211031408;31
2020;0783325R;23830031202;30
2020;0783330W;23830031210;6
2020;0783344L;32211031213;35
2020;0783351U;32211031211;39
2020;0783351U;32A11031403;44
2020;0783351U;32A21031403;45
2020;0783431F;23810030003;55
2020;0783447Y;23810025510;36
2020;0783447Y;23820020002;10
2020;0783447Y;23820025009;15
2020;0783447Y;23820031108;13
2020;0783447Y;23830031210;28
2020;0783533S;23210031224;39
2020;0783533S;23820033004;30
2020;0783533S;23830033403;16
2020;0783533S;32211031213;35
2020;0783537W;23810033005;10
2020;0783537W;23820033003;9
2020;0910429X;23210023441;8
2020;0910429X;23221021405;15
2020;0910620E;23220025524;13
2020;0910620E;23820031213;29
2020;0910620E;23830031202;30
2020;0910620E;23830031206;29
2020;0910620E;32211022316;22
2020;0910620E;32211025520;24
2020;0910620E;32211031408;37
2020;0910620E;32221020009;16
2020;0910620E;32221032409;28
2020;0910622G;32211032612;31
2020;0910623H;32211031409;37
2020;0910625K;32221031408;30
2020;0910628N;23830025510;17
2020;0910628N;23830030001;45
2020;0910628N;23830031206;30
2020;0910629P;23910022105;9
2020;0910630R;23210025434;7
2020;0910630R;23820025408;10
2020;0910630R;32211025302;23
2020;0910632T;23210020006;6
2020;0910632T;23210023327;12
2020;0910632T;23210024240;10
2020;0910632T;23220023327;11
2020;0910632T;23220023439;8
2020;0910632T;23810023007;24
2020;0910632T;23810023408;22
2020;0910632T;23820023004;9
2020;0910632T;23830023004;11
2020;0910632T;23830023005;12
2020;0910676R;23210020006;16
2020;0910676R;23810025007;25
2020;0910676R;23830025007;12
2020;0910715H;23820030001;30
2020;0910715H;23820031212;26
2020;0910715H;23820033004;45
2020;0910715H;23830030001;31
2020;0910715H;23830031206;39
2020;0910715H;23910025002;13
2020;0910727W;23830025106;10
2020;0910727W;32211031310;35
2020;0910727W;32211031408;37
2020;0910727W;32221020008;23
2020;0910755B;23210031224;14
2020;0910755B;23820034403;54
2020;0910755B;23830034403;52
2020;0910756C;23910033501;3
2020;0910808J;32221031213;20
2020;0910843X;32221033424;10
2020;0910843X;32420033421;23
2020;0910975R;23210023217;13
2020;0910975R;23210023322;9
2020;0911037H;23810025510;48
2020;0911037H;23820025510;48
2020;0911254U;23210033204;24
2020;0911254U;23210033615;26
2020;0911254U;23220033616;23
2020;0911254U;23810030002;20
2020;0911254U;23820033603;27
2020;0911254U;51111033102;9
2020;0911254U;51111033103;29
2020;0911264E;32211033107;92
2020;0911264E;32221033107;71
2020;0911343R;23820023203;13
2020;0911343R;23830023405;14
2020;0911346U;32221031211;28
2020;0911353B;23210033411;6
2020;0911401D;23210025524;12
2020;0911401D;23810025007;22
2020;0911401D;23810031211;30
2020;0911401D;23820031214;15
2020;0911401D;23830033002;26
2020;0911492C;23820025510;23
2020;0911492C;23830030001;44
2020;0911493D;23210025524;12
2020;0911493D;23810025106;23
2020;0911493D;23820025106;22
2020;0911493D;23820033004;30
2020;0911578W;23210025524;12
2020;0911578W;23220025524;12
2020;0911578W;23220031214;15
2020;0911578W;23820025509;24
2020;0911578W;23820031213;15
2020;0911828T;23810025006;24
2020;0911828T;23810025516;72
2020;0911828T;23820025515;54
2020;0911828T;32211025516;28
2020;0911913K;32221022104;23
2020;0911937L;32221031409;27
2020;0911945V;23210031224;15
2020;0911945V;23810030003;30
2020;0911945V;23830031202;28
2020;0911946W;23810033005;27
2020;0911946W;23810033006;30
2020;0911946W;23820033004;28
2020;0911946W;23830033004;29
2020;0911946W;23830034304;13
2020;0911946W;32211033204;31
2020;0911946W;32221025515;22
2020;0911961M;32211020112;32
2020;0912142J;23210031122;12
2020;0912142J;23810025218;58
2020;0912142J;23810030003;60
2020;0912142J;23820031106;57
2020;0912142J;23830031106;40
2020;0912142J;32221025214;14
2020;0912161E;23820031214;14
2020;0912161E;23830033004;19
2020;0912163G;32221031212;24
2020;0912251C;23820031214;15
2020;0912251C;23820033002;29
2020;0912251C;32211033001;31
2020;0912251C;51111033103;24
2020;0912364A;23810025510;23
2020;0912364A;23820025513;12
2020;0912364A;23820031214;19
2020;0912364A;23830025007;16
2020;0912364A;32211031212;32
2020;0920130S;32221031408;31
2020;0920134W;32211032329;12
2020;0920134W;32211032330;11
2020;0920134W;32211032331;12
2020;0920134W;32211032332;12
2020;0920135X;32221031409;31
2020;0920136Y;23820025510;36
2020;0920136Y;23820025514;57
2020;0920136Y;32211025010;28
2020;0920138A;32211032612;35
2020;0920141D;32221032409;26
2020;0920147K;32211031211;35
2020;0920150N;23110023445;7
2020;0920150N;23210031224;21
2020;0920150N;23220031216;10
2020;0920150N;23810031211;47
2020;0920150N;23820023005;24
2020;0920150N;23820023408;22
2020;0920150N;23820031214;12
2020;0920150N;23830023408;24
2020;0920150N;23830031202;24
2020;0920158X;23210025524;23
2020;0920158X;23810031211;58
2020;0920158X;23820030001;57
2020;0920158X;23830031210;24
2020;0920163C;23810022704;1
2020;0920163C;23820022703;13
2020;0920163C;23830022704;10
2020;0920163C;23830025108;22
2020;0920163C;23910025122;14
2020;0920164D;23210022715;12
2020;0920164D;23210023217;12
2020;0920164D;23210023327;9
2020;0920164D;23220023327;13
2020;0920164D;23820030001;45
2020;0920170K;23210031224;15
2020;0920170K;23220031214;14
2020;0920170K;23810030003;27
2020;0920170K;23820030001;30
2020;0920170K;23820031214;15
2020;0920170K;23830030001;25
2020;0920170K;23910033605;7
2020;0920170K;32211033606;13
2020;0920171L;23830025510;28
2020;0920429S;23210022142;10
2020;0920429S;23210025524;10
2020;0920429S;23220033411;10
2020;0920680P;23210020006;6
2020;0920680P;23820025007;10
2020;0920680P;23830025007;6
2020;0920802X;32221031408;34
2020;0920802X;32710013401;46
2020;0920810F;23210031224;7
2020;0920810F;23820032207;8
2020;0920810F;23830031210;6
2020;0920894X;32221031408;21
2020;0920963X;23830031210;6
2020;0920981S;23220023441;2
2020;0920981S;23810025510;13
2020;0920981S;23820025510;14
2020;0921156G;23820022503;6
2020;0921156G;32211022208;28
2020;0921166T;23810033006;16
2020;0921166T;23820025510;21
2020;0921166T;23830033004;32
2020;0921166T;32221022711;17
2020;0921229L;23220022129;12
2020;0921229L;23820034304;12
2020;0921229L;23830025510;35
2020;0921230M;23810025006;24
2020;0921230M;23820025006;20
2020;0921230M;23820033101;21
2020;0921230M;23830033101;24
2020;0921230M;32211033107;32
2020;0921399W;32221031309;32
2020;0921484N;32221032610;20
2020;0921500F;23210031224;20
2020;0921505L;23210033204;12
2020;0921505L;23820031212;25
2020;0921592F;23210022139;12
2020;0921592F;23220022139;10
2020;0921592F;23810031211;56
2020;0921592F;23820022105;21
2020;0921592F;23820033403;19
2020;0921592F;23830022106;12
2020;0921592F;23830025514;23
2020;0921594H;32221031212;25
2020;0921595J;23820031213;45
2020;0921625S;23810031211;86
2020;0921626T;23220025220;9
2020;0921626T;23820025214;20
2020;0921626T;23820025216;14
2020;0921626T;23820025510;24
2020;0921626T;23820025515;24
2020;0921676X;23110033204;11
2020;0921676X;23210033412;13
2020;0921676X;23830033004;37
2020;0921932A;23810025510;24
2020;0922149L;23810033404;35
2020;0922149L;23820033004;60
2020;0922149L;23820033403;21
2020;0922149L;23830033403;17
2020;0922149L;32221033424;8
2020;0922249V;23810030003;30
2020;0922249V;23820030001;35
2020;0922276Z;23810031211;44
2020;0922276Z;23830033403;17
2020;0922276Z;32211031212;50
2020;0922277A;23210025434;14
2020;0922277A;23820025214;30
2020;0922277A;23820025220;10
2020;0922398G;23810030003;30
2020;0922398G;23820033004;50
2020;0922398G;51111033103;10
2020;0922427N;23830032206;9
2020;0922443F;23820033004;59
2020;0922464D;23830031202;35
2020;0922653J;23210025218;10
2020;0922653J;23220034405;19
2020;0922653J;23810025218;20
2020;0922653J;23810034403;21
2020;0922653J;23820034403;26
2020;0922653J;23830025214;21
2020;0922653J;32211020008;33
2020;0950164M;23210022142;8
2020;0950164M;23210031224;7
2020;0950641F;23210025437;11
2020;0950641F;23220025437;13
2020;0950641F;23820020002;7
2020;0950641F;23820025106;9
2020;0950641F;32211020009;30
2020;0950641F;32211025516;29
2020;0950645K;32211031213;35
2020;0950648N;32211032612;36
2020;0950648N;32221032611;13
2020;0950649P;32211031409;30
2020;0950650R;23810030003;60
2020;0950650R;23820033004;59
2020;0950650R;23830030001;60
2020;0950650R;32221032409;22
2020;0950656X;23110023324;8
2020;0950656X;23210023327;10
2020;0950656X;23810020005;8
2020;0950656X;23810020006;20
2020;0950656X;23810022704;13
2020;0950656X;23820023203;11
2020;0950656X;23830022704;19
2020;0950656X;23830023203;9
2020;0950657Y;23220022715;9
2020;0950657Y;23810023007;23
2020;0950657Y;23820023004;25
2020;0950657Y;23820025406;7
2020;0950657Y;23830031210;24
2020;0950658Z;23210025218;37
2020;0950658Z;23210025434;13
2020;0950658Z;23220025219;10
2020;0950658Z;23820031107;24
2020;0950658Z;23830025214;29
2020;0950666H;23810030003;48
2020;0950666H;32221031408;25
2020;0950667J;23210025431;10
2020;0950667J;23210025524;12
2020;0950667J;23220025431;11
2020;0950667J;23810031211;71
2020;0950667J;23820025510;48
2020;0950667J;23820031214;12
2020;0950667J;23830025411;23
2020;0950667J;32211031409;32
2020;0950667J;32221031409;28
2020;0950709E;23810030002;14
2020;0950709E;23810033006;26
2020;0950761L;23810033006;3
2020;0950761L;23820033002;13
2020;0950761L;23820033003;11
2020;0950800D;23810033005;54
2020;0950800D;23820031214;16
2020;0950800D;23830030001;25
2020;0950800D;23830031210;27
2020;0950804H;23830032207;7
2020;0950804H;23830032208;12
