UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11;;
0920171L;BTS - Production - Electrotechnique - en apprentissage;32211025520;380;Apprentissage;12;32025520;32025520;FALSE;32211025520;;
0342456K;BTS - Production - Systèmes numériques - Option électronique et communication - en apprentissage;32211025516;45;Apprentissage;5;32025516;32025516;FALSE;32211025516;;
0731519E;BTS - Services - Gestion de la PME - en apprentissage;32211031409;23;Apprentissage;20;32031409;32031409;FALSE;32211031409;;
0731519E;BTS - Services - Tourisme - en apprentissage;32211033426;63;Apprentissage;20;32033426;32033426;FALSE;32211033426;;
0510007F;BTS - Production - Maintenance des véhicules option véhicules de transport routier - en apprentissage;32211025216;34;Apprentissage;10;32025216;32025216;FALSE;32211025216;;
0342189V;BTS - Services - Communication - en apprentissage;32211032002;238;Apprentissage;30;32032002;32032002;FALSE;32211032002;;
0342189V;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;15;Apprentissage;30;32033422;32033422;FALSE;32211033422;;
0420991Z;BTS - Services - Management opérationnel de la sécurité - en apprentissage;32211034401;70;Apprentissage;15;32034401;32034401;FALSE;32211034401;;
0313029Z;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;141;Apprentissage;24;32031216;32031216;FALSE;32211031216;;
0691654Y;BTS - Production - Management économique de la construction - en apprentissage;32211023013;42;Apprentissage;12;32023013;32023013;FALSE;32211023013;;
0010006B;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;89;Apprentissage;12;32022710;32022710;FALSE;32211022710;;
0752376A;BTS - Services - Tourisme - en apprentissage;32211033426;988;Apprentissage;100;32033426;32033426;FALSE;32211033426;;
0694179T;BTS - Production - Bâtiment - en apprentissage;32211023012;319;Apprentissage;18;32023012;32023012;FALSE;32211023012;;
0694179T;BTS - Production - Travaux publics - en apprentissage;32211023107;209;Apprentissage;18;32023107;32023107;FALSE;32211023107;;
0763548U;BTS - Services - Assurance - en apprentissage;32211031311;244;Apprentissage;25;32031311;32031311;FALSE;32211031311;;
0762624P;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;834;Apprentissage;20;32031213;32031213;FALSE;32211031213;;
0820016X;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;68;Apprentissage;3;32033206;32033204;TRUE;32211033204;;
0760096S;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;343;Apprentissage;25;32031408;32031408;FALSE;32211031408;;
0330028B;BTS - Services - Banque conseiller de clientèle - en apprentissage;32211031310;645;Apprentissage;10;32031310;32031310;FALSE;32211031310;;
0341651K;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033606;184;Apprentissage;20;32033606;32033606;FALSE;32211033606;;
0772319C;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;29;Apprentissage;13;32022709;32022709;FALSE;32211022709;;
0755544U;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033606;149;Apprentissage;;32033606;32033606;FALSE;32211033606;;
0755544U;BTS - Services - Métiers de la coiffure - en apprentissage;32211033607;37;Apprentissage;;32033607;32033607;FALSE;32211033607;;
0751698N;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;285;Apprentissage;45;32034502;32034501;TRUE;32211034501;;
0751698N;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;122;Apprentissage;40;32031408;32031408;FALSE;32211031408;;
0751698N;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;227;Apprentissage;45;32033002;32033001;TRUE;32211033001;;
0755453V;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;392;Apprentissage;80;32031408;32031408;FALSE;32211031408;;
0451335G;BTS - Services - Diététique;32211033103;448;Scolaire;32;32033103;32033103;FALSE;32211033103;;
0420979L;BTS - Services - Professions immobilières - en apprentissage;32211031309;367;Apprentissage;15;32031309;32031309;FALSE;32211031309;;
0420979L;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;281;Apprentissage;15;32031213;32031213;FALSE;32211031213;;
0451565G;BTS - Agricole - Gestion et protection de la nature;32212021308;238;Scolaire;32;32321308;32321308;FALSE;32212021308;;
0382099A;BTS - Production - Bâtiment - en apprentissage;32211023012;210;Apprentissage;16;32023012;32023012;FALSE;32211023012;;
0382099A;BTS - Production - Management économique de la construction - en apprentissage;32211023013;90;Apprentissage;15;32023013;32023013;FALSE;32211023013;;
0131484T;BTS - Services - Management en hôtellerie restauration;32211033422;27;Scolaire;15;32033422;32033422;FALSE;32211033422;;
0353005B;BTS - Services - Assurance - en apprentissage;32211031311;138;Apprentissage;15;32031311;32031311;FALSE;32211031311;;
0353005B;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;79;Apprentissage;15;32031103;32031103;FALSE;32211031103;;
0353005B;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;391;Apprentissage;20;32031213;32031213;FALSE;32211031213;;
0353005B;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;364;Apprentissage;20;32031212;32031212;FALSE;32211031212;;
0353005B;BTS - Services - Professions immobilières - en apprentissage;32211031309;421;Apprentissage;15;32031309;32031309;FALSE;32211031309;;
0342380C;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image;32211032329;355;Scolaire;7;32032329;32032329;FALSE;32211032329;;
0171603A;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033606;67;Apprentissage;12;32033606;32033606;FALSE;32211033606;;
0595728F;BTS - Services - Communication - en apprentissage;32211032002;196;Apprentissage;30;32032002;32032002;FALSE;32211032002;;
0595728F;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;48;Apprentissage;30;32031103;32031103;FALSE;32211031103;;
0595728F;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;36;Apprentissage;30;32032409;32032409;FALSE;32211032409;;
0595728F;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;35;Apprentissage;30;32034502;32034501;TRUE;32211034501;;
0595728F;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;116;Apprentissage;30;32031212;32031212;FALSE;32211031212;;
0595728F;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;73;Apprentissage;30;32032612;32032612;FALSE;32211032612;;
0595728F;BTS - Services - Professions immobilières - en apprentissage;32211031309;278;Apprentissage;30;32031309;32031309;FALSE;32211031309;;
0772893B;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;389;Apprentissage;60;32031213;32031213;FALSE;32211031213;;
0772893B;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;228;Apprentissage;25;32031212;32031212;FALSE;32211031212;;
0772893B;BTS - Services - Communication - en apprentissage;32211032002;202;Apprentissage;25;32032002;32032002;FALSE;32211032002;;
0772893B;BTS - Services - Gestion de la PME - en apprentissage;32211031409;113;Apprentissage;25;32031409;32031409;FALSE;32211031409;;
0772893B;BTS - Services - Commerce International - en apprentissage;32211031215;435;Apprentissage;25;32031215;32031215;FALSE;32211031215;;
0772893B;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;155;Apprentissage;25;32032612;32032612;FALSE;32211032612;;
0693733H;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;562;Apprentissage;25;32031213;32031213;FALSE;32211031213;;
0693733H;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;186;Apprentissage;20;32032409;32032409;FALSE;32211032409;;
0693733H;BTS - Services - Gestion de la PME - en apprentissage;32211031409;349;Apprentissage;15;32031409;32031409;FALSE;32211031409;;
0693733H;BTS - Services - Professions immobilières - en apprentissage;32211031309;522;Apprentissage;20;32031309;32031309;FALSE;32211031309;;
0301778V;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;96;Apprentissage;15;32031103;32031103;FALSE;32211031103;;
0781069N;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;26;Apprentissage;16;32321014;32321014;FALSE;32212021014;;
0941728T;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;213;Apprentissage;25;32031103;32031103;FALSE;32211031103;;
0062221G;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;159;Apprentissage;100;32031212;32031212;FALSE;32211031212;;
0641772D;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;84;Apprentissage;25;32034502;32034501;TRUE;32211034501;;
0731364L;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;133;Apprentissage;36;32321401;32321401;FALSE;32212021401;;
0755545V;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;223;Apprentissage;40;32034502;32034501;TRUE;32211034501;;
0755545V;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;88;Apprentissage;26;32032409;32032409;FALSE;32211032409;;
0755545V;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;196;Apprentissage;22;32031212;32031212;FALSE;32211031212;;
0380081G;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;316;Apprentissage;15;32031213;32031213;FALSE;32211031213;;
0660010C;BTS - Services - Assurance - en apprentissage;32211031311;173;Apprentissage;;32031311;32031311;FALSE;32211031311;;
0593058D;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;100;Apprentissage;;32031213;32031213;FALSE;32211031213;;
0520939N;BTS - Agricole - Gestion et protection de la nature;32212021308;142;Scolaire;18;32321308;32321308;FALSE;32212021308;;
0540042C;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;130;Apprentissage;15;32020009;32020009;FALSE;32211020009;;
0442276K;BTS - Services - Comptabilité et gestion;32211031408;220;Scolaire;25;32031408;32031408;FALSE;32211031408;;
0120031U;BTS - Services - Gestion de la PME - en apprentissage;32211031409;5;Apprentissage;8;32031409;32031409;FALSE;32211031409;;
0422315N;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;4;Apprentissage;20;32031213;32031213;FALSE;32211031213;;
9720926Z;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;59;Apprentissage;30;32031212;32031212;FALSE;32211031212;;
0313007A;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;264;Apprentissage;20;32031213;32031213;FALSE;32211031213;;
0470974D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;134;Apprentissage;30;32031212;32031212;FALSE;32211031212;;
0470974D;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;42;Apprentissage;16;32032612;32032612;FALSE;32211032612;;
0860034V;BTS - Services - Commerce International - en apprentissage;32211031215;258;Apprentissage;3;32031215;32031215;FALSE;32211031215;;
0531021X;BTS - Services - Professions immobilières - en apprentissage;32211031309;140;Apprentissage;15;32031309;32031309;FALSE;32211031309;;
0301673F;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;38;Apprentissage;20;32031213;32031213;FALSE;32211031213;;
0741236S;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;37;Apprentissage;16;32321401;32321401;FALSE;32212021401;;
0213333J;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;146;Apprentissage;10;32034502;32034501;TRUE;32211034501;;
0442416M;BTS - Production - Bâtiment - en apprentissage;32211023012;122;Apprentissage;22;32023012;32023012;FALSE;32211023012;;
0922856E;BTS - Services - Communication - en apprentissage;32211032002;264;Apprentissage;28;32032002;32032002;FALSE;32211032002;;
0691659D;BTS - Services - Service et prestation des secteurs sanitaire et social - en apprentissage;32211033002;144;Apprentissage;15;32033002;32033001;TRUE;32211033001;;
0670084C;BTS - Production - Bioqualité - en apprentissage;32211022106;77;Apprentissage;6;32022106;32022106;FALSE;32211022106;;
0922856E;BTS - Services - Analyses de biologie médicale - en apprentissage;32211033109;900;Apprentissage;84;32033109;32033109;FALSE;32211033109;;
0922856E;BTS - Services - Assurance - en apprentissage;32211031311;246;Apprentissage;28;32031311;32031311;FALSE;32211031311;;
0922856E;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;408;Apprentissage;56;32031212;32031212;FALSE;32211031212;;
0922856E;BTS - Services - Collaborateur juriste notarial - en apprentissage;32211034502;250;Apprentissage;28;32034502;32034501;TRUE;32211034501;;
0922856E;BTS - Services - Opticien-Lunetier - en apprentissage;32211033107;423;Apprentissage;112;32033107;32033107;FALSE;32211033107;;
0342419V;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;243;Apprentissage;;32031213;32031213;FALSE;32211031213;;
0342419V;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;316;Apprentissage;;32031212;32031212;FALSE;32211031212;;
0341821V;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;672;Apprentissage;128;32031213;32031213;FALSE;32211031213;;
0341821V;BTS - Services - Gestion de la PME - en apprentissage;32211031409;115;Apprentissage;32;32031409;32031409;FALSE;32211031409;;
0341821V;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;99;Apprentissage;32;32032409;32032409;FALSE;32211032409;;
0341821V;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;125;Apprentissage;32;32031408;32031408;FALSE;32211031408;;
0341821V;BTS - Services - Gestion des transports et logistique associée - en apprentissage;32211031103;101;Apprentissage;32;32031103;32031103;FALSE;32211031103;;
