Etablissement d'accueil;Sigle de l'établissement d'accueil;Libellé de l'établissement d'accueil;Commune de l'établissement d'accueil;Département de l'établissement d'accueil;Libellé voie d’orientation;Mnémonique MEF national de rattachement;Code spécialité du MEF national de rattachement;MEF STAT 11;Libellé du MEF national de rattachement;Type de MEF;Code Ministère;Secteur ;Palier minimum autorisé pour la saisie du voeu;Voeu de recensement O/N;Statut Offre de formation;Capacité carte scolaire;Capacité d'affectation;Taux de pression (Total demandes vœux 1 / Capacité carte scolaire);Demandes vœux 1;Demandes tous vœux;Affectés voeu 1;Affectés tous vœux
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;31213.0;23820031213;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;AP;999;999;0;2;2;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;22137.0;23210022137;1CAP2  BOULANGER;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;10;20;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;22141.0;23210022141;1CAP2  PATISSIER;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;9;22;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;22143.0;23210022143;1CAP2  BOUCHER;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,02;15;23;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;22146.0;23210022146;1CAP2  CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;7;20;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;22715.0;23210022715;1CAP2  MONTEUR INSTALLATIONS THERMIQUES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;13;28;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;23326.0;23210023326;1CAP2  METIERS PLATRE ET ISOLATION;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;9;16;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;23327.0;23210023327;1CAP2  PEINTRE APPLICATEUR REVETEMENTS;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;6;17;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;23446.0;23210023446;1CAP2  CHARPENTIER BOIS;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;5;11;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;23447.0;23210023447;1CAP2  MENUISIER FABRICANT;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;3;11;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;23449.0;23210023449;1CAP2  MENUISIER INSTALLATEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;O;AP;999;999;0;0;5;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;25225.0;23210025225;1CAP2  MAINT.VEHIC.OPT.VEHIC.LEGERS;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,02;16;59;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;25439.0;23210025439;1CAP2  METALLIER;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;6;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;25440.0;23210025440;1CAP2  CARROSSIER AUTOMOBILE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;10;36;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;25524.0;23210025524;1CAP2  ELECTRICIEN;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;6;24;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,02;20;49;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;33413.0;23210033413;1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;3;11;0;0
0820746R;OF-CFA;DEPARTEMENTAL ECOLE METIERS;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;33616.0;23210033616;1CAP2  METIERS DE LA COIFFURE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,03;27;53;0;0
0820807G;OF-CFA;DU TARN-ET-GARONNE EPLA MONTAU;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2;25223.0;23210025223;1CAP2  MAINT.MATERIELS OPT.C ESP. VERTS;National;AGRICULTURE;PUBLIC;3eme;N;AP;999;999;0;4;23;0;0
0820807G;OF-CFA;DU TARN-ET-GARONNE EPLA MONTAU;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2A;21130.0;23211021130;1CAP2A METIERS DE L'AGRICULTURE;National;AGRICULTURE;PUBLIC;3eme;N;AP;999;999;0,01;8;17;0;0
0820807G;OF-CFA;DU TARN-ET-GARONNE EPLA MONTAU;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2A;21405.0;23211021405;1CAP2A JARDINIER PAYSAGISTE;National;AGRICULTURE;PUBLIC;3eme;N;AP;999;999;0,01;14;33;0;0
0820807G;OF-CFA;DU TARN-ET-GARONNE EPLA MONTAU;MONTAUBAN;TARN-ET-GARONNE;CAP;1CAP2A;33003.0;23211033003;1CAP2A SERVICES AUX PERS VTE ESP RURAL;National;AGRICULTURE;PUBLIC;3eme;N;AP;999;999;0,01;6;22;0;0
0820917B;LPO;OLYMPE DE GOUGES;MONTECH;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;30004.0;23820030004;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;0;2;0;0
0820917B;LPO;OLYMPE DE GOUGES;MONTECH;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;30004.0;23820030004;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;0,79;19;35;16;24
0820917B;LPO;OLYMPE DE GOUGES;MONTECH;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;31213.0;23820031213;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;0;2;0;0
0820917B;LPO;OLYMPE DE GOUGES;MONTECH;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;31213.0;23820031213;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;32;32;0,88;28;74;20;32
0820917B;LPO;OLYMPE DE GOUGES;MONTECH;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;31214.0;23820031214;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;0;1;0;0
0820917B;LPO;OLYMPE DE GOUGES;MONTECH;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;31214.0;23820031214;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;16;16;1,56;25;54;14;16
0820917B;LPO;OLYMPE DE GOUGES;MONTECH;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;30003.0;23810030003;2NDPRO MET.GEST.ADM.,TRA.&LOG.2NDE COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;23;0,42;10;86;9;23
0820917B;LPO;OLYMPE DE GOUGES;MONTECH;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;31211.0;23810031211;2NDPRO MET. RELATION CLIENT 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;48;48;1,42;68;214;33;48
0820883P;LPO;CLAUDE NOUGARO;MONTEILS;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25012.0;23820025012;1ERPRO MAINTENANCE SYST.PRODUC.CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;0;1;0;0
0820883P;LPO;CLAUDE NOUGARO;MONTEILS;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25012.0;23820025012;1ERPRO MAINTENANCE SYST.PRODUC.CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;23;23;0,91;21;26;21;23
0820883P;LPO;CLAUDE NOUGARO;MONTEILS;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25216.0;23820025216;1ERPRO MAINT.VEHIC.OPTC MOTOCYCLES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;0;1;0;0
0820883P;LPO;CLAUDE NOUGARO;MONTEILS;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25216.0;23820025216;1ERPRO MAINT.VEHIC.OPTC MOTOCYCLES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;20;0,9;18;36;15;20
0820883P;LPO;CLAUDE NOUGARO;MONTEILS;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25519.0;23820025519;1ERPRO CYBER.INFORM.&RESEAUX ELECTRON.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;1,25;15;25;12;12
0820883P;LPO;CLAUDE NOUGARO;MONTEILS;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25520.0;23820025520;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;0;1;0;0
0820883P;LPO;CLAUDE NOUGARO;MONTEILS;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25520.0;23820025520;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;0,92;11;23;10;12
0820883P;LPO;CLAUDE NOUGARO;MONTEILS;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20008.0;23810020008;2NDPRO MET.TRANSIT.NUMER.ENERG.2NDE COMM;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;23;23;1,96;45;122;21;23
0820883P;LPO;CLAUDE NOUGARO;MONTEILS;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20104.0;23810020104;2NDPRO MET.PIL.MAINT.INST.AUTO.2NDE COMM;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;23;23;0,52;12;51;12;23
0820883P;LPO;CLAUDE NOUGARO;MONTEILS;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25222.0;23810025222;2NDPRO MET.MAIN.MATER.VEHIC.2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;20;20;1,2;24;107;12;20
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25214.0;23820025214;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;0;0;0;0
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25214.0;23820025214;1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;1,9;19;27;10;10
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25215.0;23820025215;1ERPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;1;2;0;0
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25215.0;23820025215;1ERPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;10;10;0,4;4;22;4;10
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25520.0;23820025520;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;0;0;0;0
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25520.0;23820025520;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;1,13;17;21;14;15
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;31106.0;23820031106;1ERPRO LOGISTIQUE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;18;18;0,72;13;24;13;17
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;31107.0;23820031107;1ERPRO CONDUCT. TRANSP.ROUT.MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;23;0,67;20;23;20;21
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;CAP;1CAP2;25225.0;23210025225;1CAP2  MAINT.VEHIC.OPT.VEHIC.LEGERS;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;10;10;3;30;86;8;10
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;CAP;1CAP2;25226.0;23210025226;1CAP2  MAINT.VEHIC.OPT.VEHIC.TRANSP.ROUT;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;10;10;0,4;4;46;1;10
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;CAP;1CAP2;31122.0;23210031122;1CAP2  OPERATEUR/OPERATRICE LOGISTIQUE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;14;14;1,29;18;64;11;14
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;CAP;1CAP1;31118.0;23110031118;1CAP1  CONDUCTEUR LIVREUR MARCHANDISES;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;11;11;1,36;15;55;8;11
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20008.0;23810020008;2NDPRO MET.TRANSIT.NUMER.ENERG.2NDE COMM;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;15;1,6;24;73;14;15
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20103.0;23810020103;2NDPRO MET.REAL.ENS.MEC.IND.2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;15;0,27;4;30;4;15
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25222.0;23810025222;2NDPRO MET.MAIN.MATER.VEHIC.2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;20;20;0,95;19;90;13;20
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;30003.0;23810030003;2NDPRO MET.GEST.ADM.,TRA.&LOG.2NDE COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;18;18;0,61;11;47;7;18
0820899G;LPO LYC METIER;JEAN BAYLET;VALENCE;TARN-ET-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;31117.0;23810031117;2NDPRO CONDUCTEUR ROUTIER MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;30;24;1,73;52;88;24;24
Total établissements sélectionnés - département TARN-ET-GARONNE;;;;;;;;;;;;;;;;71088;70934;0,07;4931;11405;3652;4321
0900355X;LP LYC METIER;DENIS DIDEROT;BAVILLIERS;TERRITOIRE DE BELFORT;1ERE PROFESSIONNELLE;1ERPRO;25006.0;23820025006;1ERPRO MICROTECHNIQUES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;1,75;21;36;12;12
0900355X;LP LYC METIER;DENIS DIDEROT;BAVILLIERS;TERRITOIRE DE BELFORT;1ERE PROFESSIONNELLE;1ERPRO;25014.0;23820025014;1ERPRO TEC.REAL.PR.MEC.OP.REAL.SUIV.PRO.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;0,5;12;41;12;24
0900355X;LP LYC METIER;DENIS DIDEROT;BAVILLIERS;TERRITOIRE DE BELFORT;1ERE PROFESSIONNELLE;1ERPRO;25519.0;23820025519;1ERPRO CYBER.INFORM.&RESEAUX ELECTRON.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;54;48;0,81;44;73;42;45
0900355X;LP LYC METIER;DENIS DIDEROT;BAVILLIERS;TERRITOIRE DE BELFORT;1ERE PROFESSIONNELLE;1ERPRO;25520.0;23820025520;1ERPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;1,38;33;78;22;24
0900355X;LP LYC METIER;DENIS DIDEROT;BAVILLIERS;TERRITOIRE DE BELFORT;CAP;1CAP2;25524.0;23210025524;1CAP2  ELECTRICIEN;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;25;1,21;29;137;15;25
0900355X;LP LYC METIER;DENIS DIDEROT;BAVILLIERS;TERRITOIRE DE BELFORT;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20008.0;23810020008;2NDPRO MET.TRANSIT.NUMER.ENERG.2NDE COMM;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;69;72;1,17;81;217;59;72
0900355X;LP LYC METIER;DENIS DIDEROT;BAVILLIERS;TERRITOIRE DE BELFORT;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20103.0;23810020103;2NDPRO MET.REAL.ENS.MEC.IND.2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;36;38;1,03;37;145;25;38
0900035Z;ECP PR;ECOLE SILVYA TERRADE BELFORT;BELFORT;TERRITOIRE DE BELFORT;CAP;1CAP2;33615.0;23210033615;1CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,02;16;33;0;0
0900035Z;ECP PR;ECOLE SILVYA TERRADE BELFORT;BELFORT;TERRITOIRE DE BELFORT;CAP;1CAP2;33616.0;23210033616;1CAP2  METIERS DE LA COIFFURE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;2;12;0;0
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;1ERE PROFESSIONNELLE;1ERPRO;24204.0;23820024204;1ERPRO METIERS DE COUTURE ET DE CONFECT.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;1,25;30;33;22;24
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;1ERE PROFESSIONNELLE;1ERPRO;25411.0;23820025411;1ERPRO TECH.CHAUDRONNERIE INDUSTRIELLE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;0,79;19;24;19;20
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;1ERE PROFESSIONNELLE;1ERPRO;30004.0;23820030004;1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;15;1,75;35;61;15;15
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;1ERE PROFESSIONNELLE;1ERPRO;31106.0;23820031106;1ERPRO LOGISTIQUE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;30;0,85;17;49;15;24
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;1ERE PROFESSIONNELLE;1ERPRO;31114.0;23820031114;1ERPRO ORGANIS. TRANSPORT MARCHANDISES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;15;0,75;15;57;10;15
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;1ERE PROFESSIONNELLE;1ERPRO;31213.0;23820031213;1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;40;42;1,15;46;87;34;42
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;1ERE PROFESSIONNELLE;1ERPRO;31214.0;23820031214;1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;20;21;1,55;31;60;21;21
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;1ERE PROFESSIONNELLE;1ERPRO;33007.0;23820033007;1ERPRO ACCOMP. SOINS-SERVICES PERSONNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;30;30;1,4;42;66;28;30
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;CAP;1CAP2;31122.0;23210031122;1CAP2  OPERATEUR/OPERATRICE LOGISTIQUE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;12;2,13;32;96;12;12
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;CAP;1CAP2;33002.0;23210033002;1CAP2  AGENT ACCOMPAGNANT AU GRAND AGE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;24;1,17;28;74;14;24
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;CAP;1CAP2;31122.0;23210031122;1CAP2  OPERATEUR/OPERATRICE LOGISTIQUE;Academique;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;0;0;0;0;0;0
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;CAP;1CAP2;33002.0;23210033002;1CAP2  AGENT ACCOMPAGNANT AU GRAND AGE;Academique;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;0;0;0;0;0;0;0
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20103.0;23810020103;2NDPRO MET.REAL.ENS.MEC.IND.2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;24;1,29;31;118;18;24
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;24204.0;23810024204;2NDPRO METIERS DE COUTURE ET DE CONFECT.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;25;1,29;31;85;18;25
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;30003.0;23810030003;2NDPRO MET.GEST.ADM.,TRA.&LOG.2NDE COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;60;62;1,3;78;274;41;62
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;31211.0;23810031211;2NDPRO MET. RELATION CLIENT 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;60;66;1,95;117;318;53;66
0900236T;LP;RAOUL FOLLEREAU;BELFORT;TERRITOIRE DE BELFORT;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;31213.0;23810031213;2NDPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;AP;999;999;0,01;11;56;0;0
