Rentrée scolaire,Académie 2020,Académie 2020 Lib L,UAI,Patronyme,Adresse condensée,Code postal,Commune d'implantation,Commune d'implantation Lib L,Commune et arrondissement,Commune et arrondissement Lib L,Secteur d'enseignement Lib L,Mef Bcp 11,Mef Bcp 11 Lib L,Mef Bcp 6,Mef Bcp 6 Lib L,Nombre d'élèves : Total,Nombre d'élèves : Filles,Nombre d'élèves : Garçons
2024.0,4.0,BORDEAUX,0400097N,DU BATIMENT JEAN GARNIER,J. GARNIER RUE H.BARBUSSE,40110.0,40197,MORCENX-LA-NOUVELLE,40197,MORCENX-LA-NOUVELLE,SECTEUR PUBLIC,23220023327,2CAP2  PEINTRE APPLICATEUR REVETEMENTS,232200,CAP EN 2 ANS : 2EME ANNEE,8.0,2.0,6.0
2024.0,4.0,BORDEAUX,0400097N,DU BATIMENT JEAN GARNIER,J. GARNIER RUE H.BARBUSSE,40110.0,40197,MORCENX-LA-NOUVELLE,40197,MORCENX-LA-NOUVELLE,SECTEUR PUBLIC,23220023446,2CAP2  CHARPENTIER BOIS,232200,CAP EN 2 ANS : 2EME ANNEE,5.0,0.0,5.0
2024.0,4.0,BORDEAUX,0400097N,DU BATIMENT JEAN GARNIER,J. GARNIER RUE H.BARBUSSE,40110.0,40197,MORCENX-LA-NOUVELLE,40197,MORCENX-LA-NOUVELLE,SECTEUR PUBLIC,23830023004,TLE PRO3 TECHN. ETUDES BAT.A ETUDES &ECO,238300,BAC PRO EN 3 ANS : TERMINALE PRO,10.0,4.0,6.0
2024.0,4.0,BORDEAUX,0400097N,DU BATIMENT JEAN GARNIER,J. GARNIER RUE H.BARBUSSE,40110.0,40197,MORCENX-LA-NOUVELLE,40197,MORCENX-LA-NOUVELLE,SECTEUR PUBLIC,23830023203,TLE PRO3 TECHNICIEN BAT.:ORG.REAL.GROS O,238300,BAC PRO EN 3 ANS : TERMINALE PRO,4.0,0.0,4.0
2024.0,4.0,BORDEAUX,0400097N,DU BATIMENT JEAN GARNIER,J. GARNIER RUE H.BARBUSSE,40110.0,40197,MORCENX-LA-NOUVELLE,40197,MORCENX-LA-NOUVELLE,SECTEUR PUBLIC,32221023012,2BTS2  BATIMENT,322210,BTS EN 2 ANS : 2EME ANNEE,4.0,1.0,3.0
2024.0,4.0,BORDEAUX,0400916D,VINCENT DE PAUL,VINCENT DE PAUL LE BERCEAU,40990.0,40283,SAINT-VINCENT-DE-PAUL,40283,SAINT-VINCENT-DE-PAUL,SECTEUR PRIVE,23810020008,2NDPRO MET.TRANSIT.NUMER.ENERG.2NDE COMM,238100,BAC PRO EN 3 ANS : 2NDE PRO,4.0,0.0,4.0
2024.0,4.0,BORDEAUX,0400916D,VINCENT DE PAUL,VINCENT DE PAUL LE BERCEAU,40990.0,40283,SAINT-VINCENT-DE-PAUL,40283,SAINT-VINCENT-DE-PAUL,SECTEUR PRIVE,23820022707,1ERPRO INSTAL.CHAUF.CLIMAT.ENERG.RENOUV.,238200,BAC PRO EN 3 ANS : 1ERE PRO,7.0,0.0,7.0
2024.0,4.0,BORDEAUX,0400916D,VINCENT DE PAUL,VINCENT DE PAUL LE BERCEAU,40990.0,40283,SAINT-VINCENT-DE-PAUL,40283,SAINT-VINCENT-DE-PAUL,SECTEUR PRIVE,23830031214,TLEPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.,238300,BAC PRO EN 3 ANS : TERMINALE PRO,8.0,2.0,6.0
2024.0,4.0,BORDEAUX,0401002X,HAROUN TAZIEFF,BLD ST VINCENT DE PAUL,40993.0,40279,SAINT-PAUL-LES-DAX,40279,SAINT-PAUL-LES-DAX,SECTEUR PUBLIC,23220023446,2CAP2  CHARPENTIER BOIS,232200,CAP EN 2 ANS : 2EME ANNEE,10.0,2.0,8.0
2024.0,4.0,BORDEAUX,0401002X,HAROUN TAZIEFF,BLD ST VINCENT DE PAUL,40993.0,40279,SAINT-PAUL-LES-DAX,40279,SAINT-PAUL-LES-DAX,SECTEUR PUBLIC,23830033007,TLEPRO ACCOMP. SOINS-SERVICES PERSONNE,238300,BAC PRO EN 3 ANS : TERMINALE PRO,28.0,24.0,4.0
2024.0,4.0,BORDEAUX,0401002X,HAROUN TAZIEFF,BLD ST VINCENT DE PAUL,40993.0,40279,SAINT-PAUL-LES-DAX,40279,SAINT-PAUL-LES-DAX,SECTEUR PUBLIC,32211023411,1BTS2  DEVELOPPEMENT ET REALISATION BOIS,322110,BTS EN 2 ANS : 1ERE ANNEE,14.0,3.0,11.0
2024.0,4.0,BORDEAUX,0401002X,HAROUN TAZIEFF,BLD ST VINCENT DE PAUL,40993.0,40279,SAINT-PAUL-LES-DAX,40279,SAINT-PAUL-LES-DAX,SECTEUR PUBLIC,32211031216,1BTS2  CONSEIL&COMMERC. SOLUT. TECHNIQ.,322110,BTS EN 2 ANS : 1ERE ANNEE,11.0,1.0,10.0
2024.0,4.0,BORDEAUX,0401002X,HAROUN TAZIEFF,BLD ST VINCENT DE PAUL,40993.0,40279,SAINT-PAUL-LES-DAX,40279,SAINT-PAUL-LES-DAX,SECTEUR PUBLIC,32221023305,2BTS2  ETUDE ET REALISATION D'AGENCEMENT,322210,BTS EN 2 ANS : 2EME ANNEE,12.0,11.0,1.0
2024.0,4.0,BORDEAUX,0401016M,ST JACQUES DE COMPOSTELLE,LGT ST JACQUES COMPOSTELLE DAX,40100.0,40088,DAX,40088,DAX,SECTEUR PRIVE,32211031212,1BTS2  NEGO. ET DIGITAL. RELATION CLIENT,322110,BTS EN 2 ANS : 1ERE ANNEE,27.0,8.0,19.0
2024.0,4.0,BORDEAUX,0401016M,ST JACQUES DE COMPOSTELLE,LGT ST JACQUES COMPOSTELLE DAX,40100.0,40088,DAX,40088,DAX,SECTEUR PRIVE,32211033002,1BTS2  SERVICES & PREST.SANIT.& SOCIAL,322110,BTS EN 2 ANS : 1ERE ANNEE,15.0,13.0,2.0
2024.0,4.0,BORDEAUX,0401016M,ST JACQUES DE COMPOSTELLE,LGT ST JACQUES COMPOSTELLE DAX,40100.0,40088,DAX,40088,DAX,SECTEUR PRIVE,32221022106,2BTS2  BIOQUALITE,322210,BTS EN 2 ANS : 2EME ANNEE,6.0,5.0,1.0
2024.0,4.0,BORDEAUX,0401016M,ST JACQUES DE COMPOSTELLE,LGT ST JACQUES COMPOSTELLE DAX,40100.0,40088,DAX,40088,DAX,SECTEUR PRIVE,32221031212,2BTS2  NEGO. ET DIGITAL. RELATION CLIENT,322210,BTS EN 2 ANS : 2EME ANNEE,24.0,10.0,14.0
2024.0,18.0,ORLEANS-TOURS,0410001D,AUGUSTIN THIERRY,A THIERRY 13 AV DE CHATEAUDUN,41018.0,41018,BLOIS,41018,BLOIS,SECTEUR PUBLIC,23810020103,2NDPRO MET.REAL.ENS.MEC.IND.2NDE COMMUNE,238100,BAC PRO EN 3 ANS : 2NDE PRO,34.0,0.0,34.0
2024.0,18.0,ORLEANS-TOURS,0410001D,AUGUSTIN THIERRY,A THIERRY 13 AV DE CHATEAUDUN,41018.0,41018,BLOIS,41018,BLOIS,SECTEUR PUBLIC,23820025014,1ERPRO TEC.REAL.PR.MEC.OP.REAL.SUIV.PRO.,238200,BAC PRO EN 3 ANS : 1ERE PRO,10.0,0.0,10.0
2024.0,18.0,ORLEANS-TOURS,0410001D,AUGUSTIN THIERRY,A THIERRY 13 AV DE CHATEAUDUN,41018.0,41018,BLOIS,41018,BLOIS,SECTEUR PUBLIC,23830025014,TLEPRO TEC.REAL.PR.MEC.OP.REAL.SUIV.PRO.,238300,BAC PRO EN 3 ANS : TERMINALE PRO,12.0,0.0,12.0
2024.0,18.0,ORLEANS-TOURS,0410017W,CLAUDE DE FRANCE,CLAUDE DE FRANCE AV DE PARIS,41206.0,41194,ROMORANTIN-LANTHENAY,41194,ROMORANTIN-LANTHENAY,SECTEUR PUBLIC,32211032612,1BTS2  SERV.INFORMATIQ.ORGAN.1ERE ANNEE,322110,BTS EN 2 ANS : 1ERE ANNEE,7.0,0.0,7.0
2024.0,18.0,ORLEANS-TOURS,0410030K,RONSARD,RONSARD RUE JOLIOT CURIE,41100.0,41269,VENDOME,41269,VENDOME,SECTEUR PUBLIC,32221031213,2BTS2  MANAGEMENT COMMERC. OPERATIONNEL,322210,BTS EN 2 ANS : 2EME ANNEE,10.0,3.0,7.0
2024.0,18.0,ORLEANS-TOURS,0410031L,ANDRE AMPERE,AMPERE RUE BOUIN,41100.0,41269,VENDOME,41269,VENDOME,SECTEUR PUBLIC,23220034405,2CAP2  AGENT DE SECURITE,232200,CAP EN 2 ANS : 2EME ANNEE,24.0,10.0,14.0
2024.0,18.0,ORLEANS-TOURS,0410031L,ANDRE AMPERE,AMPERE RUE BOUIN,41100.0,41269,VENDOME,41269,VENDOME,SECTEUR PUBLIC,23810034403,2DE PRO3 METIERS DE LA SECURITE,238100,BAC PRO EN 3 ANS : 2NDE PRO,15.0,5.0,10.0
2024.0,18.0,ORLEANS-TOURS,0410031L,ANDRE AMPERE,AMPERE RUE BOUIN,41100.0,41269,VENDOME,41269,VENDOME,SECTEUR PUBLIC,23820020102,1RE PRO3 PILOTE DE LIGNE DE PRODUCTION,238200,BAC PRO EN 3 ANS : 1ERE PRO,8.0,0.0,8.0
2024.0,18.0,ORLEANS-TOURS,0410031L,ANDRE AMPERE,AMPERE RUE BOUIN,41100.0,41269,VENDOME,41269,VENDOME,SECTEUR PUBLIC,23830031212,TLEPRO METIERS DE L'ACCUEIL,238300,BAC PRO EN 3 ANS : TERMINALE PRO,18.0,6.0,12.0
2024.0,18.0,ORLEANS-TOURS,0410031L,ANDRE AMPERE,AMPERE RUE BOUIN,41100.0,41269,VENDOME,41269,VENDOME,SECTEUR PUBLIC,23830034403,TLE PRO3 METIERS DE LA SECURITE,238300,BAC PRO EN 3 ANS : TERMINALE PRO,16.0,7.0,9.0
2024.0,18.0,ORLEANS-TOURS,0410031L,ANDRE AMPERE,AMPERE RUE BOUIN,41100.0,41269,VENDOME,41269,VENDOME,SECTEUR PUBLIC,32211034401,1BTS2  MANAGEMENT OPERATIONNEL SECURITE,322110,BTS EN 2 ANS : 1ERE ANNEE,6.0,1.0,5.0
2024.0,18.0,ORLEANS-TOURS,0410036S,DENIS PAPIN,DENIS PAPIN 46 RUE DENISERIE,41206.0,41194,ROMORANTIN-LANTHENAY,41194,ROMORANTIN-LANTHENAY,SECTEUR PUBLIC,23820025012,1ERPRO MAINTENANCE SYST.PRODUC.CONNECTES,238200,BAC PRO EN 3 ANS : 1ERE PRO,14.0,1.0,13.0
2024.0,18.0,ORLEANS-TOURS,0410036S,DENIS PAPIN,DENIS PAPIN 46 RUE DENISERIE,41206.0,41194,ROMORANTIN-LANTHENAY,41194,ROMORANTIN-LANTHENAY,SECTEUR PUBLIC,23820025520,1ERPRO METIERS ELECT. ENVIRON. CONNECTES,238200,BAC PRO EN 3 ANS : 1ERE PRO,24.0,2.0,22.0
2024.0,18.0,ORLEANS-TOURS,0410036S,DENIS PAPIN,DENIS PAPIN 46 RUE DENISERIE,41206.0,41194,ROMORANTIN-LANTHENAY,41194,ROMORANTIN-LANTHENAY,SECTEUR PUBLIC,23820031214,1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.,238200,BAC PRO EN 3 ANS : 1ERE PRO,16.0,6.0,10.0
2024.0,18.0,ORLEANS-TOURS,0410036S,DENIS PAPIN,DENIS PAPIN 46 RUE DENISERIE,41206.0,41194,ROMORANTIN-LANTHENAY,41194,ROMORANTIN-LANTHENAY,SECTEUR PUBLIC,23830025214,TLE PRO3 MAINT.VEHIC.OPTA VOIT.PARTICUL.,238300,BAC PRO EN 3 ANS : TERMINALE PRO,15.0,0.0,15.0
2024.0,18.0,ORLEANS-TOURS,0410693F,LA PROVIDENCE,LA PROVIDENCE 23 R STES MARIES,41034.0,41018,BLOIS,41018,BLOIS,SECTEUR PRIVE,23810031211,2DE PRO3 MET. RELATION CLIENT 2NDE COMMUNE,238100,BAC PRO EN 3 ANS : 2NDE PRO,29.0,13.0,16.0
2024.0,18.0,ORLEANS-TOURS,0410693F,LA PROVIDENCE,LA PROVIDENCE 23 R STES MARIES,41034.0,41018,BLOIS,41018,BLOIS,SECTEUR PRIVE,23830031214,TLEPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.,238300,BAC PRO EN 3 ANS : TERMINALE PRO,16.0,7.0,9.0
2024.0,18.0,ORLEANS-TOURS,0410693F,LA PROVIDENCE,LA PROVIDENCE 23 R STES MARIES,41034.0,41018,BLOIS,41018,BLOIS,SECTEUR PRIVE,32221033002,2BTS2  SERVICES & PREST.SANIT.& SOCIAL,322210,BTS EN 2 ANS : 2EME ANNEE,6.0,6.0,0.0
2024.0,18.0,ORLEANS-TOURS,0410718H,VAL DE CHER,2 AVENUE JEAN MAGNON,41110.0,41198,SAINT-AIGNAN,41198,SAINT-AIGNAN,SECTEUR PUBLIC,23220025524,2CAP2  ELECTRICIEN,232200,CAP EN 2 ANS : 2EME ANNEE,6.0,1.0,5.0
2024.0,18.0,ORLEANS-TOURS,0410718H,VAL DE CHER,2 AVENUE JEAN MAGNON,41110.0,41198,SAINT-AIGNAN,41198,SAINT-AIGNAN,SECTEUR PUBLIC,23820022707,1ERPRO INSTAL.CHAUF.CLIMAT.ENERG.RENOUV.,238200,BAC PRO EN 3 ANS : 1ERE PRO,12.0,0.0,12.0
2024.0,18.0,ORLEANS-TOURS,0410718H,VAL DE CHER,2 AVENUE JEAN MAGNON,41110.0,41198,SAINT-AIGNAN,41198,SAINT-AIGNAN,SECTEUR PUBLIC,23820031212,1ERPRO METIERS DE L'ACCUEIL,238200,BAC PRO EN 3 ANS : 1ERE PRO,16.0,13.0,3.0
2024.0,18.0,ORLEANS-TOURS,0410718H,VAL DE CHER,2 AVENUE JEAN MAGNON,41110.0,41198,SAINT-AIGNAN,41198,SAINT-AIGNAN,SECTEUR PUBLIC,23830031213,TLEPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.,238300,BAC PRO EN 3 ANS : TERMINALE PRO,11.0,7.0,4.0
2024.0,18.0,ORLEANS-TOURS,0410718H,VAL DE CHER,2 AVENUE JEAN MAGNON,41110.0,41198,SAINT-AIGNAN,41198,SAINT-AIGNAN,SECTEUR PUBLIC,23830031214,TLEPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.,238300,BAC PRO EN 3 ANS : TERMINALE PRO,13.0,8.0,5.0
2024.0,18.0,ORLEANS-TOURS,0410832G,SONIA DELAUNAY,S DELAUNAY 21 BIS R D AUVERGNE,41016.0,41018,BLOIS,41018,BLOIS,SECTEUR PUBLIC,23810030003,"2DE PRO3 MET.GEST.ADM.,TRA.&LOG.2NDE COMM.",238100,BAC PRO EN 3 ANS : 2NDE PRO,32.0,18.0,14.0
2024.0,18.0,ORLEANS-TOURS,0410832G,SONIA DELAUNAY,S DELAUNAY 21 BIS R D AUVERGNE,41016.0,41018,BLOIS,41018,BLOIS,SECTEUR PUBLIC,23810031211,2DE PRO3 MET. RELATION CLIENT 2NDE COMMUNE,238100,BAC PRO EN 3 ANS : 2NDE PRO,78.0,42.0,36.0
2024.0,18.0,ORLEANS-TOURS,0410832G,SONIA DELAUNAY,S DELAUNAY 21 BIS R D AUVERGNE,41016.0,41018,BLOIS,41018,BLOIS,SECTEUR PUBLIC,23820033606,1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE,238200,BAC PRO EN 3 ANS : 1ERE PRO,22.0,22.0,0.0
2024.0,18.0,ORLEANS-TOURS,0410832G,SONIA DELAUNAY,S DELAUNAY 21 BIS R D AUVERGNE,41016.0,41018,BLOIS,41018,BLOIS,SECTEUR PUBLIC,23830033007,TLEPRO ACCOMP. SOINS-SERVICES PERSONNE,238300,BAC PRO EN 3 ANS : TERMINALE PRO,50.0,46.0,4.0
2024.0,18.0,ORLEANS-TOURS,0410899E,VAL DE LOIRE,VAL DE LOIRE R ALBERT 1,41002.0,41018,BLOIS,41018,BLOIS,SECTEUR PUBLIC,23820033403,1RE PRO3 COMMERC. SERVICES EN RESTAURATION,238200,BAC PRO EN 3 ANS : 1ERE PRO,27.0,10.0,17.0
2024.0,18.0,ORLEANS-TOURS,0410899E,VAL DE LOIRE,VAL DE LOIRE R ALBERT 1,41002.0,41018,BLOIS,41018,BLOIS,SECTEUR PUBLIC,32211033422,1BTS2  MANAGEMENT HOTEL.-REST. 1E AN.COM,322110,BTS EN 2 ANS : 1ERE ANNEE,40.0,11.0,29.0
2024.0,18.0,ORLEANS-TOURS,0410899E,VAL DE LOIRE,VAL DE LOIRE R ALBERT 1,41002.0,41018,BLOIS,41018,BLOIS,SECTEUR PUBLIC,32420033421,CM-NIV MISE A NIVEAU HOTEL.RESTAURATION,324200,CLASSE DE MISE A NIVEAU POUR BTS,13.0,10.0,3.0
2024.0,18.0,ORLEANS-TOURS,0410954P,SAINT JOSEPH,ST JOSEPH RUE LEMYRE DE VILLER,41100.0,41269,VENDOME,41269,VENDOME,SECTEUR PRIVE,23810031211,2DE PRO3 MET. RELATION CLIENT 2NDE COMMUNE,238100,BAC PRO EN 3 ANS : 2NDE PRO,14.0,10.0,4.0
2024.0,18.0,ORLEANS-TOURS,0410954P,SAINT JOSEPH,ST JOSEPH RUE LEMYRE DE VILLER,41100.0,41269,VENDOME,41269,VENDOME,SECTEUR PRIVE,23830031213,TLEPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.,238300,BAC PRO EN 3 ANS : TERMINALE PRO,13.0,8.0,5.0
2024.0,18.0,ORLEANS-TOURS,0410959V,CAMILLE CLAUDEL,C CLAUDEL 10 RUE ALBERT CAMUS,41018.0,41018,BLOIS,41018,BLOIS,SECTEUR PUBLIC,32710023002,1MADE3 DN MADE - OBJET,327100,1MADE3 DN DES METIERS D'ART ET DU DESIGN,16.0,12.0,4.0
2024.0,18.0,ORLEANS-TOURS,0410959V,CAMILLE CLAUDEL,C CLAUDEL 10 RUE ALBERT CAMUS,41018.0,41018,BLOIS,41018,BLOIS,SECTEUR PUBLIC,32710032601,1MADE3 DN MADE - GRAPHISME,327100,1MADE3 DN DES METIERS D'ART ET DU DESIGN,16.0,11.0,5.0
2024.0,10.0,LYON,0420008F,JEREMIE DE LA RUE,J. DE LA RUE RTE DE ST BONNET,42190.0,42052,CHARLIEU,42052,CHARLIEU,SECTEUR PUBLIC,23820023003,1RE PRO3 ARTIS.&M.ART:MARCHANDISAGE VIS.,238200,BAC PRO EN 3 ANS : 1ERE PRO,13.0,13.0,0.0
2024.0,10.0,LYON,0420008F,JEREMIE DE LA RUE,J. DE LA RUE RTE DE ST BONNET,42190.0,42052,CHARLIEU,42052,CHARLIEU,SECTEUR PUBLIC,23830025510,TLE PRO3 METIERS ELECT. ENVIRON. CONNECTES,238300,BAC PRO EN 3 ANS : TERMINALE PRO,13.0,1.0,12.0
2024.0,10.0,LYON,0420013L,ALBERT CAMUS,A CAMUS 32 BIS R DE LA LOIRE,42704.0,42095,FIRMINY,42095,FIRMINY,SECTEUR PUBLIC,32211031213,1BTS2  MANAGEMENT COMMERC. OPERATIONNEL,322110,BTS EN 2 ANS : 1ERE ANNEE,36.0,18.0,18.0
2024.0,10.0,LYON,0420013L,ALBERT CAMUS,A CAMUS 32 BIS R DE LA LOIRE,42704.0,42095,FIRMINY,42095,FIRMINY,SECTEUR PUBLIC,32221033002,2BTS2  SERVICES & PREST.SANIT.& SOCIAL,322210,BTS EN 2 ANS : 2EME ANNEE,15.0,13.0,2.0
2024.0,10.0,LYON,0420021V,PIERRE COTON,P COTON,42510.0,42154,NERONDE,42154,NERONDE,SECTEUR PUBLIC,23810020006,2NDPRO MET.CON.DUR.BAT.&TRA.PUB.2NDE COM,238100,BAC PRO EN 3 ANS : 2NDE PRO,3.0,0.0,3.0
2024.0,10.0,LYON,0420021V,PIERRE COTON,P COTON,42510.0,42154,NERONDE,42154,NERONDE,SECTEUR PUBLIC,23810020008,2NDPRO MET.TRANSIT.NUMER.ENERG.2NDE COMM,238100,BAC PRO EN 3 ANS : 2NDE PRO,5.0,0.0,5.0
2024.0,10.0,LYON,0420029D,RENE CASSIN,R CASSIN LE MARTHORET,42800.0,42186,RIVE-DE-GIER,42186,RIVE-DE-GIER,SECTEUR PUBLIC,23220022142,"2CAP2  PROD.SERV.REST. (RAPID,COLL,CAFE)",232200,CAP EN 2 ANS : 2EME ANNEE,11.0,4.0,7.0
2024.0,10.0,LYON,0420029D,RENE CASSIN,R CASSIN LE MARTHORET,42800.0,42186,RIVE-DE-GIER,42186,RIVE-DE-GIER,SECTEUR PUBLIC,23220031224,2CAP2  EQUIPIER POLYVALENT DU COMMERCE,232200,CAP EN 2 ANS : 2EME ANNEE,22.0,8.0,14.0
2024.0,10.0,LYON,0420029D,RENE CASSIN,R CASSIN LE MARTHORET,42800.0,42186,RIVE-DE-GIER,42186,RIVE-DE-GIER,SECTEUR PUBLIC,23810033007,2NDPRO ACCOMP. SOINS-SERVICES PERSONNE,238100,BAC PRO EN 3 ANS : 2NDE PRO,30.0,24.0,6.0
2024.0,10.0,LYON,0420029D,RENE CASSIN,R CASSIN LE MARTHORET,42800.0,42186,RIVE-DE-GIER,42186,RIVE-DE-GIER,SECTEUR PUBLIC,23820030004,1ERPRO ASSISTANC.GEST.ORGANIS.ACTIVITES,238200,BAC PRO EN 3 ANS : 1ERE PRO,22.0,17.0,5.0
2024.0,10.0,LYON,0420029D,RENE CASSIN,R CASSIN LE MARTHORET,42800.0,42186,RIVE-DE-GIER,42186,RIVE-DE-GIER,SECTEUR PUBLIC,23820033007,1ERPRO ACCOMP. SOINS-SERVICES PERSONNE,238200,BAC PRO EN 3 ANS : 1ERE PRO,29.0,26.0,3.0
2024.0,10.0,LYON,0420029D,RENE CASSIN,R CASSIN LE MARTHORET,42800.0,42186,RIVE-DE-GIER,42186,RIVE-DE-GIER,SECTEUR PUBLIC,23830030004,TLEPRO ASSISTANC.GEST.ORGANIS.ACTIVITES,238300,BAC PRO EN 3 ANS : TERMINALE PRO,23.0,15.0,8.0
2024.0,10.0,LYON,0420040R,CLAUDE LEBOIS,C.LEBOIS 8 BD ALAMAGNY,42403.0,42207,SAINT-CHAMOND,42207,SAINT-CHAMOND,SECTEUR PUBLIC,32211031103,1BTS2  GEST. TRANSP. & LOGIST. ASSOCIEE,322110,BTS EN 2 ANS : 1ERE ANNEE,15.0,3.0,12.0
2024.0,10.0,LYON,0420042T,HONORE D'URFE,D'URFE 1 IMPASSE LE CHATELIER,42001.0,42218,SAINT-ETIENNE,42218,SAINT-ETIENNE,SECTEUR PUBLIC,32211022209,1BTS2  BIOANALYSES EN LABOR. DE CONTRÔLE,322110,BTS EN 2 ANS : 1ERE ANNEE,24.0,18.0,6.0
2024.0,10.0,LYON,0420042T,HONORE D'URFE,D'URFE 1 IMPASSE LE CHATELIER,42001.0,42218,SAINT-ETIENNE,42218,SAINT-ETIENNE,SECTEUR PUBLIC,32211032003,1BTS2  COMMUNICATION,322110,BTS EN 2 ANS : 1ERE ANNEE,19.0,14.0,5.0
2024.0,10.0,LYON,0420042T,HONORE D'URFE,D'URFE 1 IMPASSE LE CHATELIER,42001.0,42218,SAINT-ETIENNE,42218,SAINT-ETIENNE,SECTEUR PUBLIC,32221031212,2BTS2  NEGO. ET DIGITAL. RELATION CLIENT,322210,BTS EN 2 ANS : 2EME ANNEE,24.0,17.0,7.0
2024.0,10.0,LYON,0420042T,HONORE D'URFE,D'URFE 1 IMPASSE LE CHATELIER,42001.0,42218,SAINT-ETIENNE,42218,SAINT-ETIENNE,SECTEUR PUBLIC,32221032409,2BTS2  SUPPORT A L'ACTION MANAGERIALE,322210,BTS EN 2 ANS : 2EME ANNEE,20.0,14.0,6.0
2024.0,10.0,LYON,0420042T,HONORE D'URFE,D'URFE 1 IMPASSE LE CHATELIER,42001.0,42218,SAINT-ETIENNE,42218,SAINT-ETIENNE,SECTEUR PUBLIC,32A11031403,DIPLOME DE COMPTABILITE ET GESTION 1E AN,32A110,DIPLOME DE COMPTABILITE ET GESTION 1E AN,19.0,7.0,12.0
2024.0,10.0,LYON,0420043U,JEAN MONNET,MONNET R PORTAIL ROUGE BP 269,42014.0,42218,SAINT-ETIENNE,42218,SAINT-ETIENNE,SECTEUR PUBLIC,32221031215,2BTS2  COMMERCE INTERNATIONAL,322210,BTS EN 2 ANS : 2EME ANNEE,17.0,11.0,6.0
2024.0,10.0,LYON,0420043U,JEAN MONNET,MONNET R PORTAIL ROUGE BP 269,42014.0,42218,SAINT-ETIENNE,42218,SAINT-ETIENNE,SECTEUR PUBLIC,32221031409,2BTS2  GESTION DE LA PME,322210,BTS EN 2 ANS : 2EME ANNEE,12.0,10.0,2.0
2024.0,10.0,LYON,0420043U,JEAN MONNET,MONNET R PORTAIL ROUGE BP 269,42014.0,42218,SAINT-ETIENNE,42218,SAINT-ETIENNE,SECTEUR PUBLIC,32720023002,2MADE3 DN MADE - OBJET,327200,2MADE3 DN DES METIERS D'ART ET DU DESIGN,14.0,9.0,5.0
2024.0,10.0,LYON,0420043U,JEAN MONNET,MONNET R PORTAIL ROUGE BP 269,42014.0,42218,SAINT-ETIENNE,42218,SAINT-ETIENNE,SECTEUR PUBLIC,32720033501,2MADE3 DN MADE - ESPACE,327200,2MADE3 DN DES METIERS D'ART ET DU DESIGN,11.0,8.0,3.0
2024.0,10.0,LYON,0420044V,SIMONE WEIL,S WEIL 63 AV A RAIMOND BP 54,42272.0,42275,SAINT-PRIEST-EN-JAREZ,42275,SAINT-PRIEST-EN-JAREZ,SECTEUR PUBLIC,32211031311,1BTS2  ASSURANCE,322110,BTS EN 2 ANS : 1ERE ANNEE,27.0,16.0,11.0
2024.0,10.0,LYON,0420044V,SIMONE WEIL,S WEIL 63 AV A RAIMOND BP 54,42272.0,42275,SAINT-PRIEST-EN-JAREZ,42275,SAINT-PRIEST-EN-JAREZ,SECTEUR PUBLIC,32221032613,2BTS2  SERV.INFORMATIQ.ORGAN.OPT.A.SISR,322210,BTS EN 2 ANS : 2EME ANNEE,10.0,0.0,10.0
2024.0,10.0,LYON,0420046X,ETIENNE MIMARD,E MIMARD R E MIMARD,42021.0,42218,SAINT-ETIENNE,42218,SAINT-ETIENNE,SECTEUR PUBLIC,32211020009,1BTS2  CONCEPTION PRODUITS INDUSTRIELS,322110,BTS EN 2 ANS : 1ERE ANNEE,17.0,1.0,16.0
2024.0,10.0,LYON,0420049A,BENOIT CHARVET,B CHARVET 19 BIS RUE DE LAHARP,42001.0,42218,SAINT-ETIENNE,42218,SAINT-ETIENNE,SECTEUR PUBLIC,23810030003,"2DE PRO3 MET.GEST.ADM.,TRA.&LOG.2NDE COMM.",238100,BAC PRO EN 3 ANS : 2NDE PRO,16.0,11.0,5.0
2024.0,10.0,LYON,0420049A,BENOIT CHARVET,B CHARVET 19 BIS RUE DE LAHARP,42001.0,42218,SAINT-ETIENNE,42218,SAINT-ETIENNE,SECTEUR PUBLIC,23820031212,1ERPRO METIERS DE L'ACCUEIL,238200,BAC PRO EN 3 ANS : 1ERE PRO,15.0,9.0,6.0
2024.0,10.0,LYON,0420049A,BENOIT CHARVET,B CHARVET 19 BIS RUE DE LAHARP,42001.0,42218,SAINT-ETIENNE,42218,SAINT-ETIENNE,SECTEUR PUBLIC,23820033606,1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE,238200,BAC PRO EN 3 ANS : 1ERE PRO,23.0,23.0,0.0
2024.0,10.0,LYON,0420049A,BENOIT CHARVET,B CHARVET 19 BIS RUE DE LAHARP,42001.0,42218,SAINT-ETIENNE,42218,SAINT-ETIENNE,SECTEUR PUBLIC,23830030004,TLEPRO ASSISTANC.GEST.ORGANIS.ACTIVITES,238300,BAC PRO EN 3 ANS : TERMINALE PRO,16.0,11.0,5.0
