UAI,LIBELLÉFORMATION,MEFSTAT11,NB_VOEUX_CONFIRMES,STATUT,CAPACITEPSUP
0850130E,BTS - Services - Conseil et commercialisation de solutions techniques,32211031216,76.0,Scolaire,18.0
0850130E,BTS - Services - Collaborateur juriste notarial,32211034502,138.0,Scolaire,18.0
0850130E,BTS - Services - Support à l'action managériale,32211032409,101.0,Scolaire,24.0
0850130E,BTS - Services - Négociation et digitalisation de la Relation Client,32211031212,458.0,Scolaire,35.0
0850130E,BTS - Services - Comptabilité et gestion,32211031408,157.0,Scolaire,35.0
0850130E,BTS - Services - Services informatiques aux organisations,32211032612,184.0,Scolaire,35.0
0850133H,BTS - Services - Professions immobilières,32211031312,231.0,Scolaire,35.0
0850133H,BTS - Services - Tourisme,32211033426,344.0,Scolaire,35.0
0850136L,BTS - Services - Gestion des transports et logistique associée,32211031103,86.0,Scolaire,24.0
0150006A,BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage,32211031212,92.0,Apprentissage,15.0
0422327B,Certificat de Spécialisation Agricole - Conduite d'un élevage bovin lait - en apprentissage,23G00021220,21.0,Apprentissage,20.0
0310088C,FCIL - Opérateur de finition en ameublement,44210099901,28.0,Scolaire,8.0
0421976V,"BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage",32211020116,127.0,Apprentissage,1.0
0851642Y,BTS - Production - Métiers de la mesure,32211020115,33.0,Scolaire,15.0
0851642Y,BTS - Production - Maintenance des véhicules option voitures particulières,32211025215,111.0,Scolaire,15.0
0850142T,BTS - Services - Management Commercial Opérationnel,32211031213,128.0,Scolaire,24.0
0850142T,BTS - Services - Comptabilité et gestion,32211031408,68.0,Scolaire,18.0
0850144V,BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson,32212031205,93.0,Scolaire,24.0
0850144V,BTS - Agricole - Gestion et protection de la nature,32212021308,620.0,Scolaire,32.0
0271097W,BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage,32211025014,64.0,Apprentissage,12.0
0352512R,"BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole, option Territoires métropolitains - en apprentissage",32212021015,140.0,Apprentissage,24.0
0061561P,BTS - Services - Management opérationnel de la sécurité,32211034401,234.0,Scolaire,24.0
0360777Z,BTS - Services - Comptabilité et gestion - en apprentissage,32211031408,24.0,Apprentissage,10.0
0570030Y,BTS - Services - Gestion de la PME - en apprentissage,32211031409,100.0,Apprentissage,50.0
0383537N,BTS - Agricole - Gestion et maitrise de l'eau - en apprentissage,32212034302,66.0,Apprentissage,25.0
0353021U,"BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage",32211020116,99.0,Apprentissage,25.0
0300027S,BTS - Production - Métiers de la mode-vêtements,32211024207,594.0,Scolaire,30.0
0660759S,BTS - Services - Tourisme - en apprentissage,32211033426,144.0,Apprentissage,20.0
0660759S,BTS - Services - Management Commercial Opérationnel - en apprentissage,32211031213,234.0,Apprentissage,45.0
0660759S,BTS - Services - Professions immobilières - en apprentissage,32211031312,230.0,Apprentissage,45.0
0383072H,BTS - Services - Services informatiques aux organisations,32211032612,51.0,Scolaire,16.0
0660759S,BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage,32211031212,221.0,Apprentissage,45.0
0800046R,BTS - Production - Techniques et services en matériels agricoles - en apprentissage,32211025213,45.0,Apprentissage,12.0
0830042V,BTS - Services - Services informatiques aux organisations,32211032612,234.0,Scolaire,24.0
0142106N,BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage,32211025014,82.0,Apprentissage,40.0
0142106N,BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage,32211025415,63.0,Apprentissage,30.0
0142106N,BTS - Production - Electrotechnique - en apprentissage,32211025520,60.0,Apprentissage,40.0
0320002D,BTS - Services - Tourisme,32211033426,315.0,Scolaire,18.0
9720424D,BTS - Services - Management Commercial Opérationnel,32211031213,370.0,Scolaire,32.0
0940113M,FCIL - E-Commerce,44210099901,259.0,Scolaire,24.0
0590223X,BTS - Production - Conception et réalisation en chaudronnerie industrielle,32211025415,68.0,Scolaire,15.0
0142133T,BTS - Production - Travaux publics - en apprentissage,32211023206,126.0,Apprentissage,20.0
0801327H,BTS - Production - Métiers de la mode-vêtements,32211024207,488.0,Scolaire,24.0
0600021X,BTS - Production - Métiers de la mode-vêtements,32211024207,309.0,Scolaire,14.0
9741233X,BTS - Services - Support à l'action managériale,32211032409,306.0,Scolaire,34.0
9741233X,BTS - Services - Comptabilité et gestion,32211031408,264.0,Scolaire,30.0
9741233X,BTS - Services - Services informatiques aux organisations,32211032612,191.0,Scolaire,30.0
0352025L,"BTS - Agricole - Métiers de l'élevage: développement, production et conseil",32212021207,91.0,Scolaire,16.0
0611061X,BTS - Services - Management Commercial Opérationnel - en apprentissage,32211031213,81.0,Apprentissage,10.0
0611061X,BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage,32211031212,86.0,Apprentissage,10.0
0611162G,BTS - Production - Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production - en apprentissage,32211022506,9.0,Apprentissage,25.0
0660014G,"BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux",32211025521,196.0,Scolaire,12.0
0932119Y,BTS - Production - Métiers du géomètre-topographe et de la modélisation numérique - en apprentissage,32211023108,191.0,Apprentissage,15.0
0490054T,BTS - Production - Métiers de la mode-vêtements - en apprentissage,32211024207,393.0,Apprentissage,24.0
0490054T,BTS - Production - Métiers de la mode-chaussure et maroquinerie - en apprentissage,32211024305,178.0,Apprentissage,30.0
0490054T,BTS - Production - Métiers de la mode-vêtements,32211024207,837.0,Scolaire,45.0
0490054T,BTS - Production - Métiers de la mode-chaussure et maroquinerie,32211024305,255.0,Scolaire,15.0
0440279P,BTS - Production - Métiers de la mode-vêtements,32211024207,248.0,Scolaire,15.0
0590185F,BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage,32211031212,300.0,Apprentissage,15.0
0660733N,BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson - en apprentissage,32212031205,32.0,Apprentissage,25.0
0594375K,BTS - Services - Management Commercial Opérationnel - en apprentissage,32211031213,383.0,Apprentissage,15.0
0772890Y,BTS - Services - Gestion de la PME - en apprentissage,32211031409,91.0,Apprentissage,15.0
0772890Y,BTS - Services - Support à l'action managériale - en apprentissage,32211032409,66.0,Apprentissage,20.0
0772890Y,BTS - Services - Comptabilité et gestion - en apprentissage,32211031408,117.0,Apprentissage,15.0
0772890Y,BTS - Services - Management Commercial Opérationnel - en apprentissage,32211031213,191.0,Apprentissage,15.0
0383474V,"BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage",32211022710,86.0,Apprentissage,20.0
0383474V,BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage,32211031216,62.0,Apprentissage,20.0
0594375K,BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage,32211031212,308.0,Apprentissage,15.0
0431012S,"BTS - Agricole - Métiers de l'élevage: développement, production et conseil - en apprentissage",32212021207,144.0,Apprentissage,25.0
0431012S,"BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole, option Territoires métropolitains - en apprentissage",32212021015,142.0,Apprentissage,25.0
0594658T,BTS - Services - Collaborateur juriste notarial,32211034502,114.0,Scolaire,25.0
0531018U,BTS - Services - Management Commercial Opérationnel - en apprentissage,32211031213,124.0,Apprentissage,25.0
0031067U,"BTS - Agricole - Métiers de l'élevage: développement, production et conseil - en apprentissage",32212021207,104.0,Apprentissage,15.0
0150755P,BTS - Agricole - Gestion forestière - en apprentissage,32212021304,156.0,Apprentissage,15.0
0831207L,BTS - Services - Banque ,32211031313,152.0,Scolaire,22.0
0750788Z,Certificat de Spécialisation - Techn. en énergies renouvelables opt. a énergie électrique,23K00022704,67.0,Scolaire,15.0
0760088H,BTS - Production - Métiers de la mode-vêtements,32211024207,349.0,Scolaire,15.0
0222046E,BTS - Services - Gestion de la PME - en apprentissage,32211031409,121.0,Apprentissage,8.0
0950641F,BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage,32211025415,89.0,Apprentissage,15.0
0930125F,BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage,32211031212,1545.0,Apprentissage,15.0
0811106M,BTS - Services - Economie sociale familiale - en apprentissage,32211033206,38.0,Apprentissage,15.0
0100059K,BTS - Production - Etude et réalisation d'agencement,32211023305,255.0,Scolaire,26.0
0160792Z,BTS - Production - Systèmes constructifs bois et habitat - en apprentissage,32211023412,86.0,Apprentissage,12.0
0930125F,BTS - Services - Management Commercial Opérationnel - en apprentissage,32211031213,85.0,Apprentissage,15.0
0490985E,Certificat de Spécialisation - Accueil-réception - en apprentissage,23K00033413,38.0,Apprentissage,2.0
0490984D,Certificat de Spécialisation - Techn. en énergies renouvelables opt. b énergie thermique - en apprentissage,23K00022705,3.0,Apprentissage,2.0
0330069W,BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie,32211033608,605.0,Scolaire,45.0
0851412Y,Certificat de Spécialisation - Techn. en énergies renouvelables opt. a énergie électrique - en apprentissage,23K00022704,4.0,Apprentissage,4.0
0851412Y,Certificat de Spécialisation - Techn. en énergies renouvelables opt. b énergie thermique - en apprentissage,23K00022705,1.0,Apprentissage,4.0
0730760E,BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage,32211031212,46.0,Apprentissage,15.0
0134009M,BTS - Services - Opticien-Lunetier,32211033107,1182.0,Scolaire,35.0
0542262R,"BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage",32211022709,71.0,Apprentissage,15.0
0542262R,BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage,32211025015,82.0,Apprentissage,15.0
0590249A,BTS - Production - Bioqualité,32211022106,124.0,Scolaire,16.0
0941355M,BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage,32211022316,186.0,Apprentissage,16.0
0790036K,BTS - Services - Support à l'action managériale - en apprentissage,32211032409,24.0,Apprentissage,2.0
0851412Y,Certificat de Spécialisation - Peinture décoration - en apprentissage,23K00023304,3.0,Apprentissage,6.0
0790024X,BTS - Production - Construction et aménagement de véhicules - en apprentissage,32211025417,26.0,Apprentissage,4.0
0130063Y,BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie,32211033608,382.0,Scolaire,16.0
0352722U,BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage,32211025014,33.0,Apprentissage,15.0
0340076Y,BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage,32211025215,173.0,Apprentissage,12.0
0492220X,Certificat de Spécialisation Agricole - Conduites de productions maraîchères  - en apprentissage,23G00021108,1.0,Apprentissage,10.0
0520028Y,BTS - Production - Environnement nucléaire,32211034303,166.0,Scolaire,15.0
0260113G,BTS - Production - Environnement nucléaire,32211034303,432.0,Scolaire,15.0
0694396D,BTS - Services - Assurance - en apprentissage,32211031311,22.0,Apprentissage,10.0
0694396D,BTS - Services - Collaborateur juriste notarial - en apprentissage,32211034502,52.0,Apprentissage,10.0
0840110N,"BTS - Agricole - Analyses biologiques, biotechnologiques, agricoles et environnementales - en apprentissage",32212022115,280.0,Apprentissage,24.0
0590122M,BTS - Services - Services et prestations des secteurs sanitaire et social - en apprentissage,32211033002,245.0,Apprentissage,12.0
0593063J,BTS - Production - Etude et réalisation d'agencement - en apprentissage,32211023305,106.0,Apprentissage,12.0
0790036K,BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage,32211022316,26.0,Apprentissage,4.0
0861360L,BTS - Production - Maintenance des matériels de construction et de manutention - en apprentissage,32211025218,34.0,Apprentissage,16.0
0450064A,BTS - Production - Bâtiment,32211023012,228.0,Scolaire,15.0
0451565G,BTS - Agricole - Aménagements paysagers,32212021401,91.0,Scolaire,24.0
0753815P,BTS - Services - Comptabilité et gestion - en apprentissage,32211031408,162.0,Apprentissage,20.0
0590111A,"Certificat de Spécialisation - Assistance, conseil, vente à distance",23K00031201,65.0,Scolaire,18.0
0160862A,BTS - Services - Gestion des transports et logistique associée - en apprentissage,32211031103,51.0,Apprentissage,6.0
0951618T,BTS - Services - Management en hôtellerie restauration - en apprentissage,32211033422,86.0,Apprentissage,24.0
0910808J,BTS - Services - Assurance - en apprentissage,32211031311,116.0,Apprentissage,15.0
0750696Z,BTS - Services - Négociation et digitalisation de la Relation Client,32211031212,2307.0,Scolaire,24.0
0650028C,Certificat de Spécialisation - Techn. en énergies renouvelables opt. b énergie thermique - en apprentissage,23K00022705,7.0,Apprentissage,10.0
0030905T,BTS - Production - Maintenance des matériels de construction et de manutention - en apprentissage,32211025218,35.0,Apprentissage,6.0
9740078S,BTS - Agricole - Gestion et protection de la nature,32212021308,276.0,Scolaire,16.0
0750691U,"BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage",32211022710,311.0,Apprentissage,8.0
0370749N,BTS - Services - Négociation et digitalisation de la Relation Client,32211031212,295.0,Scolaire,18.0
0750691U,BTS - Production - Electrotechnique - en apprentissage,32211025520,597.0,Apprentissage,10.0
0190866N,Certificat de Spécialisation Agricole - Arboriste-élagueur - en apprentissage,23G00021406,29.0,Apprentissage,10.0
0190866N,Certificat de Spécialisation Agricole - Pilote de machines de bûcheronnage - en apprentissage,23G00021006,32.0,Apprentissage,6.0
0300002P,BTS - Production - Conception des processus de réalisation de produits (1ère année commune),32211022316,45.0,Scolaire,15.0
0311177L,BTS - Services - Diététique et nutrition,32211033115,443.0,Scolaire,35.0
0311177L,BTS - Services - Economie sociale familiale,32211033206,313.0,Scolaire,70.0
0311177L,BTS - Services - Tourisme,32211033426,373.0,Scolaire,48.0
0311186W,BTS - Services - Commerce International,32211031215,626.0,Scolaire,46.0
0311186W,BTS - Services - Management Commercial Opérationnel,32211031213,546.0,Scolaire,35.0
0311186W,BTS - Services - Gestion de la PME,32211031409,153.0,Scolaire,23.0
0311213A,BTS - Services - Support à l'action managériale,32211032409,156.0,Scolaire,35.0
0311213A,BTS - Services - Management Commercial Opérationnel,32211031213,440.0,Scolaire,35.0
0311213A,BTS - Services - Gestion de la PME,32211031409,175.0,Scolaire,24.0
0311262D,"BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole, option Territoires métropolitains",32212021015,306.0,Scolaire,35.0
0311262D,BTS - Agricole - Agronomie et cultures durables,32212021115,393.0,Scolaire,35.0
0311262D,"BTS - Agricole - Analyses biologiques, biotechnologiques, agricoles et environnementales",32212022115,1046.0,Scolaire,35.0
0311270M,"BTS - Agricole - Métiers du Végétal : Alimentation, Ornement, Environnement",32212021114,36.0,Scolaire,30.0
0311323V,BTS - Services - Comptabilité et gestion,32211031408,1213.0,Scolaire,35.0
0741101V,BTS - Services - Gestion des transports et logistique associée - en apprentissage,32211031103,78.0,Apprentissage,15.0
0680008P,BTS - Services - Management Commercial Opérationnel - en apprentissage,32211031213,296.0,Apprentissage,15.0
9741090S,BTS - Agricole - Aménagements paysagers - en apprentissage,32212021401,77.0,Apprentissage,10.0
9741090S,Certificat de Spécialisation Agricole - Arboriste-élagueur - en apprentissage,23G00021406,9.0,Apprentissage,6.0
0755584M,BTS - Services - Banque  - en apprentissage,32211031313,170.0,Apprentissage,30.0
0755584M,BTS - Services - Management Commercial Opérationnel - en apprentissage,32211031213,56.0,Apprentissage,30.0
0312093G,BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage,32211020111,93.0,Apprentissage,4.0
0631068U,BTS - Production - Conception de produits industriels - en apprentissage,32211020009,28.0,Apprentissage,4.0
0631068U,BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage,32211031212,161.0,Apprentissage,8.0
0680008P,BTS - Services - Comptabilité et gestion - en apprentissage,32211031408,154.0,Apprentissage,15.0
0851403N,BTS - Services - Gestion de la PME - en apprentissage,32211031409,71.0,Apprentissage,15.0
0311586F,BTS - Services - Collaborateur juriste notarial,32211034502,776.0,Scolaire,18.0
0311586F,BTS - Services - Management Commercial Opérationnel,32211031213,3422.0,Scolaire,35.0
0311717Y,BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage,32211031212,206.0,Apprentissage,40.0
0311717Y,BTS - Services - Comptabilité et gestion - en apprentissage,32211031408,109.0,Apprentissage,40.0
0311717Y,BTS - Services - Services informatiques aux organisations - en apprentissage,32211032612,84.0,Apprentissage,40.0
0311717Y,BTS - Services - Management en hôtellerie restauration - en apprentissage,32211033422,53.0,Apprentissage,60.0
0820904M,BTS - Services - Professions immobilières,32211031312,136.0,Scolaire,12.0
0131690S,Certificat de Spécialisation Agricole - Arboriste-élagueur - en apprentissage,23G00021406,22.0,Apprentissage,14.0
0851372E,Certificat de Spécialisation Agricole - Constructions paysagères - en apprentissage,23G00021407,14.0,Apprentissage,16.0
0212109D,"BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux - en apprentissage",32211020116,67.0,Apprentissage,3.0
0641545G,"BTS - Agricole - Analyses biologiques, biotechnologiques, agricoles et environnementales",32212022115,112.0,Scolaire,18.0
0690651H,Certificat de Spécialisation - Techn. en énergies renouvelables opt. a énergie électrique - en apprentissage,23K00022704,12.0,Apprentissage,8.0
0311902Z,BTS - Services - Conseil et commercialisation de solutions techniques,32211031216,741.0,Scolaire,30.0
0311902Z,BTS - Services - Biologie médicale,32211033112,1446.0,Scolaire,30.0
0312061X,BTS - Services - Photographie,32211032325,327.0,Scolaire,30.0
0312093G,BTS - Production - Conception et Réalisation de Systèmes Automatiques,32211020111,274.0,Scolaire,30.0
0312093G,"BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux",32211020116,992.0,Scolaire,30.0
0312267W,BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image,32211032329,1620.0,Scolaire,12.0
0312267W,BTS - Services - Métiers de l'audio-visuel opt : métiers du son,32211032330,976.0,Scolaire,12.0
0312267W,BTS - Services - Métiers de l'audio-visuel opt : montage et post-production,32211032332,1369.0,Scolaire,12.0
0312267W,BTS - Services - Métiers de l'audio-visuel opt : gestion de la production,32211032328,857.0,Scolaire,12.0
0312289V,BTS - Production - Conception de produits industriels,32211020009,380.0,Scolaire,30.0
0312290W,BTS - Services - Management Commercial Opérationnel,32211031213,1436.0,Scolaire,35.0
0312290W,BTS - Services - Professions immobilières,32211031312,1374.0,Scolaire,24.0
0312330P,"BTS - Agricole - Métiers de l'élevage: développement, production et conseil - en apprentissage",32212021207,138.0,Apprentissage,20.0
0312331R,BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson - en apprentissage,32212031205,29.0,Apprentissage,6.0
0312331R,BTS - Agricole - Aménagements paysagers - en apprentissage,32212021401,255.0,Apprentissage,32.0
0312354R,BTS - Agricole - Génie des équipements agricoles,32212021007,169.0,Scolaire,30.0
0062221G,BTS - Services - Management Commercial Opérationnel - en apprentissage,32211031213,88.0,Apprentissage,30.0
0312408Z,BTS - Production - Bioanalyses en laboratoire de contrôle,32211022209,202.0,Scolaire,30.0
0312408Z,BTS - Services - Management Commercial Opérationnel,32211031213,391.0,Scolaire,35.0
0312408Z,BTS - Services - Négociation et digitalisation de la Relation Client,32211031212,471.0,Scolaire,35.0
9710067W,BTS - Production - Electrotechnique,32211025520,53.0,Scolaire,18.0
9710067W,"BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants",32211022711,46.0,Scolaire,18.0
0312686B,BTS - Production - Aéronautique,32211025303,2056.0,Scolaire,24.0
0311324W,BTS - Services - Management Commercial Opérationnel - en apprentissage,32211031213,1333.0,Apprentissage,20.0
0310032S,BTS - Services - Gestion de la PME - en apprentissage,32211031409,53.0,Apprentissage,6.0
0311902Z,BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage,32211031216,407.0,Apprentissage,10.0
0312759F,BTS - Production - Maintenance des véhicules option voitures particulières,32211025215,449.0,Scolaire,30.0
0312759F,BTS - Production - Maintenance des véhicules option véhicules de transport routier,32211025216,139.0,Scolaire,19.0
0312822Z,"BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique",32211022709,233.0,Scolaire,24.0
0312822Z,"BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants",32211022711,198.0,Scolaire,23.0
0320002D,BTS - Services - Management Commercial Opérationnel,32211031213,323.0,Scolaire,35.0
0601211R,BTS - Services - Tourisme - en apprentissage,32211033426,258.0,Apprentissage,20.0
0320030J,Certificat de Spécialisation - Technicien(ne) en réseaux électriques,23K00025508,33.0,Scolaire,15.0
0320039U,BTS - Agricole - Agronomie et cultures durables,32212021115,180.0,Scolaire,15.0
0320039U,"BTS - Agricole - QUalité, ALimentation, Innovation et Maîtrise Sanitaire (BioQUALIM) aliments et processus technologiques",32212022117,81.0,Scolaire,15.0
0320067Z,BTS - Production - Enveloppe des bâtiments : conception et réalisation,32211023205,161.0,Scolaire,15.0
0320067Z,BTS - Production - Bâtiment,32211023012,246.0,Scolaire,24.0
0320067Z,BTS - Production - Systèmes constructifs bois et habitat,32211023412,137.0,Scolaire,24.0
0320067Z,BTS - Production - Architectures en Métal : conception et Réalisation,32211025416,130.0,Scolaire,15.0
0320633P,BTS - Agricole - Gestion et protection de la nature,32212021308,238.0,Scolaire,45.0
0320677M,"BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole, option Territoires métropolitains - en apprentissage",32212021015,90.0,Apprentissage,40.0
0320749R,BTS - Agricole - Viticulture-Oenologie - en apprentissage,32212021112,55.0,Apprentissage,20.0
0320677M,"BTS - Agricole - QUalité, ALimentation, Innovation et Maîtrise Sanitaire (BioQUALIM) aliments et processus technologiques - en apprentissage",32212022117,35.0,Apprentissage,30.0
0131391S,BTS - Services - Gestion de la PME - en apprentissage,32211031409,140.0,Apprentissage,20.0
0352503F,BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage,32211031212,114.0,Apprentissage,16.0
0920680P,BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage,32211025014,332.0,Apprentissage,17.0
0632059W,BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image,32211032329,64.0,Scolaire,12.0
0352927S,BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage,32211025015,31.0,Apprentissage,16.0
0511146U,BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage,32211025215,73.0,Apprentissage,12.0
0251773S,Certificat de Spécialisation Agricole - Conduite d'un élevage bovin lait - en apprentissage,23G00021220,34.0,Apprentissage,20.0
0040011R,Certificat de Spécialisation - Technicien(ne) en soudage,23K00025406,15.0,Scolaire,12.0
0011444P,"BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole, option Territoires métropolitains - en apprentissage",32212021015,111.0,Apprentissage,20.0
0011444P,"BTS - Agricole - Métiers de l'élevage: développement, production et conseil - en apprentissage",32212021207,166.0,Apprentissage,20.0
0342225J,BTS - Services - Management en hôtellerie restauration - en apprentissage,32211033422,208.0,Apprentissage,15.0
0030124U,BTS - Services - Métiers de la coiffure - en apprentissage,32211033607,12.0,Apprentissage,6.0
0300027S,BTS - Services - Support à l'action managériale - en apprentissage,32211032409,186.0,Apprentissage,3.0
0840607D,"BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole, option Territoires métropolitains",32212021015,97.0,Scolaire,22.0
0492389F,Certificat de Spécialisation Agricole - Arboriste-élagueur - en apprentissage,23G00021406,46.0,Apprentissage,8.0
0620150B,Certificat de Spécialisation - Techn. en énergies renouvelables opt. a énergie électrique,23K00022704,2.0,Scolaire,7.0
0320030J,BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage,32211022316,20.0,Apprentissage,2.0
0330018R,BTS - Production - Bâtiment,32211023012,481.0,Scolaire,30.0
0330018R,BTS - Production - Travaux publics - en apprentissage,32211023206,228.0,Apprentissage,15.0
0340076Y,BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage,32211025415,107.0,Apprentissage,12.0
0352710F,BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage,32211031212,96.0,Apprentissage,25.0
0330027A,BTS - Services - Négociation et digitalisation de la Relation Client,32211031212,1416.0,Scolaire,35.0
0330027A,BTS - Services - Comptabilité et gestion,32211031408,643.0,Scolaire,35.0
0330027A,BTS - Services - Comptabilité et gestion - en apprentissage,32211031408,530.0,Apprentissage,18.0
0330028B,BTS - Production - Conception de produits industriels,32211020009,378.0,Scolaire,32.0
0330028B,BTS - Production - Maintenance des systèmes - option A Systèmes de production,32211025014,360.0,Scolaire,30.0
0330028B,BTS - Production - Electrotechnique,32211025520,565.0,Scolaire,62.0
0330028B,BTS - Services - Management Commercial Opérationnel,32211031213,2471.0,Scolaire,35.0
0330028B,BTS - Services - Négociation et digitalisation de la Relation Client,32211031212,2126.0,Scolaire,35.0
0330028B,BTS - Services - Comptabilité et gestion,32211031408,921.0,Scolaire,35.0
0330028B,BTS - Services - Services informatiques aux organisations,32211032612,986.0,Scolaire,64.0
0330029C,BTS - Services - Support à l'action managériale,32211032409,577.0,Scolaire,35.0
0330029C,BTS - Services - Commerce International,32211031215,3327.0,Scolaire,68.0
0330029C,BTS - Services - Négociation et digitalisation de la Relation Client,32211031212,2010.0,Scolaire,58.0
0330029C,BTS - Services - Gestion de la PME,32211031409,1099.0,Scolaire,33.0
0330088S,BTS - Services - Support à l'action managériale,32211032409,217.0,Scolaire,35.0
0330088S,BTS - Services - Management Commercial Opérationnel,32211031213,576.0,Scolaire,35.0
0330089T,BTS - Production - Maintenance des systèmes - option A Systèmes de production,32211025014,163.0,Scolaire,30.0
0330126H,BTS - Services - Support à l'action managériale,32211032409,673.0,Scolaire,35.0
0330126H,BTS - Services - Management Commercial Opérationnel -  en 3 ans - Réservé sportifs/artistes,32211031213,258.0,Scolaire,18.0
0330126H,BTS - Services - Négociation et digitalisation de la Relation Client,32211031212,1388.0,Scolaire,35.0
0330126H,BTS - Services - Gestion de la PME,32211031409,1137.0,Scolaire,35.0
0330126H,BTS - Services - Comptabilité et gestion,32211031408,716.0,Scolaire,35.0
0330126H,BTS - Services - Communication,32211032003,1933.0,Scolaire,35.0
0330135T,BTS - Production - Conception et Réalisation de Systèmes Automatiques,32211020111,236.0,Scolaire,27.0
0330135T,"BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux",32211020116,938.0,Scolaire,27.0
0330135T,BTS - Production - Métiers de la mesure,32211020115,132.0,Scolaire,27.0
0330135T,BTS - Production - Assistance technique d'ingénieur,32211025001,227.0,Scolaire,13.0
0330135T,BTS - Production - Conception des processus de réalisation de produits (1ère année commune),32211022316,204.0,Scolaire,27.0
0330135T,BTS - Production - Conception et réalisation en chaudronnerie industrielle,32211025415,185.0,Scolaire,27.0
0330135T,"BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux",32211025521,564.0,Scolaire,27.0
0790928E,Certificat de Spécialisation - Technicien(ne) en peinture aéronautique - en apprentissage,23K00025409,12.0,Apprentissage,2.0
0342189V,BTS - Services - Management Commercial Opérationnel - en apprentissage,32211031213,123.0,Apprentissage,30.0
0400018C,BTS - Services - Management Commercial Opérationnel - en apprentissage,32211031213,174.0,Apprentissage,15.0
0070031W,BTS - Services - Management opérationnel de la sécurité,32211034401,265.0,Scolaire,18.0
0212245B,BTS - Services - Management Commercial Opérationnel - en apprentissage,32211031213,214.0,Apprentissage,50.0
0212245B,BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage,32211031212,243.0,Apprentissage,50.0
0212245B,BTS - Services - Gestion de la PME - en apprentissage,32211031409,112.0,Apprentissage,50.0
