id;millesime;code_region_ij;code_region;voie;cfd;mefstat11;nb_annee_term;nb_en_emploi_12_mois;nb_en_emploi_18_mois;nb_en_emploi_24_mois;nb_en_emploi_6_mois;nb_poursuite_etudes;nb_sortant;taux_emploi_12_mois;taux_emploi_18_mois;taux_emploi_24_mois;taux_emploi_6_mois;taux_poursuite_etudes
2019_2020_10_scolaire_32221031210;2019_2020;10;11;scolaire;;32221031210;998;406;439;494;419;279;719;56;61;69;58;28
2019_2020_10_scolaire_23110023319;2019_2020;10;11;scolaire;;23110023319;6;0;0;0;0;5;1;;;;;
2019_2020_10_scolaire_23220033106;2019_2020;10;11;scolaire;;23220033106;17;2;2;2;1;13;4;;;;;
2019_2020_10_scolaire_23830022004;2019_2020;10;11;scolaire;;23830022004;96;9;12;10;11;66;30;30;40;33;37;69
2019_2020_10_scolaire_23220023317;2019_2020;10;11;scolaire;;23220023317;207;28;37;39;22;123;84;33;44;46;26;59
2019_2020_10_scolaire_23220025221;2019_2020;10;11;scolaire;;23220025221;5;0;0;0;0;4;1;;;;;
2019_2020_10_scolaire_23220033202;2019_2020;10;11;scolaire;;23220033202;92;8;18;21;6;40;52;15;35;40;12;43
2019_2020_10_scolaire_32221023412;2019_2020;10;11;scolaire;;32221023412;40;10;12;16;7;21;19;;;;;53
2019_2020_10_scolaire_23220025137;2019_2020;10;11;scolaire;;23220025137;45;1;1;1;1;34;11;;;;;76
2019_2020_10_scolaire_23220023118;2019_2020;10;11;scolaire;;23220023118;105;28;28;31;21;57;48;58;58;65;44;54
2019_2020_10_scolaire_23830033403;2019_2020;10;11;scolaire;;23830033403;766;155;171;182;139;437;329;47;52;55;42;57
2019_2020_10_scolaire_23830023407;2019_2020;10;11;scolaire;;23830023407;34;7;11;11;9;14;20;35;55;55;45;41
2019_2020_10_scolaire_32221024305;2019_2020;10;11;scolaire;;32221024305;33;12;13;17;10;7;26;46;50;65;38;21
2019_2020_10_scolaire_32221025214;2019_2020;10;11;scolaire;;32221025214;30;14;13;14;13;13;17;;;;;43
2019_2020_10_scolaire_23830025408;2019_2020;10;11;scolaire;;23830025408;261;65;63;69;54;132;129;50;49;53;42;51
2019_2020_10_scolaire_32221034304;2019_2020;10;11;scolaire;;32221034304;68;19;23;28;21;28;40;48;58;70;53;41
2019_2020_10_scolaire_23830032304;2019_2020;10;11;scolaire;;23830032304;205;37;42;49;33;99;106;35;40;46;31;48
2019_2020_10_scolaire_23220025523;2019_2020;10;11;scolaire;;23220025523;784;85;101;119;88;507;277;31;36;43;32;65
2019_2020_10_scolaire_23910024201;2019_2020;10;11;scolaire;;23910024201;45;9;11;10;8;15;30;30;37;33;27;33
2019_2020_10_scolaire_23910022701;2019_2020;10;11;scolaire;;23910022701;51;14;19;20;14;19;32;44;59;63;44;37
2019_2020_10_scolaire_23830034303;2019_2020;10;11;scolaire;;23830034303;23;2;3;6;2;8;15;;;;;35
2019_2020_10_scolaire_23220023218;2019_2020;10;11;scolaire;;23220023218;25;8;10;9;7;14;11;;;;;56
2019_2020_10_scolaire_32221022506;2019_2020;10;11;scolaire;;32221022506;8;1;4;3;3;3;5;;;;;
2019_2020_10_scolaire_23220022427;2019_2020;10;11;scolaire;;23220022427;14;1;0;1;1;12;2;;;;;
2019_2020_10_scolaire_23910025407;2019_2020;10;11;scolaire;;23910025407;13;5;3;4;1;6;7;;;;;
2019_2020_10_scolaire_23220022715;2019_2020;10;11;scolaire;;23220022715;172;32;38;33;19;99;73;44;52;45;26;58
2019_2020_10_scolaire_23220023319;2019_2020;10;11;scolaire;;23220023319;214;39;47;51;33;95;119;33;39;43;28;44
2019_2020_10_scolaire_23830025513;2019_2020;10;11;scolaire;;23830025513;566;97;131;136;85;312;254;38;52;54;33;55
2019_2020_10_scolaire_23830031202;2019_2020;10;11;scolaire;;23830031202;8224;1556;1942;2146;1401;3994;4230;37;46;51;33;49
2019_2020_10_scolaire_23110022137;2019_2020;10;11;scolaire;;23110022137;26;3;4;5;3;18;8;;;;;69
2019_2020_10_scolaire_23830032303;2019_2020;10;11;scolaire;;23830032303;828;99;102;123;78;480;348;28;29;35;22;58
2019_2020_10_scolaire_23220022139;2019_2020;10;11;scolaire;;23220022139;561;77;98;109;61;329;232;33;42;47;26;59
2019_2020_10_scolaire_23830031210;2019_2020;10;11;scolaire;;23830031210;3460;655;798;898;586;1543;1917;34;42;47;31;45
2019_2020_10_scolaire_23830025303;2019_2020;10;11;scolaire;;23830025303;116;24;27;30;19;76;40;60;68;75;48;66
2019_2020_10_scolaire_23110023324;2019_2020;10;11;scolaire;;23110023324;5;2;2;2;2;2;3;;;;;
2019_2020_10_scolaire_23110023002;2019_2020;10;11;scolaire;;23110023002;18;6;8;9;4;1;17;;;;;
2019_2020_10_scolaire_23110022363;2019_2020;10;11;scolaire;;23110022363;13;4;4;5;4;8;5;;;;;
2019_2020_10_scolaire_23220024006;2019_2020;10;11;scolaire;;23220024006;20;0;2;3;0;7;13;;;;;35
2019_2020_10_scolaire_32221033414;2019_2020;10;11;scolaire;;32221033414;158;57;60;78;61;59;99;58;61;79;62;37
2019_2020_10_scolaire_23220023217;2019_2020;10;11;scolaire;;23220023217;139;34;38;39;28;57;82;41;46;48;34;41
2019_2020_10_scolaire_23220023441;2019_2020;10;11;scolaire;;23220023441;329;42;56;61;37;191;138;30;41;44;27;58
2019_2020_10_scolaire_23220024127;2019_2020;10;11;scolaire;;23220024127;52;6;9;8;7;29;23;26;39;35;30;56
2019_2020_10_scolaire_23220025521;2019_2020;10;11;scolaire;;23220025521;13;1;1;1;1;7;6;;;;;
2019_2020_10_scolaire_23220023115;2019_2020;10;11;scolaire;;23220023115;12;0;1;0;0;10;2;;;;;
2019_2020_10_scolaire_23220025524;2019_2020;10;11;scolaire;;23220025524;824;90;110;127;51;548;276;33;40;46;18;67
2019_2020_10_scolaire_32221022709;2019_2020;10;11;scolaire;;32221022709;197;73;78;90;66;77;120;61;65;75;55;39
2019_2020_10_scolaire_23110032307;2019_2020;10;11;scolaire;;23110032307;24;4;9;8;5;3;21;19;43;38;24;13
2019_2020_10_scolaire_23830024301;2019_2020;10;11;scolaire;;23830024301;15;2;5;4;3;6;9;;;;;
2019_2020_10_scolaire_32221022208;2019_2020;10;11;scolaire;;32221022208;288;72;81;91;67;143;145;50;56;63;46;50
2019_2020_10_scolaire_23830033003;2019_2020;10;11;scolaire;;23830033003;345;58;64;74;41;208;137;42;47;54;30;60
2019_2020_10_scolaire_32221023411;2019_2020;10;11;scolaire;;32221023411;66;28;33;34;30;19;47;60;70;72;64;29
2019_2020_10_scolaire_32221033103;2019_2020;10;11;scolaire;;32221033103;242;74;79;86;71;69;173;43;46;50;41;29
2019_2020_10_scolaire_23910033413;2019_2020;10;11;scolaire;;23910033413;73;23;22;25;20;31;42;55;52;60;48;42
2019_2020_10_scolaire_32221033001;2019_2020;10;11;scolaire;;32221033001;615;230;236;251;220;195;420;55;56;60;52;32
2019_2020_10_scolaire_23910022109;2019_2020;10;11;scolaire;;23910022109;19;11;10;10;8;6;13;;;;;
2019_2020_10_scolaire_32221033604;2019_2020;10;11;scolaire;;32221033604;74;39;34;41;40;18;56;70;61;73;71;24
2019_2020_10_scolaire_32221025215;2019_2020;10;11;scolaire;;32221025215;249;101;102;105;91;87;162;62;63;65;56;35
2019_2020_10_scolaire_23220031218;2019_2020;10;11;scolaire;;23220031218;22;0;0;2;1;14;8;;;;;64
2019_2020_10_scolaire_23220032307;2019_2020;10;11;scolaire;;23220032307;23;2;2;4;2;17;6;;;;;74
2019_2020_10_scolaire_23830022402;2019_2020;10;11;scolaire;;23830022402;21;14;15;15;13;2;19;;;;;10
2019_2020_10_scolaire_32221020113;2019_2020;10;11;scolaire;;32221020113;72;17;21;25;16;42;30;57;70;83;53;58
2019_2020_10_scolaire_23830034304;2019_2020;10;11;scolaire;;23830034304;127;22;35;35;26;56;71;31;49;49;37;44
2019_2020_10_scolaire_23830031206;2019_2020;10;11;scolaire;;23830031206;3528;644;761;861;562;1784;1744;37;44;49;32;51
2019_2020_10_scolaire_23830025219;2019_2020;10;11;scolaire;;23830025219;26;5;5;5;5;16;10;;;;;62
2019_2020_10_scolaire_23110033204;2019_2020;10;11;scolaire;;23110033204;40;9;10;13;9;11;29;31;34;45;31;28
2019_2020_10_scolaire_23220032227;2019_2020;10;11;scolaire;;23220032227;219;12;15;14;8;159;60;20;25;23;13;73
2019_2020_10_scolaire_23830033103;2019_2020;10;11;scolaire;;23830033103;36;9;9;10;6;20;16;;;;;56
2019_2020_10_scolaire_23110031117;2019_2020;10;11;scolaire;;23110031117;34;29;29;27;27;0;34;85;85;79;79;0
2019_2020_10_scolaire_23220022361;2019_2020;10;11;scolaire;;23220022361;55;1;1;0;0;54;1;;;;;98
2019_2020_10_scolaire_23910025309;2019_2020;10;11;scolaire;;23910025309;8;5;5;6;4;1;7;;;;;
2019_2020_10_scolaire_32221025415;2019_2020;10;11;scolaire;;32221025415;49;19;24;24;17;10;39;49;62;62;44;20
2019_2020_10_scolaire_23830022503;2019_2020;10;11;scolaire;;23830022503;32;4;6;6;2;15;17;;;;;47
2019_2020_10_scolaire_23110022133;2019_2020;10;11;scolaire;;23110022133;25;11;12;17;13;3;22;50;55;77;59;12
2019_2020_10_scolaire_32221020008;2019_2020;10;11;scolaire;;32221020008;541;230;254;269;212;145;396;58;64;68;54;27
2019_2020_10_scolaire_32221022312;2019_2020;10;11;scolaire;;32221022312;21;10;10;10;6;8;13;;;;;38
2019_2020_10_scolaire_23831022107;2019_2020;10;11;scolaire;;23831022107;32;12;12;10;7;10;22;55;55;45;32;31
2019_2020_10_scolaire_23110025433;2019_2020;10;11;scolaire;;23110025433;60;21;19;23;19;12;48;44;40;48;40;20
2019_2020_10_scolaire_23830023205;2019_2020;10;11;scolaire;;23830023205;14;4;3;3;2;8;6;;;;;
2019_2020_10_scolaire_23110022362;2019_2020;10;11;scolaire;;23110022362;29;14;17;18;15;9;20;70;85;90;75;31
2019_2020_10_scolaire_23831021111;2019_2020;10;11;scolaire;;23831021111;18;4;6;7;4;5;13;;;;;
2019_2020_10_scolaire_23220031215;2019_2020;10;11;scolaire;;23220031215;176;14;28;29;13;94;82;17;34;35;16;53
2019_2020_10_scolaire_23220032225;2019_2020;10;11;scolaire;;23220032225;19;2;1;3;0;16;3;;;;;
2019_2020_10_scolaire_32221022710;2019_2020;10;11;scolaire;;32221022710;124;46;53;57;43;40;84;55;63;68;51;32
2019_2020_10_scolaire_32331033105;2019_2020;10;11;scolaire;;32331033105;42;28;28;30;28;7;35;80;80;86;80;17
2019_2020_10_scolaire_32221032210;2019_2020;10;11;scolaire;;32221032210;118;33;35;38;33;44;74;45;47;51;45;37
2019_2020_10_scolaire_23220033615;2019_2020;10;11;scolaire;;23220033615;137;11;24;25;5;82;55;20;44;45;9;60
2019_2020_10_scolaire_32221032409;2019_2020;10;11;scolaire;;32221032409;987;342;401;421;293;351;636;54;63;66;46;36
2019_2020_10_scolaire_23830031107;2019_2020;10;11;scolaire;;23830031107;165;92;99;100;74;35;130;71;76;77;57;21
2019_2020_10_scolaire_23220032228;2019_2020;10;11;scolaire;;23220032228;14;1;1;1;0;12;2;;;;;
2019_2020_10_scolaire_23220022420;2019_2020;10;11;scolaire;;23220022420;16;1;0;1;2;12;4;;;;;
2019_2020_10_scolaire_32221022104;2019_2020;10;11;scolaire;;32221022104;218;36;41;38;32;117;101;36;41;38;32;54
2019_2020_10_scolaire_32221024110;2019_2020;10;11;scolaire;;32221024110;81;3;2;6;2;67;14;;;;;83
2019_2020_10_scolaire_23830025509;2019_2020;10;11;scolaire;;23830025509;375;71;82;103;70;179;196;36;42;53;36;48
2019_2020_10_scolaire_23220025126;2019_2020;10;11;scolaire;;23220025126;34;2;2;2;2;27;7;;;;;79
2019_2020_10_scolaire_23830022003;2019_2020;10;11;scolaire;;23830022003;55;6;6;8;4;35;20;30;30;40;20;64
2019_2020_10_scolaire_32221032325;2019_2020;10;11;scolaire;;32221032325;92;21;28;32;19;19;73;29;38;44;26;21
2019_2020_10_scolaire_32221032329;2019_2020;10;11;scolaire;;32221032329;47;9;6;9;6;22;25;36;24;36;24;47
2019_2020_10_scolaire_32221025010;2019_2020;10;11;scolaire;;32221025010;294;118;136;137;97;86;208;57;65;66;47;29
2019_2020_10_scolaire_32221031311;2019_2020;10;11;scolaire;;32221031311;190;53;55;58;52;108;82;65;67;71;63;57
2019_2020_10_scolaire_23220023439;2019_2020;10;11;scolaire;;23220023439;32;4;5;5;3;18;14;;;;;56
2019_2020_10_scolaire_23830033102;2019_2020;10;11;scolaire;;23830033102;69;16;15;19;12;39;30;53;50;63;40;57
2019_2020_10_scolaire_23830023005;2019_2020;10;11;scolaire;;23830023005;314;32;43;50;33;209;105;30;41;48;31;67
2019_2020_10_scolaire_32221023107;2019_2020;10;11;scolaire;;32221023107;156;53;54;64;53;67;89;60;61;72;60;43
2019_2020_10_scolaire_32221025005;2019_2020;10;11;scolaire;;32221025005;331;98;104;106;91;148;183;54;57;58;50;45
2019_2020_10_scolaire_23830023404;2019_2020;10;11;scolaire;;23830023404;38;7;8;9;8;23;15;;;;;61
2019_2020_10_scolaire_23830025215;2019_2020;10;11;scolaire;;23830025215;40;14;12;12;10;18;22;64;55;55;45;45
2019_2020_10_scolaire_32221022317;2019_2020;10;11;scolaire;;32221022317;179;48;55;60;49;78;101;48;54;59;49;44
2019_2020_10_scolaire_23110024242;2019_2020;10;11;scolaire;;23110024242;15;7;6;5;9;1;14;;;;;
2019_2020_10_scolaire_32111032002;2019_2020;10;11;scolaire;;32111032002;30;9;14;18;11;5;25;36;56;72;44;17
2019_2020_10_scolaire_32221033204;2019_2020;10;11;scolaire;;32221033204;874;234;254;282;233;406;468;50;54;60;50;46
2019_2020_10_scolaire_23830022403;2019_2020;10;11;scolaire;;23830022403;25;4;8;10;5;10;15;;;;;40
2019_2020_10_scolaire_23910025312;2019_2020;10;11;scolaire;;23910025312;11;4;4;4;5;4;7;;;;;
2019_2020_10_scolaire_32221025416;2019_2020;10;11;scolaire;;32221025416;13;4;5;4;3;7;6;;;;;
2019_2020_10_scolaire_32221031102;2019_2020;10;11;scolaire;;32221031102;253;117;112;125;112;60;193;61;58;65;58;24
2019_2020_10_scolaire_32221025408;2019_2020;10;11;scolaire;;32221025408;12;7;6;7;7;2;10;;;;;
2019_2020_10_scolaire_23220023322;2019_2020;10;11;scolaire;;23220023322;45;7;10;8;4;26;19;;;;;58
2019_2020_10_scolaire_32221022103;2019_2020;10;11;scolaire;;32221022103;117;38;38;36;37;65;52;73;73;69;71;56
2019_2020_10_scolaire_23830025304;2019_2020;10;11;scolaire;;23830025304;42;13;15;20;10;12;30;43;50;67;33;29
2019_2020_10_scolaire_23220025222;2019_2020;10;11;scolaire;;23220025222;20;4;3;5;2;12;8;;;;;60
2019_2020_10_scolaire_32221033603;2019_2020;10;11;scolaire;;32221033603;48;21;24;22;22;17;31;68;77;71;71;35
2019_2020_10_scolaire_23830032206;2019_2020;10;11;scolaire;;23830032206;47;5;8;8;7;28;19;;;;;60
2019_2020_10_scolaire_23830022302;2019_2020;10;11;scolaire;;23830022302;12;1;1;3;2;8;4;;;;;
2019_2020_10_scolaire_23830032207;2019_2020;10;11;scolaire;;23830032207;274;23;28;33;21;169;105;22;27;31;20;62
2019_2020_10_scolaire_23220025223;2019_2020;10;11;scolaire;;23220025223;96;7;14;15;8;55;41;17;34;37;20;57
2019_2020_10_scolaire_23830025107;2019_2020;10;11;scolaire;;23830025107;28;4;4;3;4;20;8;;;;;71
2019_2020_10_scolaire_32221032610;2019_2020;10;11;scolaire;;32221032610;771;217;243;275;190;352;419;52;58;66;45;46
2019_2020_10_scolaire_23830025409;2019_2020;10;11;scolaire;;23830025409;290;52;50;58;39;175;115;45;43;50;34;60
2019_2020_10_scolaire_23221021130;2019_2020;10;11;scolaire;;23221021130;46;4;3;5;1;24;22;18;14;23;5;52
2019_2020_10_scolaire_23830023304;2019_2020;10;11;scolaire;;23830023304;137;30;30;38;28;49;88;34;34;43;32;36
2019_2020_10_scolaire_23220031217;2019_2020;10;11;scolaire;;23220031217;24;1;4;9;3;10;14;;;;;42
2019_2020_10_scolaire_32221022318;2019_2020;10;11;scolaire;;32221022318;92;23;27;30;21;40;52;44;52;58;40;43
2019_2020_10_scolaire_32221033415;2019_2020;10;11;scolaire;;32221033415;154;60;56;69;59;60;94;64;60;73;63;39
2019_2020_10_scolaire_23220023442;2019_2020;10;11;scolaire;;23220023442;38;5;8;6;3;23;15;;;;;61
2019_2020_10_scolaire_23830022704;2019_2020;10;11;scolaire;;23830022704;471;112;119;131;80;253;218;51;55;60;37;54
2019_2020_10_scolaire_23830033002;2019_2020;10;11;scolaire;;23830033002;1329;216;269;304;199;638;691;31;39;44;29;48
2019_2020_10_scolaire_23831022105;2019_2020;10;11;scolaire;;23831022105;71;6;12;12;5;39;32;19;38;38;16;55
2019_2020_10_scolaire_23830023102;2019_2020;10;11;scolaire;;23830023102;70;9;12;15;10;43;27;33;44;56;37;61
2019_2020_10_scolaire_23910031101;2019_2020;10;11;scolaire;;23910031101;6;0;0;0;0;0;6;;;;;
2019_2020_10_scolaire_32221034501;2019_2020;10;11;scolaire;;32221034501;295;107;127;129;103;128;167;64;76;77;62;43
2019_2020_10_scolaire_23831021405;2019_2020;10;11;scolaire;;23831021405;52;6;6;8;5;32;20;30;30;40;25;62
2019_2020_10_scolaire_23830025406;2019_2020;10;11;scolaire;;23830025406;123;32;30;38;34;48;75;43;40;51;45;39
2019_2020_10_scolaire_32221033423;2019_2020;10;11;scolaire;;32221033423;131;51;50;57;33;58;73;70;68;78;45;44
2019_2020_10_scolaire_32221033110;2019_2020;10;11;scolaire;;32221033110;6;4;4;4;4;1;5;;;;;
2019_2020_10_scolaire_23110033412;2019_2020;10;11;scolaire;;23110033412;9;1;2;1;1;4;5;;;;;
2019_2020_10_scolaire_32221032326;2019_2020;10;11;scolaire;;32221032326;255;23;25;37;23;171;84;27;30;44;27;67
2019_2020_10_scolaire_32221033607;2019_2020;10;11;scolaire;;32221033607;14;9;9;9;7;2;12;;;;;
2019_2020_10_scolaire_32221032330;2019_2020;10;11;scolaire;;32221032330;41;16;14;17;15;11;30;53;47;57;50;27
2019_2020_10_scolaire_32221032208;2019_2020;10;11;scolaire;;32221032208;50;9;6;11;10;28;22;41;27;50;45;56
2019_2020_10_scolaire_32221025411;2019_2020;10;11;scolaire;;32221025411;38;8;6;8;6;17;21;38;29;38;29;45
2019_2020_10_scolaire_32221025515;2019_2020;10;11;scolaire;;32221025515;1012;388;427;462;351;330;682;57;63;68;51;33
2019_2020_10_scolaire_32221023010;2019_2020;10;11;scolaire;;32221023010;174;66;67;72;67;82;92;72;73;78;73;47
2019_2020_10_scolaire_23110022361;2019_2020;10;11;scolaire;;23110022361;29;;;;;29;;;;;;100
2019_2020_10_scolaire_23220034301;2019_2020;10;11;scolaire;;23220034301;14;;;;;14;;;;;;
2019_2020_10_scolaire_23220024319;2019_2020;10;11;scolaire;;23220024319;5;;;;;5;;;;;;
2019_2020_10_scolaire_23220022201;2019_2020;10;11;scolaire;;23220022201;12;;;;;12;;;;;;
2019_2020_10_scolaire_23220023116;2019_2020;10;11;scolaire;;23220023116;1;;;;;;;;;;;
2019_2020_10_scolaire_23110022140;2019_2020;10;11;scolaire;;23110022140;4;;;;;;;;;;;
2019_2020_10_scolaire_23910023306;2019_2020;10;11;scolaire;;23910023306;4;;;;;;;;;;;
2019_2020_10_scolaire_23220023440;2019_2020;10;11;scolaire;;23220023440;2;;;;;;;;;;;
2019_2020_10_scolaire_23110031120;2019_2020;10;11;scolaire;;23110031120;4;;;;;;;;;;;
2019_2020_10_scolaire_23910022110;2019_2020;10;11;scolaire;;23910022110;2;;;;;;;;;;;
2019_2020_10_scolaire_23110022130;2019_2020;10;11;scolaire;;23110022130;1;;;;;;;;;;;
2019_2020_10_scolaire_23110024316;2019_2020;10;11;scolaire;;23110024316;3;;;;;;;;;;;
2019_2020_10_scolaire_23110022129;2019_2020;10;11;scolaire;;23110022129;1;;;;;;;;;;;
2019_2020_10_scolaire_23220022137;2019_2020;10;11;scolaire;;23220022137;2;;;;;;;;;;;
2019_2020_10_apprentissage_32020008;2019_2020;10;11;apprentissage;32020008;;162;67;65;71;57;73;89;75;73;80;64;45
2019_2020_10_apprentissage_32020009;2019_2020;10;11;apprentissage;32020009;;103;34;40;42;31;51;52;65;77;81;60;50
2019_2020_10_apprentissage_32020111;2019_2020;10;11;apprentissage;32020111;;53;18;23;21;17;28;25;72;92;84;68;53
2019_2020_10_apprentissage_32020112;2019_2020;10;11;apprentissage;32020112;;149;47;54;53;42;69;80;59;68;66;53;46
2019_2020_10_apprentissage_32020113;2019_2020;10;11;apprentissage;32020113;;18;6;6;7;5;6;12;;;;;
2019_2020_10_apprentissage_32020114;2019_2020;10;11;apprentissage;32020114;;21;8;6;7;6;10;11;;;;;48
2019_2020_10_apprentissage_32022002;2019_2020;10;11;apprentissage;32022002;;25;7;7;8;5;15;10;;;;;60
2019_2020_10_apprentissage_32022003;2019_2020;10;11;apprentissage;32022003;;5;2;3;2;2;1;4;;;;;
2019_2020_10_apprentissage_32022207;2019_2020;10;11;apprentissage;32022207;;28;12;14;12;16;8;20;60;70;60;80;29
2019_2020_10_apprentissage_32022208;2019_2020;10;11;apprentissage;32022208;;54;10;11;14;9;37;17;;;;;69
2019_2020_10_apprentissage_32022317;2019_2020;10;11;apprentissage;32022317;;163;76;78;90;75;47;116;66;67;78;65;29
2019_2020_10_apprentissage_32022506;2019_2020;10;11;apprentissage;32022506;;5;3;3;4;2;1;4;;;;;
2019_2020_10_apprentissage_32022709;2019_2020;10;11;apprentissage;32022709;;156;59;67;67;56;70;86;69;78;78;65;45
2019_2020_10_apprentissage_32022710;2019_2020;10;11;apprentissage;32022710;;74;25;25;30;26;39;35;71;71;86;74;53
2019_2020_10_apprentissage_32022711;2019_2020;10;11;apprentissage;32022711;;142;51;57;59;48;71;71;72;80;83;68;50
2019_2020_10_apprentissage_32023010;2019_2020;10;11;apprentissage;32023010;;148;73;71;71;64;59;89;82;80;80;72;40
2019_2020_10_apprentissage_32023011;2019_2020;10;11;apprentissage;32023011;;7;2;2;2;2;4;3;;;;;
2019_2020_10_apprentissage_32023012;2019_2020;10;11;apprentissage;32023012;;160;82;88;90;81;52;108;76;81;83;75;33
2019_2020_10_apprentissage_32023107;2019_2020;10;11;apprentissage;32023107;;148;83;83;82;84;44;104;80;80;79;81;30
2019_2020_10_apprentissage_32023108;2019_2020;10;11;apprentissage;32023108;;84;42;43;47;39;24;60;70;72;78;65;29
2019_2020_10_apprentissage_32023205;2019_2020;10;11;apprentissage;32023205;;31;16;15;16;16;11;20;80;75;80;80;35
2019_2020_10_apprentissage_32023304;2019_2020;10;11;apprentissage;32023304;;15;9;9;8;8;4;11;;;;;
2019_2020_10_apprentissage_32023412;2019_2020;10;11;apprentissage;32023412;;22;15;14;13;12;2;20;75;70;65;60;9
2019_2020_10_apprentissage_32025001;2019_2020;10;11;apprentissage;32025001;;156;44;52;49;44;77;79;56;66;62;56;49
2019_2020_10_apprentissage_32025007;2019_2020;10;11;apprentissage;32025007;;165;91;96;100;90;40;125;73;77;80;72;24
2019_2020_10_apprentissage_32025008;2019_2020;10;11;apprentissage;32025008;;85;34;40;42;37;34;51;67;78;82;73;40
2019_2020_10_apprentissage_32025010;2019_2020;10;11;apprentissage;32025010;;204;109;112;112;99;60;144;76;78;78;69;29
2019_2020_10_apprentissage_32025011;2019_2020;10;11;apprentissage;32025011;;101;57;57;60;53;34;67;85;85;90;79;34
2019_2020_10_apprentissage_32025213;2019_2020;10;11;apprentissage;32025213;;12;10;10;11;11;1;11;;;;;
2019_2020_10_apprentissage_32025214;2019_2020;10;11;apprentissage;32025214;;20;11;10;12;10;3;17;;;;;15
2019_2020_10_apprentissage_32025215;2019_2020;10;11;apprentissage;32025215;;254;144;150;150;138;64;190;76;79;79;73;25
2019_2020_10_apprentissage_32025216;2019_2020;10;11;apprentissage;32025216;;108;65;62;63;60;29;79;82;78;80;76;27
2019_2020_10_apprentissage_32025217;2019_2020;10;11;apprentissage;32025217;;42;22;18;23;23;13;29;76;62;79;79;31
2019_2020_10_apprentissage_32025218;2019_2020;10;11;apprentissage;32025218;;16;12;13;13;8;0;16;;;;;
2019_2020_10_apprentissage_32025302;2019_2020;10;11;apprentissage;32025302;;71;34;34;37;26;24;47;72;72;79;55;34
2019_2020_10_apprentissage_32025410;2019_2020;10;11;apprentissage;32025410;;43;20;21;26;16;11;32;63;66;81;50;26
2019_2020_10_apprentissage_32025415;2019_2020;10;11;apprentissage;32025415;;48;19;22;23;17;16;32;59;69;72;53;33
2019_2020_10_apprentissage_32025515;2019_2020;10;11;apprentissage;32025515;;772;420;425;435;401;228;544;77;78;80;74;30
2019_2020_10_apprentissage_32025516;2019_2020;10;11;apprentissage;32025516;;58;21;26;26;20;24;34;62;76;76;59;41
2019_2020_10_apprentissage_32031102;2019_2020;10;11;apprentissage;32031102;;200;95;102;106;91;57;143;66;71;74;64;29
2019_2020_10_apprentissage_32031209;2019_2020;10;11;apprentissage;32031209;;1863;784;859;901;739;610;1253;63;69;72;59;33
2019_2020_10_apprentissage_32031210;2019_2020;10;11;apprentissage;32031210;;594;271;276;295;273;197;397;68;70;74;69;33
2019_2020_10_apprentissage_32031211;2019_2020;10;11;apprentissage;32031211;;129;48;47;48;46;53;76;63;62;63;61;41
2019_2020_10_apprentissage_32031212;2019_2020;10;11;apprentissage;32031212;;556;189;195;204;175;269;287;66;68;71;61;48
2019_2020_10_apprentissage_32031309;2019_2020;10;11;apprentissage;32031309;;392;191;187;187;186;127;265;72;71;71;70;32
2019_2020_10_apprentissage_32031310;2019_2020;10;11;apprentissage;32031310;;90;35;44;44;34;30;60;58;73;73;57;33
2019_2020_10_apprentissage_32031311;2019_2020;10;11;apprentissage;32031311;;290;72;77;77;75;185;105;69;73;73;71;64
2019_2020_10_apprentissage_32031407;2019_2020;10;11;apprentissage;32031407;;412;187;210;223;202;93;319;59;66;70;63;23
2019_2020_10_apprentissage_32031408;2019_2020;10;11;apprentissage;32031408;;980;344;370;377;349;459;521;66;71;72;67;47
2019_2020_10_apprentissage_32031409;2019_2020;10;11;apprentissage;32031409;;429;169;179;182;147;171;258;66;69;71;57;40
2019_2020_10_apprentissage_32032002;2019_2020;10;11;apprentissage;32032002;;253;84;93;107;75;107;146;58;64;73;51;42
2019_2020_10_apprentissage_32032208;2019_2020;10;11;apprentissage;32032208;;41;11;10;11;10;25;16;;;;;61
2019_2020_10_apprentissage_32032210;2019_2020;10;11;apprentissage;32032210;;26;7;9;10;5;9;17;;;;;35
2019_2020_10_apprentissage_32032211;2019_2020;10;11;apprentissage;32032211;;27;15;15;15;11;7;20;75;75;75;55;26
2019_2020_10_apprentissage_32032326;2019_2020;10;11;apprentissage;32032326;;100;34;34;36;28;37;63;54;54;57;44;37
2019_2020_10_apprentissage_32032327;2019_2020;10;11;apprentissage;32032327;;130;31;30;30;29;61;69;45;43;43;42;47
2019_2020_10_apprentissage_32032328;2019_2020;10;11;apprentissage;32032328;;4;;;;;;;;;;;
2019_2020_10_apprentissage_32032329;2019_2020;10;11;apprentissage;32032329;;14;4;3;6;3;3;11;;;;;
2019_2020_10_apprentissage_32032330;2019_2020;10;11;apprentissage;32032330;;24;10;8;12;11;9;15;;;;;38
2019_2020_10_apprentissage_32032331;2019_2020;10;11;apprentissage;32032331;;31;17;17;20;19;8;23;74;74;87;83;26
2019_2020_10_apprentissage_32032332;2019_2020;10;11;apprentissage;32032332;;38;10;12;14;11;12;26;38;46;54;42;32
