id;millesime;code_region_ij;code_region;voie;cfd;mefstat11;nb_annee_term;nb_en_emploi_12_mois;nb_en_emploi_18_mois;nb_en_emploi_24_mois;nb_en_emploi_6_mois;nb_poursuite_etudes;nb_sortant;taux_emploi_12_mois;taux_emploi_18_mois;taux_emploi_24_mois;taux_emploi_6_mois;taux_poursuite_etudes
2021_2022_14_scolaire_23220025219;2021_2022;14;28;scolaire;;23220025219;14;3;;;2;8;6;;;;;
2021_2022_14_scolaire_23220025222;2021_2022;14;28;scolaire;;23220025222;38;4;;;2;20;18;;;;;53
2021_2022_14_scolaire_23220023439;2021_2022;14;28;scolaire;;23220023439;5;2;;;2;2;3;;;;;
2021_2022_14_scolaire_23830025215;2021_2022;14;28;scolaire;;23830025215;73;27;;;23;31;42;64;;;55;42
2021_2022_14_scolaire_23220023311;2021_2022;14;28;scolaire;;23220023311;6;1;;;1;2;4;;;;;
2021_2022_14_scolaire_32221025213;2021_2022;14;28;scolaire;;32221025213;54;34;;;30;17;37;92;;;81;31
2021_2022_14_scolaire_23830023408;2021_2022;14;28;scolaire;;23830023408;47;4;;;4;38;9;;;;;81
2021_2022_14_scolaire_23220031224;2021_2022;14;28;scolaire;;23220031224;322;41;;;25;166;156;26;;;16;52
2021_2022_14_scolaire_23830034304;2021_2022;14;28;scolaire;;23830034304;161;47;;;48;42;119;39;;;40;26
2021_2022_14_scolaire_23830032304;2021_2022;14;28;scolaire;;23830032304;43;12;;;9;12;31;39;;;29;28
2021_2022_14_scolaire_23220023324;2021_2022;14;28;scolaire;;23220023324;9;0;;;0;6;3;;;;;
2021_2022_14_scolaire_23830023405;2021_2022;14;28;scolaire;;23830023405;173;61;;;51;73;100;61;;;51;42
2021_2022_14_scolaire_23910025003;2021_2022;14;28;scolaire;;23910025003;16;10;;;8;1;15;;;;;
2021_2022_14_scolaire_32221033603;2021_2022;14;28;scolaire;;32221033603;52;41;;;36;10;42;98;;;86;19
2021_2022_14_scolaire_32221032329;2021_2022;14;28;scolaire;;32221032329;11;4;;;1;5;6;;;;;
2021_2022_14_scolaire_23220033204;2021_2022;14;28;scolaire;;23220033204;115;15;;;17;59;56;27;;;30;51
2021_2022_14_scolaire_23830023004;2021_2022;14;28;scolaire;;23830023004;181;15;;;11;152;29;52;;;38;84
2021_2022_14_scolaire_23830025220;2021_2022;14;28;scolaire;;23830025220;41;12;;;10;27;14;;;;;66
2021_2022_14_scolaire_32221031103;2021_2022;14;28;scolaire;;32221031103;29;22;;;22;2;27;81;;;81;7
2021_2022_14_scolaire_32221032327;2021_2022;14;28;scolaire;;32221032327;14;4;;;0;9;5;;;;;
2021_2022_14_scolaire_23830025216;2021_2022;14;28;scolaire;;23830025216;28;7;;;6;15;13;;;;;54
2021_2022_14_scolaire_23220023217;2021_2022;14;28;scolaire;;23220023217;94;22;;;17;39;55;40;;;31;41
2021_2022_14_scolaire_23830023005;2021_2022;14;28;scolaire;;23830023005;65;16;;;8;43;22;73;;;36;66
2021_2022_14_scolaire_23830023203;2021_2022;14;28;scolaire;;23830023203;95;25;;;22;48;47;53;;;47;51
2021_2022_14_scolaire_32221023108;2021_2022;14;28;scolaire;;32221023108;60;28;;;23;15;45;62;;;51;25
2021_2022_14_scolaire_23830025408;2021_2022;14;28;scolaire;;23830025408;123;36;;;31;55;68;53;;;46;45
2021_2022_14_scolaire_32221033423;2021_2022;14;28;scolaire;;32221033423;85;31;;;34;35;50;62;;;68;41
2021_2022_14_scolaire_32221025216;2021_2022;14;28;scolaire;;32221025216;18;15;;;15;2;16;;;;;
2021_2022_14_scolaire_32221025520;2021_2022;14;28;scolaire;;32221025520;117;62;;;50;37;80;78;;;62;32
2021_2022_14_scolaire_32221023107;2021_2022;14;28;scolaire;;32221023107;55;25;;;25;23;32;78;;;78;42
2021_2022_14_scolaire_32221031409;2021_2022;14;28;scolaire;;32221031409;645;251;;;242;241;404;62;;;60;37
2021_2022_14_scolaire_32221022317;2021_2022;14;28;scolaire;;32221022317;119;48;;;33;44;75;64;;;44;37
2021_2022_14_scolaire_32221025010;2021_2022;14;28;scolaire;;32221025010;128;72;;;62;28;100;72;;;62;22
2021_2022_14_scolaire_23831021114;2021_2022;14;28;scolaire;;23831021114;33;9;;;5;16;17;;;;;48
2021_2022_14_scolaire_32221025218;2021_2022;14;28;scolaire;;32221025218;23;15;;;16;6;17;;;;;26
2021_2022_14_scolaire_32221032326;2021_2022;14;28;scolaire;;32221032326;13;2;;;2;8;5;;;;;
2021_2022_14_scolaire_32221034304;2021_2022;14;28;scolaire;;32221034304;26;10;;;8;8;18;;;;;31
2021_2022_14_scolaire_32221031309;2021_2022;14;28;scolaire;;32221031309;156;68;;;63;59;97;70;;;65;38
2021_2022_14_scolaire_23830022105;2021_2022;14;28;scolaire;;23830022105;127;16;;;13;102;25;64;;;52;80
2021_2022_14_scolaire_32221033604;2021_2022;14;28;scolaire;;32221033604;28;18;;;17;4;24;75;;;71;14
2021_2022_14_scolaire_23830023303;2021_2022;14;28;scolaire;;23830023303;18;5;;;5;10;8;;;;;
2021_2022_14_scolaire_23110033412;2021_2022;14;28;scolaire;;23110033412;18;7;;;4;3;15;;;;;
2021_2022_14_scolaire_32221023305;2021_2022;14;28;scolaire;;32221023305;55;22;;;17;23;32;69;;;53;42
2021_2022_14_scolaire_23110024242;2021_2022;14;28;scolaire;;23110024242;19;4;;;3;12;7;;;;;
2021_2022_14_scolaire_32221031211;2021_2022;14;28;scolaire;;32221031211;261;63;;;51;163;98;64;;;52;62
2021_2022_14_scolaire_23830022703;2021_2022;14;28;scolaire;;23830022703;76;18;;;14;47;29;62;;;48;62
2021_2022_14_scolaire_32221032328;2021_2022;14;28;scolaire;;32221032328;11;3;;;4;4;7;;;;;
2021_2022_14_scolaire_23220025437;2021_2022;14;28;scolaire;;23220025437;54;8;;;3;27;27;30;;;11;50
2021_2022_14_scolaire_23910022105;2021_2022;14;28;scolaire;;23910022105;31;24;;;21;4;27;89;;;78;13
2021_2022_14_scolaire_23830034403;2021_2022;14;28;scolaire;;23830034403;222;95;;;89;75;147;65;;;61;34
2021_2022_14_scolaire_23221021130;2021_2022;14;28;scolaire;;23221021130;31;8;;;5;10;21;38;;;24;32
2021_2022_14_scolaire_23830031212;2021_2022;14;28;scolaire;;23830031212;272;51;;;37;167;105;49;;;35;61
2021_2022_14_scolaire_23220023220;2021_2022;14;28;scolaire;;23220023220;6;2;;;2;1;5;;;;;
2021_2022_14_scolaire_32221032002;2021_2022;14;28;scolaire;;32221032002;199;62;;;44;107;92;67;;;48;54
2021_2022_14_scolaire_23220033616;2021_2022;14;28;scolaire;;23220033616;128;9;;;7;85;43;21;;;16;66
2021_2022_14_scolaire_32221023411;2021_2022;14;28;scolaire;;32221023411;18;12;;;9;2;16;;;;;
2021_2022_14_scolaire_23830023003;2021_2022;14;28;scolaire;;23830023003;26;8;;;6;13;13;;;;;50
2021_2022_14_scolaire_23220031217;2021_2022;14;28;scolaire;;23220031217;9;1;;;0;4;5;;;;;
2021_2022_14_scolaire_23830025510;2021_2022;14;28;scolaire;;23830025510;1145;274;;;205;679;466;59;;;44;59
2021_2022_14_scolaire_23220025431;2021_2022;14;28;scolaire;;23220025431;244;50;;;33;114;130;38;;;25;47
2021_2022_14_scolaire_23220033205;2021_2022;14;28;scolaire;;23220033205;116;19;;;21;60;56;34;;;38;52
2021_2022_14_scolaire_23220023119;2021_2022;14;28;scolaire;;23220023119;22;6;;;2;12;10;;;;;55
2021_2022_14_scolaire_32221020112;2021_2022;14;28;scolaire;;32221020112;199;71;;;57;72;127;56;;;45;36
2021_2022_14_scolaire_23220023118;2021_2022;14;28;scolaire;;23220023118;43;8;;;3;29;14;;;;;67
2021_2022_14_scolaire_23220023327;2021_2022;14;28;scolaire;;23220023327;160;29;;;15;70;90;32;;;17;44
2021_2022_14_scolaire_32221022709;2021_2022;14;28;scolaire;;32221022709;55;19;;;18;24;31;61;;;58;44
2021_2022_14_scolaire_23220025221;2021_2022;14;28;scolaire;;23220025221;31;6;;;0;17;14;;;;;55
2021_2022_14_scolaire_23830022704;2021_2022;14;28;scolaire;;23830022704;105;23;;;20;60;45;51;;;44;57
2021_2022_14_scolaire_23110033615;2021_2022;14;28;scolaire;;23110033615;17;2;;;2;12;5;;;;;
2021_2022_14_scolaire_23830023103;2021_2022;14;28;scolaire;;23830023103;46;6;;;6;35;11;;;;;76
2021_2022_14_scolaire_23830031210;2021_2022;14;28;scolaire;;23830031210;295;57;;;50;169;126;45;;;40;57
2021_2022_14_scolaire_23830031107;2021_2022;14;28;scolaire;;23830031107;284;177;;;148;64;220;80;;;67;23
2021_2022_14_scolaire_23220022510;2021_2022;14;28;scolaire;;23220022510;16;2;;;0;7;9;;;;;
2021_2022_14_scolaire_23220033615;2021_2022;14;28;scolaire;;23220033615;32;3;;;2;23;9;;;;;72
2021_2022_14_scolaire_23220023441;2021_2022;14;28;scolaire;;23220023441;165;34;;;22;87;78;44;;;28;53
2021_2022_14_scolaire_32221034501;2021_2022;14;28;scolaire;;32221034501;79;29;;;30;41;38;76;;;79;52
2021_2022_14_scolaire_23110031117;2021_2022;14;28;scolaire;;23110031117;1;;;;;;;;;;;
2021_2022_14_scolaire_23110023119;2021_2022;14;28;scolaire;;23110023119;3;;;;;;;;;;;
2021_2022_14_scolaire_32221025414;2021_2022;14;28;scolaire;;32221025414;2;;;;;;;;;;;
2021_2022_14_scolaire_32221025214;2021_2022;14;28;scolaire;;32221025214;1;;;;;;;;;;;
2021_2022_14_scolaire_23110023118;2021_2022;14;28;scolaire;;23110023118;2;;;;;;;;;;;
2021_2022_14_scolaire_23220023446;2021_2022;14;28;scolaire;;23220023446;1;;;;;;;;;;;
2021_2022_14_scolaire_23830025303;2021_2022;14;28;scolaire;;23830025303;1;;;;;;;;;;;
2021_2022_14_scolaire_23330025434;2021_2022;14;28;scolaire;;23330025434;1;;;;;;;;;;;
2021_2022_14_apprentissage_32020008;2021_2022;14;28;apprentissage;32020008;;47;23;;;20;18;29;79;;;69;38
2021_2022_14_apprentissage_32020009;2021_2022;14;28;apprentissage;32020009;;46;20;;;18;19;27;74;;;67;41
2021_2022_14_apprentissage_32020111;2021_2022;14;28;apprentissage;32020111;;42;15;;;16;22;20;75;;;80;52
2021_2022_14_apprentissage_32020112;2021_2022;14;28;apprentissage;32020112;;11;4;;;4;6;5;;;;;
2021_2022_14_apprentissage_32020113;2021_2022;14;28;apprentissage;32020113;;38;20;;;21;13;25;80;;;84;34
2021_2022_14_apprentissage_32020114;2021_2022;14;28;apprentissage;32020114;;3;;;;;;;;;;;
2021_2022_14_apprentissage_32022003;2021_2022;14;28;apprentissage;32022003;;18;14;;;11;3;15;;;;;
2021_2022_14_apprentissage_32022317;2021_2022;14;28;apprentissage;32022317;;35;17;;;15;15;20;85;;;75;43
2021_2022_14_apprentissage_32022318;2021_2022;14;28;apprentissage;32022318;;66;32;;;31;29;37;86;;;84;44
2021_2022_14_apprentissage_32022505;2021_2022;14;28;apprentissage;32022505;;1;;;;;;;;;;;
2021_2022_14_apprentissage_32022506;2021_2022;14;28;apprentissage;32022506;;51;17;;;12;29;22;77;;;55;57
2021_2022_14_apprentissage_32022709;2021_2022;14;28;apprentissage;32022709;;37;20;;;18;14;23;87;;;78;38
2021_2022_14_apprentissage_32022710;2021_2022;14;28;apprentissage;32022710;;18;12;;;12;3;15;;;;;
2021_2022_14_apprentissage_32022711;2021_2022;14;28;apprentissage;32022711;;20;10;;;11;9;11;;;;;45
2021_2022_14_apprentissage_32023010;2021_2022;14;28;apprentissage;32023010;;46;24;;;25;19;27;89;;;93;41
2021_2022_14_apprentissage_32023012;2021_2022;14;28;apprentissage;32023012;;86;44;;;43;33;53;83;;;81;38
2021_2022_14_apprentissage_32023107;2021_2022;14;28;apprentissage;32023107;;45;29;;;32;13;32;91;;;100;29
2021_2022_14_apprentissage_32023108;2021_2022;14;28;apprentissage;32023108;;23;17;;;14;2;21;81;;;67;9
2021_2022_14_apprentissage_32023305;2021_2022;14;28;apprentissage;32023305;;31;11;;;10;15;16;;;;;48
2021_2022_14_apprentissage_32023412;2021_2022;14;28;apprentissage;32023412;;50;36;;;34;9;41;88;;;83;18
2021_2022_14_apprentissage_32024207;2021_2022;14;28;apprentissage;32024207;;24;15;;;16;4;20;75;;;80;17
2021_2022_14_apprentissage_32025001;2021_2022;14;28;apprentissage;32025001;;13;11;;;10;2;11;;;;;
2021_2022_14_apprentissage_32025010;2021_2022;14;28;apprentissage;32025010;;476;311;;;289;123;353;88;;;82;26
2021_2022_14_apprentissage_32025011;2021_2022;14;28;apprentissage;32025011;;14;8;;;8;4;10;;;;;
2021_2022_14_apprentissage_32025213;2021_2022;14;28;apprentissage;32025213;;44;35;;;37;6;38;92;;;97;14
2021_2022_14_apprentissage_32025214;2021_2022;14;28;apprentissage;32025214;;15;5;;;3;7;8;;;;;
2021_2022_14_apprentissage_32025215;2021_2022;14;28;apprentissage;32025215;;117;80;;;78;23;94;85;;;83;20
2021_2022_14_apprentissage_32025216;2021_2022;14;28;apprentissage;32025216;;19;15;;;15;4;15;;;;;
2021_2022_14_apprentissage_32025413;2021_2022;14;28;apprentissage;32025413;;9;5;;;5;3;6;;;;;
2021_2022_14_apprentissage_32025414;2021_2022;14;28;apprentissage;32025414;;3;;;;;;;;;;;
2021_2022_14_apprentissage_32025415;2021_2022;14;28;apprentissage;32025415;;123;75;;;67;38;85;88;;;79;31
2021_2022_14_apprentissage_32025416;2021_2022;14;28;apprentissage;32025416;;5;1;;;1;4;1;;;;;
2021_2022_14_apprentissage_32025515;2021_2022;14;28;apprentissage;32025515;;120;83;;;79;25;95;87;;;83;21
2021_2022_14_apprentissage_32025516;2021_2022;14;28;apprentissage;32025516;;1;;;;;;;;;;;
2021_2022_14_apprentissage_32025520;2021_2022;14;28;apprentissage;32025520;;149;99;;;97;41;108;92;;;90;28
2021_2022_14_apprentissage_32031103;2021_2022;14;28;apprentissage;32031103;;150;82;;;69;58;92;89;;;75;39
2021_2022_14_apprentissage_32031212;2021_2022;14;28;apprentissage;32031212;;683;258;;;249;341;342;75;;;73;50
2021_2022_14_apprentissage_32031213;2021_2022;14;28;apprentissage;32031213;;591;289;;;270;243;348;83;;;78;41
2021_2022_14_apprentissage_32031309;2021_2022;14;28;apprentissage;32031309;;130;70;;;65;45;85;82;;;76;35
2021_2022_14_apprentissage_32031311;2021_2022;14;28;apprentissage;32031311;;81;47;;;46;27;54;87;;;85;33
2021_2022_14_apprentissage_32031408;2021_2022;14;28;apprentissage;32031408;;164;73;;;73;76;88;83;;;83;46
2021_2022_14_apprentissage_32031409;2021_2022;14;28;apprentissage;32031409;;317;149;;;131;124;193;77;;;68;39
2021_2022_14_apprentissage_32032002;2021_2022;14;28;apprentissage;32032002;;113;42;;;38;64;49;86;;;78;57
2021_2022_14_apprentissage_32032210;2021_2022;14;28;apprentissage;32032210;;19;11;;;8;5;14;;;;;
2021_2022_14_apprentissage_32032211;2021_2022;14;28;apprentissage;32032211;;15;11;;;12;2;13;;;;;
2021_2022_14_apprentissage_32032409;2021_2022;14;28;apprentissage;32032409;;159;65;;;60;70;89;73;;;67;44
2021_2022_14_apprentissage_32032610;2021_2022;14;28;apprentissage;32032610;;9;1;;;1;8;1;;;;;
2021_2022_14_apprentissage_32032611;2021_2022;14;28;apprentissage;32032611;;3;;;;;;;;;;;
2021_2022_14_apprentissage_32032612;2021_2022;14;28;apprentissage;32032612;;9;0;;;0;8;1;;;;;
2021_2022_14_apprentissage_32033001;2021_2022;14;28;apprentissage;32033001;;36;17;;;15;16;20;85;;;75;44
2021_2022_14_apprentissage_32033107;2021_2022;14;28;apprentissage;32033107;;56;26;;;26;28;28;93;;;93;50
2021_2022_14_apprentissage_32033204;2021_2022;14;28;apprentissage;32033204;;23;10;;;9;11;12;;;;;48
2021_2022_14_apprentissage_32033422;2021_2022;14;28;apprentissage;32033422;;7;5;;;4;1;6;;;;;
2021_2022_14_apprentissage_32033423;2021_2022;14;28;apprentissage;32033423;;53;32;;;25;16;37;86;;;68;30
2021_2022_14_apprentissage_32033424;2021_2022;14;28;apprentissage;32033424;;15;6;;;6;6;9;;;;;
2021_2022_14_apprentissage_32033425;2021_2022;14;28;apprentissage;32033425;;18;12;;;10;6;12;;;;;
2021_2022_14_apprentissage_32033426;2021_2022;14;28;apprentissage;32033426;;28;10;;;7;16;12;;;;;57
2021_2022_14_apprentissage_32033603;2021_2022;14;28;apprentissage;32033603;;16;12;;;10;3;13;;;;;
2021_2022_14_apprentissage_32033604;2021_2022;14;28;apprentissage;32033604;;10;4;;;3;6;4;;;;;
2021_2022_14_apprentissage_32033606;2021_2022;14;28;apprentissage;32033606;;2;;;;;;;;;;;
2021_2022_14_apprentissage_32034501;2021_2022;14;28;apprentissage;32034501;;33;17;;;17;15;18;;;;;45
2021_2022_14_apprentissage_32233109;2021_2022;14;28;apprentissage;32233109;;24;19;;;18;2;22;86;;;82;8
2021_2022_14_apprentissage_32321007;2021_2022;14;28;apprentissage;32321007;;23;12;;;12;9;14;;;;;39
2021_2022_14_apprentissage_32321013;2021_2022;14;28;apprentissage;32321013;;102;60;;;57;35;67;90;;;85;34
2021_2022_14_apprentissage_32321014;2021_2022;14;28;apprentissage;32321014;;272;170;;;168;72;200;85;;;84;26
2021_2022_14_apprentissage_32321111;2021_2022;14;28;apprentissage;32321111;;21;17;;;14;2;19;;;;;10
2021_2022_14_apprentissage_32321113;2021_2022;14;28;apprentissage;32321113;;23;14;;;16;7;16;;;;;30
2021_2022_14_apprentissage_32321205;2021_2022;14;28;apprentissage;32321205;;155;74;;;72;67;88;84;;;82;43
2021_2022_14_apprentissage_32321304;2021_2022;14;28;apprentissage;32321304;;28;13;;;11;13;15;;;;;46
2021_2022_14_apprentissage_32321308;2021_2022;14;28;apprentissage;32321308;;17;11;;;8;2;15;;;;;
2021_2022_14_apprentissage_32321401;2021_2022;14;28;apprentissage;32321401;;50;29;;;27;13;37;78;;;73;26
2021_2022_14_apprentissage_32322111;2021_2022;14;28;apprentissage;32322111;;38;25;;;25;7;31;81;;;81;18
2021_2022_14_apprentissage_32322112;2021_2022;14;28;apprentissage;32322112;;24;12;;;9;12;12;;;;;50
2021_2022_14_apprentissage_32322113;2021_2022;14;28;apprentissage;32322113;;25;14;;;11;10;15;;;;;40
2021_2022_14_apprentissage_32330001;2021_2022;14;28;apprentissage;32330001;;6;5;;;4;0;6;;;;;
2021_2022_14_apprentissage_32334302;2021_2022;14;28;apprentissage;32334302;;16;10;;;8;3;13;;;;;
2021_2022_14_apprentissage_33633501;2021_2022;14;28;apprentissage;33633501;;10;2;;;4;5;5;;;;;
2021_2022_14_apprentissage_33633502;2021_2022;14;28;apprentissage;33633502;;42;24;;;24;7;35;69;;;69;17
2021_2022_14_apprentissage_35011103;2021_2022;14;28;apprentissage;35011103;;61;7;;;7;53;8;;;;;87
2021_2022_14_apprentissage_35011807;2021_2022;14;28;apprentissage;35011807;;21;0;;;0;19;2;;;;;90
2021_2022_14_apprentissage_35020006;2021_2022;14;28;apprentissage;35020006;;29;4;;;5;24;5;;;;;83
2021_2022_14_apprentissage_35020007;2021_2022;14;28;apprentissage;35020007;;7;0;;;0;6;1;;;;;
2021_2022_14_apprentissage_35022212;2021_2022;14;28;apprentissage;35022212;;2;;;;;;;;;;;
2021_2022_14_apprentissage_35022701;2021_2022;14;28;apprentissage;35022701;;2;;;;;;;;;;;
2021_2022_14_apprentissage_35023001;2021_2022;14;28;apprentissage;35023001;;31;4;;;3;26;5;;;;;84
2021_2022_14_apprentissage_35025101;2021_2022;14;28;apprentissage;35025101;;16;1;;;2;12;4;;;;;
2021_2022_14_apprentissage_35025506;2021_2022;14;28;apprentissage;35025506;;44;13;;;14;28;16;;;;;64
2021_2022_14_apprentissage_35031001;2021_2022;14;28;apprentissage;35031001;;20;4;;;5;15;5;;;;;75
2021_2022_14_apprentissage_35031102;2021_2022;14;28;apprentissage;35031102;;27;7;;;6;20;7;;;;;74
2021_2022_14_apprentissage_35031103;2021_2022;14;28;apprentissage;35031103;;1;;;;;;;;;;;
2021_2022_14_apprentissage_35031201;2021_2022;14;28;apprentissage;35031201;;115;21;;;16;87;28;75;;;57;76
2021_2022_14_apprentissage_35032605;2021_2022;14;28;apprentissage;35032605;;21;2;;;1;15;6;;;;;71
2021_2022_14_apprentissage_35032608;2021_2022;14;28;apprentissage;35032608;;54;10;;;9;40;14;;;;;74
2021_2022_14_apprentissage_35033505;2021_2022;14;28;apprentissage;35033505;;11;8;;;2;2;9;;;;;
2021_2022_14_apprentissage_35034403;2021_2022;14;28;apprentissage;35034403;;4;;;;;;;;;;;
2021_2022_14_apprentissage_35034501;2021_2022;14;28;apprentissage;35034501;;12;;;;;12;;;;;;
2021_2022_14_apprentissage_36033112;2021_2022;14;28;apprentissage;36033112;;15;12;;;13;2;13;;;;;
2021_2022_14_apprentissage_36331403;2021_2022;14;28;apprentissage;36331403;;13;13;;;13;0;13;;;;;
2021_2022_14_apprentissage_40020102;2021_2022;14;28;apprentissage;40020102;;20;11;;;10;7;13;;;;;35
2021_2022_14_apprentissage_40021204;2021_2022;14;28;apprentissage;40021204;;2;;;;;;;;;;;
2021_2022_14_apprentissage_40022003;2021_2022;14;28;apprentissage;40022003;;12;3;;;3;7;5;;;;;
2021_2022_14_apprentissage_40022004;2021_2022;14;28;apprentissage;40022004;;22;17;;;15;4;18;;;;;18
2021_2022_14_apprentissage_40022104;2021_2022;14;28;apprentissage;40022104;;3;;;;;;;;;;;
2021_2022_14_apprentissage_40022105;2021_2022;14;28;apprentissage;40022105;;10;3;;;2;7;3;;;;;
2021_2022_14_apprentissage_40022106;2021_2022;14;28;apprentissage;40022106;;35;20;;;13;9;26;77;;;50;26
2021_2022_14_apprentissage_40022703;2021_2022;14;28;apprentissage;40022703;;35;18;;;16;15;20;90;;;80;43
2021_2022_14_apprentissage_40022704;2021_2022;14;28;apprentissage;40022704;;16;8;;;7;7;9;;;;;
2021_2022_14_apprentissage_40023004;2021_2022;14;28;apprentissage;40023004;;25;10;;;7;13;12;;;;;52
2021_2022_14_apprentissage_40023102;2021_2022;14;28;apprentissage;40023102;;63;22;;;21;36;27;81;;;78;57
2021_2022_14_apprentissage_40023203;2021_2022;14;28;apprentissage;40023203;;29;11;;;10;16;13;;;;;55
2021_2022_14_apprentissage_40023303;2021_2022;14;28;apprentissage;40023303;;4;;;;;;;;;;;
2021_2022_14_apprentissage_40023304;2021_2022;14;28;apprentissage;40023304;;2;;;;;;;;;;;
2021_2022_14_apprentissage_40023404;2021_2022;14;28;apprentissage;40023404;;23;15;;;13;8;15;;;;;35
2021_2022_14_apprentissage_40023405;2021_2022;14;28;apprentissage;40023405;;52;22;;;20;25;27;81;;;74;48
2021_2022_14_apprentissage_40024203;2021_2022;14;28;apprentissage;40024203;;2;;;;;;;;;;;
2021_2022_14_apprentissage_40025007;2021_2022;14;28;apprentissage;40025007;;140;43;;;34;83;57;75;;;60;59
2021_2022_14_apprentissage_40025008;2021_2022;14;28;apprentissage;40025008;;1;;;;;;;;;;;
2021_2022_14_apprentissage_40025009;2021_2022;14;28;apprentissage;40025009;;7;2;;;2;3;4;;;;;
2021_2022_14_apprentissage_40025106;2021_2022;14;28;apprentissage;40025106;;52;28;;;25;20;32;88;;;78;38
2021_2022_14_apprentissage_40025107;2021_2022;14;28;apprentissage;40025107;;28;7;;;7;18;10;;;;;64
2021_2022_14_apprentissage_40025214;2021_2022;14;28;apprentissage;40025214;;434;228;;;211;169;265;86;;;80;39
2021_2022_14_apprentissage_40025215;2021_2022;14;28;apprentissage;40025215;;34;15;;;16;16;18;;;;;47
2021_2022_14_apprentissage_40025216;2021_2022;14;28;apprentissage;40025216;;35;19;;;21;11;24;79;;;88;31
2021_2022_14_apprentissage_40025220;2021_2022;14;28;apprentissage;40025220;;12;2;;;2;9;3;;;;;
2021_2022_14_apprentissage_40025221;2021_2022;14;28;apprentissage;40025221;;2;;;;;;;;;;;
2021_2022_14_apprentissage_40025303;2021_2022;14;28;apprentissage;40025303;;16;7;;;7;7;9;;;;;
2021_2022_14_apprentissage_40025408;2021_2022;14;28;apprentissage;40025408;;115;54;;;48;50;65;83;;;74;43
2021_2022_14_apprentissage_40025411;2021_2022;14;28;apprentissage;40025411;;233;109;;;96;91;142;77;;;68;39
2021_2022_14_apprentissage_40025509;2021_2022;14;28;apprentissage;40025509;;20;8;;;5;12;8;;;;;60
2021_2022_14_apprentissage_40025510;2021_2022;14;28;apprentissage;40025510;;199;73;;;67;92;107;68;;;63;46
2021_2022_14_apprentissage_40025513;2021_2022;14;28;apprentissage;40025513;;2;;;;;;;;;;;
2021_2022_14_apprentissage_40025514;2021_2022;14;28;apprentissage;40025514;;3;;;;;;;;;;;
2021_2022_14_apprentissage_40025515;2021_2022;14;28;apprentissage;40025515;;7;2;;;2;4;3;;;;;
2021_2022_14_apprentissage_40030001;2021_2022;14;28;apprentissage;40030001;;43;12;;;12;22;21;57;;;57;51
2021_2022_14_apprentissage_40030004;2021_2022;14;28;apprentissage;40030004;;6;1;;;1;5;1;;;;;
2021_2022_14_apprentissage_40031106;2021_2022;14;28;apprentissage;40031106;;79;34;;;32;32;47;72;;;68;41
2021_2022_14_apprentissage_40031202;2021_2022;14;28;apprentissage;40031202;;174;75;;;67;74;100;75;;;67;43
2021_2022_14_apprentissage_40031206;2021_2022;14;28;apprentissage;40031206;;1;;;;;;;;;;;
2021_2022_14_apprentissage_40031210;2021_2022;14;28;apprentissage;40031210;;3;;;;;;;;;;;
2021_2022_14_apprentissage_40031212;2021_2022;14;28;apprentissage;40031212;;1;;;;;;;;;;;
2021_2022_14_apprentissage_40031213;2021_2022;14;28;apprentissage;40031213;;253;110;;;105;107;146;75;;;72;42
2021_2022_14_apprentissage_40031214;2021_2022;14;28;apprentissage;40031214;;9;6;;;6;3;6;;;;;
2021_2022_14_apprentissage_40032207;2021_2022;14;28;apprentissage;40032207;;7;1;;;1;3;4;;;;;
2021_2022_14_apprentissage_40032208;2021_2022;14;28;apprentissage;40032208;;11;4;;;6;3;8;;;;;
2021_2022_14_apprentissage_40033003;2021_2022;14;28;apprentissage;40033003;;4;;;;;;;;;;;
2021_2022_14_apprentissage_40033004;2021_2022;14;28;apprentissage;40033004;;2;;;;;;;;;;;
2021_2022_14_apprentissage_40033403;2021_2022;14;28;apprentissage;40033403;;36;21;;;14;12;24;88;;;58;33
