numero_uai,numero_siren_siret_uai,academie,nature_uai,appellation_officielle,adresse_uai,code_postal_uai,secteur_public_prive,date_ouverture,date_fermeture,ministere_tutelle,departement_insee_3_libe
0120435H,,16.0,151,Ecole primaire,,12160,PU,18/12/1968,31/08/1980,6,Aveyron
0120436J,21120137100021,16.0,151,Ecole primaire publique Lavernhe,118 place de l'école,12160,PU,18/12/1968,,6,Aveyron
0120438L,21120138900049,16.0,151,Ecole primaire publique Jean Auzel,Place des Ecoles,12330,PU,19/12/1968,,6,Aveyron
0120440N,21120140500027,16.0,151,Ecole primaire publique,,12200,PU,19/12/1968,,6,Aveyron
0120441P,21120141300021,16.0,151,Ecole élémentaire publique,,12550,PU,19/12/1968,,6,Aveyron
0120444T,21120144700029,16.0,151,Ecole primaire,,12120,PU,19/12/1968,31/08/1991,6,Aveyron
0120447W,21120145400132,16.0,101,Ecole maternelle Jules Ferry,6 RUE DE LA LIBERTE,12100,PU,19/12/1968,31/08/2007,6,Aveyron
0120448X,21120145400066,16.0,151,Ecole primaire publique Le Crès-Albert Séguier,25 avenue Charles de Gaulle,12100,PU,19/12/1968,,6,Aveyron
0120449Y,,16.0,151,Ecole primaire,25 AVENUE DU CRES,12100,PU,19/12/1968,31/08/1979,6,Aveyron
0120450Z,21120145400074,16.0,101,Ecole maternelle Le Crès,AVENUE CHARLES DE GAULLE,12100,PU,19/12/1968,31/08/2008,6,Aveyron
0120451A,21120145400157,16.0,151,Ecole primaire publique Edouard-Alfred Martel,Rue Hector Berlioz,12100,PU,19/12/1968,,6,Aveyron
0120452B,21120145400140,16.0,101,Ecole maternelle Edouard Alfred Martel,RUE HECTOR BERLIOZ,12100,PU,19/12/1968,31/08/1999,6,Aveyron
0120454D,21120145400181,16.0,101,Ecole maternelle Victor Hugo,2 RUE DE LA SAUNERIE,12100,PU,19/12/1968,31/08/1992,6,Aveyron
0120456F,21120145400041,16.0,101,Ecole maternelle Jean Macé,PLACE EMMA CALVE,12100,PU,19/12/1968,31/08/1992,6,Aveyron
0120458H,21120145400090,16.0,101,Ecole maternelle Eugène Selles,29,12100,PU,19/12/1968,31/08/2010,6,Aveyron
0120459J,21120145400199,16.0,151,Ecole primaire publique Beauregard,Avenue de Verdun,12100,PU,19/12/1968,,6,Aveyron
0120460K,21120145400058,16.0,101,Ecole maternelle Beauregard,RUE DU GENERAL COSSE,12100,PU,19/12/1968,31/08/2010,6,Aveyron
0120461L,21120145400215,16.0,151,Ecole primaire publique Jean-Henri Fabre,Rue Paul Ramadier,12100,PU,19/12/1968,,6,Aveyron
0120466S,,16.0,151,Ecole primaire,,12100,PU,19/12/1968,31/08/1982,6,Aveyron
0120471X,21120167800037,16.0,151,Ecole primaire,,12270,PU,20/12/1968,31/08/1985,6,Aveyron
0120474A,21120148800023,16.0,151,Ecole primaire publique,6 route de Sangayrac,12220,PU,19/12/1968,,6,Aveyron
0120475B,21120148800031,16.0,101,Ecole maternelle publique,Route SANGAYRAC,12220,PU,19/12/1968,31/08/2017,6,Aveyron
0120476C,21120149600026,16.0,101,ECOLE MATERNELLE PUBLIQUE,,12550,PU,19/12/1968,31/08/2017,6,Aveyron
0120478E,21120150400027,16.0,151,Ecole primaire publique,,12200,PU,19/12/1968,,6,Aveyron
0120479F,,16.0,151,Ecole primaire,FLOIRAC,12200,PU,19/12/1968,31/08/1980,6,Aveyron
0120480G,21120151200020,16.0,151,Ecole primaire publique Ernest et Jeanne Sirvain,Rue Ecoles,12460,PU,19/12/1968,,6,Aveyron
0120481H,21120152000023,16.0,151,Ecole élémentaire publique,,12380,PU,19/12/1968,31/08/2016,6,Aveyron
0120482J,21120153800025,16.0,151,Ecole primaire publique Les Hirondelles,,12490,PU,19/12/1968,,6,Aveyron
0120485M,21120154600028,16.0,151,Ecole primaire publique,,12400,PU,19/12/1968,,6,Aveyron
0120488R,21120155300024,16.0,151,Ecole primaire publique,,12540,PU,19/12/1968,,6,Aveyron
0120490T,21120156100027,16.0,151,Ecole primaire,CROZILLAC,12210,PU,19/12/1968,31/08/1987,6,Aveyron
0120493W,21120156100035,16.0,151,Ecole primaire,,12210,PU,19/12/1968,31/08/1991,6,Aveyron
0120494X,21120156100043,16.0,151,Ecole primaire publique La Vitarelle,,12210,PU,19/12/1968,,6,Aveyron
0120497A,21120158700022,16.0,151,Ecole élémentaire publique Gaurels,,12260,PU,19/12/1968,,6,Aveyron
0120498B,21120159500025,16.0,151,Ecole primaire publique,,12200,PU,19/12/1968,,6,Aveyron
0120500D,21120161100020,16.0,151,Ecole primaire,,12330,PU,19/12/1968,31/08/1993,6,Aveyron
0120501E,,16.0,151,Ecole primaire,GRANDMAS,12330,PU,19/12/1968,31/08/1982,6,Aveyron
0120506K,21120162900030,16.0,151,Ecole primaire Nuces,,12160,PU,20/12/1968,31/08/1993,6,Aveyron
0120507L,21120163700025,16.0,151,Ecole primaire publique,Rue des Ecoles,12370,PU,20/12/1968,,6,Aveyron
0120508M,21120164500036,16.0,151,Ecole primaire publique,2 rue du Muret,12600,PU,20/12/1968,,6,Aveyron
0120509N,21120164500028,16.0,101,Ecole maternelle,RUE DES ECOLES,12600,PU,20/12/1968,31/08/1996,6,Aveyron
0120510P,21120164500044,16.0,151,Ecole primaire Brommes,,12600,PU,20/12/1968,31/08/1995,6,Aveyron
0120511R,,16.0,151,Ecole primaire,,12600,PU,20/12/1968,14/09/1979,6,Aveyron
0120512S,21120165200024,16.0,151,Ecole primaire,,12330,PU,20/12/1968,31/08/2000,6,Aveyron
0120513T,21120166000027,16.0,151,Ecole primaire,,12600,PU,20/12/1968,31/08/1992,6,Aveyron
0120514U,21120167800029,16.0,151,Ecole primaire publique Jean Bouyssou,Route Basse,12270,PU,20/12/1968,,6,Aveyron
0120520A,,16.0,151,Ecole primaire,ROUTE DE LA GARE,12800,PU,20/12/1968,17/09/1980,6,Aveyron
0120521B,21120169400034,16.0,151,Ecole primaire Jean Moulin,,12800,PU,23/12/1968,31/08/1998,6,Aveyron
0120522C,21120170200027,16.0,151,Ecole primaire,,12700,PU,23/12/1968,31/08/1994,6,Aveyron
0120523D,21120170200035,16.0,151,Ecole primaire publique Bez,,12700,PU,23/12/1968,31/08/2017,6,Aveyron
0120525F,21120171000020,16.0,151,Ecole primaire publique,,12330,PU,23/12/1968,,6,Aveyron
0120530L,,16.0,151,Ecole primaire,FOMBILLOU-AU-NAYRAC,12190,PU,23/12/1968,31/08/1982,6,Aveyron
0120531M,,16.0,151,Ecole primaire,,12320,PU,23/12/1968,31/08/1980,6,Aveyron
0120535S,21120176900026,16.0,151,Ecole primaire,,12850,PU,23/12/1968,31/08/1986,6,Aveyron
0120536T,,16.0,151,Ecole primaire,,12850,PU,23/12/1968,31/08/1980,6,Aveyron
0120540X,21120176900109,16.0,101,Ecole maternelle Le Stade,RUE DU STADE,12850,PU,23/12/1968,31/08/2005,6,Aveyron
0120541Y,,16.0,151,Ecole primaire,,12850,PU,23/12/1968,31/08/1981,6,Aveyron
0120542Z,21120177700029,16.0,151,Ecole primaire publique,,12310,PU,23/12/1968,,6,Aveyron
0120543A,,16.0,151,Ecole primaire,,12310,PU,23/12/1968,31/08/1979,6,Aveyron
0120544B,,16.0,151,Ecole primaire,,12520,PU,23/12/1968,31/08/1982,6,Aveyron
0120545C,,16.0,151,Ecole primaire,COUFFOULEUX,12360,PU,23/12/1968,31/08/1980,6,Aveyron
0120547E,,16.0,151,Ecole primaire,,12220,PU,23/12/1968,31/08/1982,6,Aveyron
0120548F,,16.0,151,Ecole primaire,,12130,PU,23/12/1968,18/09/1983,6,Aveyron
0120553L,21120185000032,16.0,151,Ecole primaire,,12290,PU,23/12/1968,31/08/1983,6,Aveyron
0120556P,21120187600029,16.0,151,Ecole primaire Born,,12470,PU,23/12/1968,31/08/1990,6,Aveyron
0120557R,21120188400023,16.0,101,Ecole maternelle publique,Bourg,12290,PU,23/12/1968,,6,Aveyron
0120562W,21120191800029,16.0,151,Ecole primaire,,12350,PU,23/12/1968,31/08/1991,6,Aveyron
0120565Z,21120193400026,16.0,151,Ecole élémentaire publique,,12320,PU,23/12/1968,,6,Aveyron
0120566A,21120194200029,16.0,151,Ecole primaire,BOURG,12800,PU,23/12/1968,31/08/1992,6,Aveyron
0120567B,21120194200037,16.0,151,Ecole primaire publique Salan,,12800,PU,23/12/1968,,6,Aveyron
0120568C,21120195900023,16.0,151,Ecole primaire publique,,12400,PU,23/12/1968,,6,Aveyron
0120575K,21120197500045,16.0,151,Ecole primaire,,12170,PU,13/01/1969,31/08/1984,6,Aveyron
0120576L,21120197500052,16.0,151,Ecole primaire,,12170,PU,05/10/1979,31/08/1985,6,Aveyron
0120580R,,16.0,151,Ecole primaire,,12240,PU,13/01/1969,31/08/1980,6,Aveyron
0120581S,,16.0,151,Ecole primaire,,12240,PU,13/01/1969,31/08/1983,6,Aveyron
0120582T,21120198300049,16.0,151,Ecole primaire Le Théron,,12240,PU,13/01/1969,31/08/1990,6,Aveyron
0120583U,21120199100026,16.0,151,Ecole primaire publique Jacques Perrin,Route de Rodez,12390,PU,13/01/1969,,6,Aveyron
0120585W,21120200700038,16.0,101,Ecole maternelle publique Boyne,,12640,PU,13/01/1969,31/08/2017,6,Aveyron
0120588Z,21120200700020,16.0,151,Ecole primaire publique Marie Rouanet,,12640,PU,13/01/1969,,6,Aveyron
0120590B,21120201500023,16.0,151,Ecole primaire publique Bezonnes,,12340,PU,13/01/1969,,6,Aveyron
0120593E,21120201500031,16.0,151,Ecole primaire Saint-Julien,,12340,PU,13/01/1969,31/08/2005,6,Aveyron
0120594F,,16.0,151,Ecole primaire,SAINT-JULIEN,12340,PU,13/01/1969,31/08/1979,6,Aveyron
0120595G,21120202300050,16.0,151,Ecole primaire publique Cambon,8 rue de l'Embergue,12000,PU,13/01/1969,,6,Aveyron
0120597J,21120202300217,16.0,101,Ecole maternelle Flaugergues,RUE BONNAFE,12000,PU,13/01/1969,31/08/2003,6,Aveyron
0120599L,,16.0,161,Ecole autonome de perfectionnement Gally,PLACE EUGENE RAYNALDY,12000,PU,13/01/1969,31/08/1988,6,Aveyron
0120600M,21120202300092,16.0,101,Ecole maternelle publique Paul Girard,15 RUE DE LA GARE,12000,PU,13/01/1969,31/08/2016,6,Aveyron
0120601N,21120202300035,16.0,151,Ecole primaire publique Paul Ramadier,Rue Jean Alauzet,12000,PU,13/01/1969,,6,Aveyron
0120602P,21120202300043,16.0,101,Ecole maternelle Paul Ramadier,RUE JEAN ALAUZET,12000,PU,13/01/1969,31/08/2004,6,Aveyron
0120605T,21120202300126,16.0,101,Ecole maternelle publique Gourgan,Côte de la Gascarie,12000,PU,13/01/1969,31/08/2018,6,Aveyron
0120606U,19121230700034,16.0,152,Ecole primaire annexe de l'Ecole Normale mixte,12 RUE SARRUS,12000,PU,13/01/1969,31/08/1989,6,Aveyron
0120607V,19121230700026,16.0,152,Ecole primaire annexe de l'Ecole Normale mixte,3 BOULEVARD FRANCOIS FABIE,12000,PU,13/01/1969,31/08/1989,6,Aveyron
0120608W,21120202300068,16.0,101,Ecole maternelle publique Monteil,6 rue de l'Embergue,12000,PU,13/01/1969,31/08/2023,6,Aveyron
0120611Z,21120202300142,16.0,101,Ecole maternelle publique Paraire,2 rue de Paraire,12000,PU,13/01/1969,,6,Aveyron
0120612A,21120202300134,16.0,151,Ecole élémentaire publique Ferdinand Foch,2 rue de Paraire,12000,PU,13/01/1969,,6,Aveyron
0120617F,21120205600027,16.0,151,Ecole primaire Le Bourg,,12200,PU,13/01/1969,31/08/2013,6,Aveyron
0120618G,21120205600035,16.0,101,Ecole maternelle La Bastide-Capdenac,,12200,PU,13/01/1969,31/08/2013,6,Aveyron
0120620J,21120206400021,16.0,151,Ecole élémentaire publique,,12220,PU,13/01/1969,,6,Aveyron
0120621K,19120621800015,16.0,300,Lycée d'enseignement général et technologique agricole de Villefranche-de-Rouergue,,12204,PU,03/02/1969,,3,Aveyron
0120622L,19120622600018,16.0,340,Collège Paul Ramadier,135 route du Collège,12300,PU,20/03/1969,,6,Aveyron
0120623M,,16.0,240,A COMPLETER,2 RUE E NEGRE,12300,PR,01/09/1978,31/08/1986,35,Aveyron
0120626R,21120207200032,16.0,151,Ecole primaire Saint Cirq,,12120,PU,14/01/1969,31/08/1990,6,Aveyron
0120627S,77674277700019,16.0,340,Collège privé Saint Joseph,1 RUE VAISSE VILLIERS,12000,PR,13/09/1979,26/06/1994,6,Aveyron
0120628T,21120208000076,16.0,101,Ecole maternelle Ville Valentin,RUE JULES FERRY,12400,PU,14/01/1969,31/08/2012,6,Aveyron
0120629U,21120208000068,16.0,151,Ecole primaire Jean Blanchard,RUE JULES FERRY,12400,PU,14/01/1969,31/08/1996,6,Aveyron
0120630V,21120208000050,16.0,151,Ecole primaire publique Blanchard et Caussat,1 rue Jules Ferry,12400,PU,14/01/1969,,6,Aveyron
0120632X,,16.0,151,Ecole primaire,,12400,PU,14/01/1969,31/08/1981,6,Aveyron
0120633Y,21120208000084,16.0,151,Ecole primaire,,12400,PU,14/01/1969,31/08/1986,6,Aveyron
0120634Z,21120209800037,16.0,151,Ecole primaire publique,Place du Foirail,12460,PU,14/01/1969,,6,Aveyron
0120638D,,16.0,151,Ecole primaire,,12270,PU,14/01/1969,31/08/1981,6,Aveyron
0120641G,21120214800105,16.0,151,Ecole primaire publique Lo Picoral,Rue de la Fontaine,12470,PU,14/01/1969,,6,Aveyron
0120649R,21120216300039,16.0,151,Ecole primaire La Bastide-d'Aubrac,,12500,PU,14/01/1969,31/08/1996,6,Aveyron
0120650S,21120217100024,16.0,151,Ecole primaire publique Célestin Rossignol,,12260,PU,14/01/1969,,6,Aveyron
0120651T,21120217100032,16.0,101,Ecole maternelle,,12260,PU,14/01/1969,31/08/1992,6,Aveyron
0120653V,20005592900075,16.0,151,Ecole primaire publique Saint-Cyprien-sur-Dourdou,,12320,PU,14/01/1969,,6,Aveyron
0120656Y,21120219700029,16.0,151,Ecole primaire,,12130,PU,14/01/1969,31/08/1996,6,Aveyron
0120657Z,,16.0,151,Ecole primaire,,12130,PU,14/01/1969,31/08/1979,6,Aveyron
0120658A,21120220500020,16.0,151,Ecole primaire publique Arthur Rimbaud,,12230,PU,14/01/1969,31/08/2015,6,Aveyron
0120659B,21120221300024,16.0,151,Ecole primaire l,,12320,PU,14/01/1969,31/08/1993,6,Aveyron
0120660C,21120221300032,16.0,151,Ecole élémentaire publique Les Quatre Vents,,12320,PU,14/01/1969,,6,Aveyron
0120661D,21120222100027,16.0,151,Ecole élémentaire publique Maurice Boyau,,12400,PU,14/01/1969,,6,Aveyron
0120662E,21120223900029,16.0,151,Ecole primaire publique Sainte-Geneviève-sur-Argence,Avenue du Stade,12420,PU,14/01/1969,,6,Aveyron
0120663F,,16.0,151,Ecole primaire,,12420,PU,14/01/1969,31/08/1979,6,Aveyron
0120665H,21120223900037,16.0,151,Ecole primaire Orlhaguet,,12420,PU,14/01/1969,31/08/1990,6,Aveyron
0120666J,21120223900045,16.0,151,Ecole primaire,,12420,PU,14/01/1969,31/08/1986,6,Aveyron
0120672R,21120226200021,16.0,151,Ecole primaire,,12140,PU,14/01/1969,31/08/2013,6,Aveyron
0120673S,21120226200039,16.0,151,Ecole primaire,COUESQUES,12140,PU,14/01/1969,31/08/1984,6,Aveyron
0120674T,21120226200054,16.0,151,Ecole primaire,,12140,PU,15/01/1969,31/08/1992,6,Aveyron
0120675U,21120236100021,16.0,151,Ecole primaire,,12620,PU,15/01/1969,31/08/1990,6,Aveyron
0120680Z,21120228800026,16.0,151,Ecole primaire publique,,12480,PU,15/01/1969,,6,Aveyron
0120682B,,16.0,151,Ecole primaire,,12250,PU,15/01/1969,31/08/1980,6,Aveyron
0120684D,21120230400021,16.0,151,Ecole primaire publique,,12170,PU,15/01/1969,,6,Aveyron
0120687G,21120232000027,16.0,151,Ecole élémentaire publique Saint-Jean-d'Alcas,Hameau Saint-Jean-d'Alcas,12250,PU,15/01/1969,,6,Aveyron
0120688H,,16.0,151,Ecole primaire,SAINT-PAUL-DES-FONTS,12250,PU,15/01/1969,31/08/1981,6,Aveyron
0120689J,21120233800029,16.0,151,Ecole primaire publique,,12550,PU,15/01/1969,,6,Aveyron
0120690K,,16.0,151,Ecole primaire,FARRET DE ST JUERY,12380,PU,18/10/1978,18/09/1983,6,Aveyron
0120691L,,16.0,151,Ecole primaire,,12120,PU,15/01/1969,31/08/1980,6,Aveyron
0120692M,21120234600022,16.0,151,Ecole primaire Le Piboul,,12120,PU,15/01/1969,31/08/1995,6,Aveyron
0120693N,,16.0,151,Ecole primaire,SAINT-JUST,12800,PU,15/01/1969,31/08/1983,6,Aveyron
0120694P,21120235300028,16.0,151,Ecole primaire,ROUET,12800,PU,15/01/1969,31/08/1986,6,Aveyron
0120695R,21120235300036,16.0,151,Ecole primaire La Treillie,,12800,PU,15/01/1969,31/08/1990,6,Aveyron
0120696S,21120237900023,16.0,151,Ecole primaire publique,Rue du Barry des Aurels,12560,PU,15/01/1969,,6,Aveyron
0120697T,21120237900031,16.0,151,Ecole primaire,CANET-D OLT,12560,PU,15/01/1969,31/08/1985,6,Aveyron
0120698U,21120238700026,16.0,151,Ecole primaire publique Jean-Henri Fabre,,12780,PU,15/01/1969,,6,Aveyron
0120699V,21120239500029,16.0,151,école élémentaire publique,,12130,PU,15/01/1969,,6,Aveyron
0120700W,21120240300021,16.0,151,Ecole primaire,,12300,PU,15/01/1969,31/08/1999,6,Aveyron
0120701X,21120240300039,16.0,151,Ecole primaire pubique Port d'Agrès,Port d'Agrès,12300,PU,15/01/1969,,6,Aveyron
0120702Y,21120241100024,16.0,151,Ecole primaire publique Charles Cayla,Place de la Mairie,12850,PU,15/01/1969,,6,Aveyron
0120703Z,,16.0,151,Ecole primaire,INIERES,12850,PU,15/01/1969,31/08/1982,6,Aveyron
0120704A,21120242900026,16.0,151,Ecole primaire publique Les Acacias,,12200,PU,15/01/1969,,6,Aveyron
0120710G,,16.0,151,Ecole primaire,SAINT-CLEMENT,12490,PU,15/01/1969,31/08/1983,6,Aveyron
0120711H,21120245200028,16.0,101,Ecole maternelle,,12200,PU,15/01/1969,31/08/1995,6,Aveyron
0120712J,,16.0,151,Ecole primaire,PEZET,12200,PU,15/01/1969,31/08/1980,6,Aveyron
0120713K,21120246000021,16.0,151,Ecole primaire,BOURG,12300,PU,15/01/1969,31/08/1991,6,Aveyron
0120714L,21120246000039,16.0,151,Ecole primaire,MONALS,12300,PU,15/01/1969,31/08/1985,6,Aveyron
0120715M,21120246000047,16.0,151,Ecole élémentaire publique Saint-Julien-de-Piganiol,6 chemin des Ecoliers,12300,PU,15/01/1969,,6,Aveyron
0120717P,21120248600026,16.0,151,Ecole primaire publique de Victor,Route de Saint-Affrique,12380,PU,15/01/1969,,6,Aveyron
0120718R,21120249400020,16.0,151,Ecole primaire publique,Place Vierge,12370,PU,15/01/1969,,6,Aveyron
0120719S,21120250200020,16.0,151,Ecole primaire publique,,12460,PU,15/01/1969,31/08/2017,6,Aveyron
0120720T,21120251000023,16.0,151,Ecole élémentaire Melvieu,,12400,PU,15/01/1969,31/08/2013,6,Aveyron
0120721U,21120251000031,16.0,151,Ecole primaire publique Saint-Victor,,12400,PU,15/01/1969,,6,Aveyron
0120723W,21120226200047,16.0,151,Ecole primaire,PONS,12140,PU,15/01/1969,31/08/1984,6,Aveyron
0120724X,21120252800025,16.0,151,Ecole primaire publique,,12260,PU,16/01/1969,,6,Aveyron
0120726Z,21120253600028,16.0,151,Ecole primaire publique Eugène Viala,Place de la Mairie,12410,PU,16/01/1969,,6,Aveyron
0120727A,21120253600036,16.0,151,Ecole élémentaire Bouloc,,12410,PU,16/01/1969,31/08/2012,6,Aveyron
0120728B,21120253600044,16.0,151,Ecole primaire,,12410,PU,16/01/1969,31/08/1989,6,Aveyron
0120729C,21120253600051,16.0,151,Ecole primaire,,12410,PU,16/01/1969,31/08/1992,6,Aveyron
0120731E,21120254400022,16.0,151,Ecole primaire Pont-Les-Bains,PONT LES BAINS,12330,PU,16/01/1969,31/08/1993,6,Aveyron
0120732F,21120254400048,16.0,151,Ecole primaire publique Souyri,,12330,PU,16/01/1969,,6,Aveyron
0120735J,,16.0,151,Ecole primaire,CARCENAC SALMIECH,12120,PU,16/01/1969,31/08/1983,6,Aveyron
0120737L,,16.0,151,Ecole primaire,,12260,PU,16/01/1969,31/08/1981,6,Aveyron
0120738M,,16.0,151,Ecole primaire,SAINT-CLAIR,12260,PU,16/01/1969,31/08/1983,6,Aveyron
0120740P,21120258500025,16.0,151,Ecole primaire publique du Viaur,4 place de la Mairie,12440,PU,16/01/1969,,6,Aveyron
0120742S,21120258500033,16.0,151,Ecole primaire,,12440,PU,16/01/1969,31/08/1988,6,Aveyron
0120743T,,16.0,151,Ecole primaire,,12440,PU,16/01/1969,31/08/1981,6,Aveyron
0120744U,21120259300029,16.0,151,Ecole primaire publique,,12200,PU,16/01/1969,,6,Aveyron
0120745V,,16.0,151,Ecole primaire,TESTAS,12200,PU,16/01/1969,31/08/1980,6,Aveyron
0120746W,21120260100020,16.0,151,Ecole élémentaire publique,,12230,PU,16/01/1969,31/08/2017,6,Aveyron
0120748Y,21120261900022,16.0,151,Ecole primaire,,12260,PU,16/01/1969,31/08/1992,6,Aveyron
0120749Z,21120262700025,16.0,151,Ecole élémentaire publique,1 route de la Garcie,12800,PU,16/01/1969,,6,Aveyron
0120750A,21120262700033,16.0,151,Ecole primaire,,12800,PU,16/01/1969,31/08/1989,6,Aveyron
0120759K,,16.0,151,Ecole primaire,SAINT-GENIEZ-DES-ERS,12190,PU,16/01/1969,31/08/1981,6,Aveyron
0120766T,21120267600030,16.0,151,Ecole primaire,BEGON,12170,PU,16/01/1969,31/08/1984,6,Aveyron
0120767U,21120267600048,16.0,151,Ecole primaire,,12170,PU,16/01/1969,31/08/1992,6,Aveyron
0120769W,21120268400026,16.0,151,Ecole primaire publique,66 rue des Ecoles,12320,PU,16/01/1969,,6,Aveyron
0120771Y,,16.0,151,Ecole primaire,POMIES,12320,PU,16/01/1969,14/09/1979,6,Aveyron
0120773A,21120265000035,16.0,151,Ecole primaire Verrières,,12190,PU,16/01/1969,31/08/1997,6,Aveyron
0120778F,20005542400127,16.0,101,Ecole maternelle publique Jules Ferry,34 rue Serge Duhourquet,12150,PU,17/01/1969,,6,Aveyron
0120782K,20005639800056,16.0,151,Ecole primaire publique Sévérac-L'Eglise,1  PLACE MAIRIE,12310,PU,17/01/1969,,6,Aveyron
0120783L,21120272600025,16.0,151,Ecole elementaire Le Bourg,,12700,PU,17/01/1969,31/08/2004,6,Aveyron
0120784M,21120272600033,16.0,151,Ecole primaire publique Lieucamp,,12700,PU,17/01/1969,,6,Aveyron
0120786P,21120273400029,16.0,151,Ecole primaire publique,Le Bourg,12210,PU,17/01/1969,,6,Aveyron
0120787R,21120274200022,16.0,151,Ecole primaire,,12360,PU,17/01/1969,31/08/1987,6,Aveyron
0120789T,,16.0,151,Ecole primaire,LA BARAQUE ST JEAN A TAURIAC,12800,PU,17/01/1969,31/08/1980,6,Aveyron
0120790U,21120276700029,16.0,151,Ecole primaire publique Saint-Martial,,12800,PU,17/01/1969,,6,Aveyron
0120793X,21120277500030,16.0,151,Ecole primaire,,12600,PU,17/01/1969,31/08/1992,6,Aveyron
0120794Y,21120278300026,16.0,151,Ecole élémentaire,,12440,PU,17/01/1969,31/08/2009,6,Aveyron
0120795Z,21120279100029,16.0,151,Ecole primaire,,12210,PU,17/01/1969,31/08/1990,6,Aveyron
0120798C,21120280900037,16.0,151,Ecole primaire,LADINHAC,12600,PU,17/01/1969,31/08/1985,6,Aveyron
0120800E,21120281700022,16.0,151,Ecole primaire publique,,12200,PU,17/01/1969,,6,Aveyron
0120803H,21120283300029,16.0,151,Ecole primaire publique,,12290,PU,17/01/1969,,6,Aveyron
0120805K,21120283300037,16.0,151,Ecole primaire,SAINT-HILAIRE,12290,PU,17/01/1969,31/08/1985,6,Aveyron
0120806L,21120284100022,16.0,151,Ecole élémentaire publique,,12430,PU,17/01/1969,,6,Aveyron
0120807M,21120284100030,16.0,151,Ecole primaire,LA ROMIGUIERE,12430,PU,17/01/1969,31/08/1985,6,Aveyron
0120809P,21120285800026,16.0,151,Ecole primaire,,12240,PU,17/01/1969,31/08/1995,6,Aveyron
0120810R,,16.0,151,Ecole primaire,TIZAC A VABRRE-TIZAC,12240,PU,17/01/1969,31/08/1980,6,Aveyron
0120811S,21120286600037,16.0,151,Ecole primaire publique Jean de La Fontaine,Rue des Espalies,12400,PU,17/01/1969,,6,Aveyron
0120812T,21120287400023,16.0,151,Ecole primaire publique,,12200,PU,17/01/1969,,6,Aveyron
0120814V,21120287400049,16.0,151,Ecole primaire Memer,,12200,PU,17/01/1969,31/08/1990,6,Aveyron
0120815W,21120287400031,16.0,151,Ecole primaire Saint Grat,,12200,PU,17/01/1969,31/08/1995,6,Aveyron
0120816X,21120288200026,16.0,151,Ecole primaire,,12330,PU,17/01/1969,31/08/1995,6,Aveyron
0120817Y,21120288200034,16.0,151,Ecole primaire Fijaguet,,12330,PU,17/01/1969,31/08/1995,6,Aveyron
0120818Z,21120288200042,16.0,101,Ecole maternelle Nuces,,12330,PU,17/01/1969,31/08/1995,6,Aveyron
0120819A,21120289000029,16.0,151,Ecole primaire,,12220,PU,17/01/1969,31/08/1985,6,Aveyron
0120820B,21120290800029,16.0,101,Ecole maternelle publique,,12220,PU,17/01/1969,,6,Aveyron
0120821C,,16.0,151,Ecole primaire,PACHINS,12220,PU,17/01/1969,31/08/1981,6,Aveyron
