code_ogr;libelle_appellation_long;libelle_appellation_court;code_rome;transition_eco;transition_num;transition_demo;emploi_reglemente;emploi_cadre;classification;origine
12483;Chef d'équipe peinture;Chef d'équipe peinture;F1606;;;;;;SYNONYME;
12484;Chef d'équipe peinture industrielle;Chef d'équipe peinture industrielle;H3404;;;;;;SYNONYME;
12485;Chef d'équipe plombier / plombière;Chef d'équipe plombier / plombière;F1603;;;;;;SYNONYME;
12486;Chef d'équipe plongeur / plongeuse subaquatique;Chef d'équipe plongeur / plongeuse subaquatique;I1502;;;;;;SYNONYME;
12487;Chef d'équipe préparation en chaussures;Chef d'équipe préparation en chaussures;H2505;;;;;;SYNONYME;
12488;Chef d'équipe produits noirs;Chef d'équipe produits noirs;F1702;;;;;;SYNONYME;
12489;Chef d'équipe propreté;Chef d'équipe propreté;K2204;;;;;;SYNONYME;
12490;Chef d'équipe sécurité tracé routier;Chef d'équipe sécurité tracé routier;I1202;;;;;;SYNONYME;
12491;Chef d'équipe solier-moquettiste / solière-moquettiste;Chef d'équipe solier-moquettiste / solière-moquettiste;F1609;;;;;;SYNONYME;
12492;Chef d'équipe station de sondage météorologique;Chef d'équipe station de sondage météorologique;M1809;Emploi Vert;;;;;SYNONYME;
12493;Chef d'équipe traceur / traceuse en chaudronnerie;Chef d'équipe traceur / traceuse en chaudronnerie;H2902;;;;;;SYNONYME;
12494;Chef d'équipe tuyauteur / tuyauteuse;Chef d'équipe tuyauteur / tuyauteuse;H2914;;;;;;SYNONYME;
12495;Chef / Cheffe des cuisines;Chef des cuisines;G1601;;;;;;SYNONYME;
12496;Chef des méthodes en industrie;Chef des méthodes en industrie;H1402;;;;;;SYNONYME;
12497;Chef des services administratifs et financiers;Chef des services administratifs et financiers;M1205;;;;;;SYNONYME;
12498;Chef des travaux pénitentiaires;Chef des travaux pénitentiaires;K1203;;;;;;SYNONYME;
12499;Chef des ventes;Chef des ventes;D1406;;;;;;SYNONYME;
12500;Chef d'escale aérienne;Chef d'escale aérienne;N2205;;;;;;SYNONYME;
12501;Chef d'escale aéroportuaire;Chef d'escale aéroportuaire;N2205;;;;;;SYNONYME;
12502;Chef d'escale fret aérien;Chef d'escale fret aérien;N2205;;;;;;SYNONYME;
12503;Chef d'escouade d'ensemble porte blindés;Chef d'escouade d'ensemble porte blindés;N1303;;;;;;SYNONYME;
12504;Chef d'escouade régulation ravitaillement;Chef d'escouade régulation ravitaillement;N1303;;;;;;SYNONYME;
12505;Chef d'établissement;Chef d'établissement;K2103;;;;;;PRINCIPALE;
12506;Chef d'établissement adjoint / adjointe;Chef d'établissement adjoint / adjointe;K2103;;;;;;SYNONYME;
12507;Chef d'établissement du premier degré;Chef d'établissement du premier degré;K2106;;;;;;SYNONYME;
12508;Chef d'établissement pénitentiaire;Chef d'établissement pénitentiaire;K1403;;;;;;SYNONYME;
12509;Chef d'exploitation agricole;Chef d'exploitation agricole;A1416;;;;;;SYNONYME;
12510;Chef d'exploitation agricole porcine;Chef d'exploitation agricole porcine;A1411;;;;;;SYNONYME;
12511;Chef d'exploitation aquacole;Chef d'exploitation aquacole;A1404;;;;;;SYNONYME;
12512;Chef d'exploitation de carrière;Chef d'exploitation de carrière;F1203;;;;;;SYNONYME;
12513;Chef d'exploitation de centre d'enfouissement;Chef d'exploitation de centre d'enfouissement;K2306;Emploi Vert;;;;;SYNONYME;
12514;Chef d'exploitation de gisement;Chef d'exploitation de gisement;F1203;;;;;;SYNONYME;
12515;Chef d'exploitation de station de détoxication;Chef d'exploitation de station de détoxication;K2306;Emploi Vert;;;;;SYNONYME;
12516;Chef d'exploitation de station d'épuration;Chef d'exploitation de station d'épuration;K2306;Emploi Vert;;;;;SYNONYME;
12517;Chef d'exploitation d'eau potable;Chef d'exploitation d'eau potable;K2306;;;;;;SYNONYME;
12518;Chef d'exploitation d'usine d'incinération;Chef d'exploitation d'usine d'incinération;K2306;Emploi Vert;;;;;SYNONYME;
12519;Chef / Cheffe d'exploitation en arboriculture;Chef d'exploitation en arboriculture;A1420;;;;;;SYNONYME;
12520;Chef d'exploitation en maraîchage-horticulture;Chef d'exploitation en maraîchage-horticulture;A1414;;;;;;SYNONYME;
12521;Chef d'exploitation en production/distribution d'énergie;Chef d'exploitation en production/distribution d'énergie;H2504;Emploi Vert;;;;;SYNONYME;
12522;Chef d'exploitation informatique;Chef d'exploitation informatique;M1810;;O;;;;SYNONYME;
12523;Chef d'exploitation nettoyage de locaux;Chef d'exploitation nettoyage de locaux;K2203;;;;;;SYNONYME;
12524;Chef d'exploitation propreté/collecte;Chef d'exploitation propreté/collecte;K2302;Emploi Vert;;;;;SYNONYME;
12525;Chef d'îlot de production en microélectronique;Chef d'îlot de production en microélectronique;H2501;;;;;;SYNONYME;
12526;Chef d'opérations d'engin sous-marin;Chef d'opérations d'engin sous-marin;I1502;;;;;;SYNONYME;
12527;Chef d'opérations d'engin sous-marin télé opéré;Chef d'opérations d'engin sous-marin télé opéré;I1502;;;;;;SYNONYME;
12528;Chef d'opérations hyperbares;Chef d'opérations hyperbares;I1502;;;;;;SYNONYME;
12529;Chef d'orchestre;Chef d'orchestre;L1202;;;;;;SYNONYME;
12530;Chef du bureau central d'ordonnancement en industrie;Chef du bureau central d'ordonnancement en industrie;H1401;;;;;;SYNONYME;
12531;Chef du bureau des méthodes en industrie;Chef du bureau des méthodes en industrie;H1402;;;;;;SYNONYME;
12532;Chef du personnel;Chef du personnel;M1503;;;;;;SYNONYME;
12533;Chef du personnel navigant commercial;Chef du personnel navigant commercial;N2101;;;;;;SYNONYME;
12534;Chef du service audit-qualité en industrie;Chef du service audit-qualité en industrie;H1502;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
12535;Chef du service clients;Chef du service clients;M1704;;;;;;SYNONYME;
12536;Chef du service contrôle qualité en industrie;Chef du service contrôle qualité en industrie;H1502;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
12537;Chef du service de la gestion de la production;Chef du service de la gestion de la production;H1401;;;;;;SYNONYME;
12538;Chef du service de sécurité des pistes;Chef du service de sécurité des pistes;K1702;;;;;;SYNONYME;
12539;Chef / Cheffe du service d'information et de communication;Chef du service d'information et de communication;E1109;;;;;;SYNONYME;
12540;Chef du service du personnel;Chef du service du personnel;M1503;;;;;;SYNONYME;
12541;Chef du service entretien et travaux neufs;Chef du service entretien et travaux neufs;I1101;;;;;;SYNONYME;
12542;Chef du service entretien et travaux neufs en maintenance industrielle;Chef du service entretien et travaux neufs maintenance ind;I1102;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
12543;Chef du service entretien technique voirie;Chef du service entretien technique voirie;I1101;;;;;;SYNONYME;
12544;Chef du service environnement en industrie;Chef du service environnement en industrie;H1302;Emploi Vert;;;;;SYNONYME;
12545;Chef du service environnement-hygiène-sécurité en industrie;Chef du service environnement-hygiène-sécurité en industrie;H1302;Emploi Vert;;;;;SYNONYME;
12547;Chef du service flux des matières ordonnancement-lancement en industrie;Chef du service flux matière ordonnancement-lancement en ind;H1401;;;;;;SYNONYME;
12548;Chef du service hygiène-sécurité en industrie;Chef du service hygiène-sécurité en industrie;H1302;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
12549;Chef du service maintenance instrumentation;Chef du service maintenance instrumentation;I1102;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
12550;Chef du service méthodes de contrôle qualité en industrie;Chef du service méthodes de contrôle qualité en industrie;H1502;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
12551;Chef du service méthodes en industrie;Chef du service méthodes en industrie;H1402;;;;;;SYNONYME;
12552;Chef du service ordonnancement en industrie;Chef du service ordonnancement en industrie;H1401;;;;;;SYNONYME;
12553;Chef du service ordonnancement planification en industrie;Chef du service ordonnancement planification en industrie;H1401;;;;;;SYNONYME;
12554;Chef du service ordonnancement-lancement en industrie;Chef du service ordonnancement-lancement en industrie;H1401;;;;;;SYNONYME;
12555;Chef du service ordonnancement-lancement-planification en industrie;Chef du service ordonnancement-lancement-planification ind;H1401;;;;;;SYNONYME;
12556;Chef du service planification en industrie;Chef du service planification en industrie;H1401;;;;;;SYNONYME;
12557;Chef du service préparation du travail en industrie;Chef du service préparation du travail en industrie;H1401;;;;;;SYNONYME;
12558;Chef du service sécurité en industrie;Chef du service sécurité en industrie;H1302;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
12559;Chef d'unité de fabrication;Chef d'unité de fabrication;H2502;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
12560;Chef d'unité de gestion immobilière;Chef d'unité de gestion immobilière;C1501;;;;;;SYNONYME;
12561;Chef d'unité de production;Chef d'unité de production;H2502;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
12562;Chef éclairagiste;Chef éclairagiste;L1504;;;;;;SYNONYME;
12563;Chef égoutier / égoutière;Chef égoutier / égoutière;K2301;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
12564;Chef électricien / électricienne spectacle;Chef électricien / électricienne spectacle;L1504;;;;;;SYNONYME;
12565;Chef entremettier / entremettière de restaurant;Chef entremettier / entremettière de restaurant;G1602;;;;;;SYNONYME;
12566;Chef exploitation images drones;Chef exploitation images drones;M1808;;;;;;SYNONYME;
12567;Chef géographe;Chef géographe;M1808;;;;;;SYNONYME;
12568;Chef gérant / gérante de restaurant de collectivité;Chef gérant / gérante de restaurant de collectivité;G1404;;;;;O;SYNONYME;
12569;Chef gouvernant / Chef gouvernante en hôtellerie;Chef gouvernant / Chef gouvernante en hôtellerie;G1503;;;;;;SYNONYME;
12570;Chef habilleur / habilleuse;Chef habilleur / habilleuse;L1502;;;;;;SYNONYME;
12571;Chef lamineur / lamineuse en métallurgie;Chef lamineur / lamineuse en métallurgie;H2904;;;;;;SYNONYME;
12572;Chef machiniste spectacle;Chef machiniste spectacle;L1506;;;;;;SYNONYME;
12573;Chef magasinier / magasinière;Chef magasinier / magasinière;N1303;;;;;;SYNONYME;
12574;Chef maquilleur posticheur / maquilleuse posticheuse spectacle;Chef maquilleur posticheur/maquilleuse posticheuse spectacle;L1501;;;;;;SYNONYME;
12575;Chef maquilleur / maquilleuse spectacle;Chef maquilleur / maquilleuse spectacle;L1501;;;;;;SYNONYME;
12576;Chef mécanicien / mécanicienne automobile;Chef mécanicien / mécanicienne automobile;I1604;;;;;;SYNONYME;
12577;Chef mécanicien / mécanicienne d'atelier de fabrication;Chef mécanicien / mécanicienne d'atelier de fabrication;H2503;;;;;;SYNONYME;
12578;Chef mécanicien / mécanicienne de maintenance industrielle;Chef mécanicien / mécanicienne de maintenance industrielle;I1310;;;;;;SYNONYME;
12579;Chef mécanicien / mécanicienne marine;Chef mécanicien / mécanicienne marine;N3101;;;;;;SYNONYME;
12580;Chef monteur / monteuse audiovisuel;Chef monteur / monteuse audiovisuel;L1507;;;;;;SYNONYME;
12581;Chef monteur / monteuse son;Chef monteur / monteuse son;L1507;;;;;;SYNONYME;
12582;Chef opérateur / opératrice de mouvement sécurité du réseau ferroviaire;Chef opérateur(trice) mouvement sécurité réseau ferroviaire;N4401;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
12583;Chef opérateur / opératrice de prise de vues;Chef opérateur / opératrice de prise de vues;L1505;;;;;;SYNONYME;
12584;Chef opérateur / opératrice de projection;Chef opérateur / opératrice de projection;E1204;;;;;;SYNONYME;
12585;Chef opérateur / opératrice des manœuvres du réseau ferré;Chef opérateur / opératrice des manœuvres du réseau ferré;N4403;;;;;;SYNONYME;
12586;Chef opérateur / opératrice du son;Chef opérateur / opératrice du son;L1508;;;;;;SYNONYME;
12587;Chef opérateur / opératrice en raffinerie;Chef opérateur / opératrice en raffinerie;H2701;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
12588;Chef opérateur / opératrice image;Chef opérateur / opératrice image;L1505;;;;;;SYNONYME;
12589;Chef opérateur / opératrice lumière;Chef opérateur / opératrice lumière;L1505;;;;;;SYNONYME;
12590;Chef opérateur / opératrice photographe;Chef opérateur / opératrice photographe;E1201;;;;;;SYNONYME;
12591;Chef opérateur / opératrice vidéo;Chef opérateur / opératrice vidéo;L1505;;;;;;SYNONYME;
12592;Chef pâtissier / pâtissière;Chef pâtissier / pâtissière;D1104;;;;;;SYNONYME;
12593;Chef pâtissier / pâtissière de restaurant;Chef pâtissier / pâtissière de restaurant;G1602;;;;;;SYNONYME;
12594;Chef perruquier maquilleur / perruquière maquilleuse spectacle;Chef perruquier maquilleur/perruquière maquilleuse spectacle;L1501;;;;;;SYNONYME;
12595;Chef perruquier / perruquière spectacle;Chef perruquier / perruquière spectacle;L1501;;;;;;SYNONYME;
12596;Chef Personnel Navigant Technique -PNT-;Chef Personnel Navigant Technique -PNT-;N2102;;;;;;SYNONYME;
12597;Chef pilote aéronautique;Chef pilote aéronautique;N2102;;;;;;SYNONYME;
12598;Chef porion / porionne;Chef porion / porionne;F1203;;;;;;SYNONYME;
12599;Chef posticheur / posticheuse spectacle;Chef posticheur / posticheuse spectacle;L1501;;;;;;SYNONYME;
12600;Chef régulateur / régulatrice du réseau ferroviaire;Chef régulateur / régulatrice du réseau ferroviaire;N4401;Emploi stratégique pour la Transition écologique;;;;;SYNONYME;
12601;Chef saucier / saucière;Chef saucier / saucière;G1602;;;;;;SYNONYME;
12602;Chef sommelier / sommelière;Chef sommelier / sommelière;G1804;;;;;;SYNONYME;
12603;Chef soudeur / soudeuse;Chef soudeur / soudeuse;H2913;;;;;;SYNONYME;
12604;Chef viabilité sécurité;Chef viabilité sécurité;I1101;;;;;;SYNONYME;
12605;Chercheur / Chercheuse en archéologie;Chercheur / Chercheuse en archéologie;K2401;;;;;;SYNONYME;
12606;Chercheur / Chercheuse en démographie;Chercheur / Chercheuse en démographie;K2401;;;;;;SYNONYME;
12607;Chercheur / Chercheuse en économie;Chercheur / Chercheuse en économie;K2401;;;;;;SYNONYME;
12608;Chercheur / Chercheuse en ethnologie;Chercheur / Chercheuse en ethnologie;K2401;;;;;;SYNONYME;
12609;Chercheur / Chercheuse en géographie;Chercheur / Chercheuse en géographie;K2401;;;;;;SYNONYME;
12610;Chercheur / Chercheuse en histoire;Chercheur / Chercheuse en histoire;K2401;;;;;;SYNONYME;
12611;Chercheur / Chercheuse en linguistique;Chercheur / Chercheuse en linguistique;K2401;;;;;;SYNONYME;
12612;Chercheur / Chercheuse en psychologie;Chercheur / Chercheuse en psychologie;K2401;;;;;;SYNONYME;
12613;Chercheur / Chercheuse en sciences humaines;Chercheur / Chercheuse en sciences humaines;K2401;;;;;;SYNONYME;
12614;Chercheur / Chercheuse en sciences humaines et sociales;Chercheur / Chercheuse en sciences humaines et sociales;K2401;;;;;;PRINCIPALE;
12615;Chercheur / Chercheuse en sciences sociales;Chercheur / Chercheuse en sciences sociales;K2401;;;;;;SYNONYME;
12616;Chercheur / Chercheuse en sociologie;Chercheur / Chercheuse en sociologie;K2401;;;;;;SYNONYME;
12617;Chercheur / Chercheuse en thanatologie;Chercheur / Chercheuse en thanatologie;K2401;;;;;;SYNONYME;
12618;Chevrier / Chevrière;Chevrier / Chevrière;A1410;;;;;;SYNONYME;
12619;Chevrier fromager / Chevrière fromagère;Chevrier fromager / Chevrière fromagère;A1410;;;;;;SYNONYME;
12620;Chimiste de la recherche scientifique;Chimiste de la recherche scientifique;K2402;;;O;;;SYNONYME;
12621;Chimiste en laboratoire d'analyse industrielle;Chimiste en laboratoire d'analyse industrielle;H1503;;;;;;SYNONYME;
12622;Chimiste en laboratoire de contrôle en industrie;Chimiste en laboratoire de contrôle en industrie;H1503;;;;;;SYNONYME;
12623;Chiropracteur / Chiropractrice;Chiropracteur / Chiropractrice;J1408;;;;;;SYNONYME;
12624;Chiropraticien / Chiropraticienne;Chiropraticien / Chiropraticienne;J1408;;;;;;SYNONYME;
12625;Chirurgien / Chirurgienne;Chirurgien / Chirurgienne;J1102;;;;;;SYNONYME;
12626;Chirurgien-dentiste / Chirurgienne-dentiste;Chirurgien-dentiste / Chirurgienne-dentiste;J1103;;;;;;SYNONYME;
12627;Chirurgien-dentiste / Chirurgienne-dentiste conseil;Chirurgien-dentiste / Chirurgienne-dentiste conseil;K1402;;;;;;SYNONYME;
12628;Chirurgien-dentiste / Chirurgienne-dentiste des armées;Chirurgien-dentiste / Chirurgienne-dentiste des armées;J1103;;;;;;SYNONYME;
12629;Chloriteur / Chloriteuse en industrie textile;Chloriteur / Chloriteuse en industrie textile;H2406;;;;;;SYNONYME;
12630;Chloriteur-laveur / Chloriteuse-laveuse en industrie textile;Chloriteur-laveur / Chloriteuse-laveuse en industrie textile;H2406;;;;;;SYNONYME;
12631;Chocolatier / Chocolatière;Chocolatier / Chocolatière;D1104;;;;;;SYNONYME;
12632;Chorégraphe;Chorégraphe;L1201;;;;;;SYNONYME;
12633;Choréologue;Choréologue;K2401;;;;;;SYNONYME;
12634;Choriste;Choriste;L1202;;;;;;SYNONYME;
12635;Chromeur industriel / Chromeuse industrielle;Chromeur industriel / Chromeuse industrielle;H3402;;;;;;SYNONYME;
12636;Chromiste;Chromiste;E1306;;;;;;SYNONYME;
12637;Chronométreur analyseur / Chronométreuse analyseuse en production industrielle;Chronométreur(se) analyseur(se) en production industrielle;H1404;;;;;;SYNONYME;
