MEF,FORMATION_DIPLOME,MEF_STAT_11
11000211,70010002,11210010002
21000221,70010002,11220010002
611000411,70010004,13110010004
21000222,70010002,11230010002
31000221,70010002,11240010002
31000222,70010002,11250010002
1001000111,67010001,21110010001
3001000511,37010005,31111410005
1301000931,67010009,21110010009
1301001032,67010010,21110010010
1301001133,67010011,21120010011
1001000311,67010003,21110010003
1011000311,67010003,21120010003
1001000511,67010005,21110010005
1011000511,67010005,21120010005
1001000611,67010006,21110010006
1011000211,67010002,21120010002
1011000611,67010006,21120010006
1021000111,67010001,21150010001
1601000121,69010001,24110010001
1601000122,69010001,24120010001
1621000121,69010001,24210010001
1621000122,69010001,24220010001
1031000111,67010001,21160010001
1311000931,67010009,21150010009
1311001032,67010010,21150010010
2222430211,42024302,22133124302
2213310111,42033101,22123133101
2223310111,42033101,22133133101
2212430311,42024303,22123124303
2222430311,42024303,22133124303
2212340111,42023401,22123123401
2222340111,42023401,22133123401
2212230411,42022304,22123122304
2222230411,42022304,22133122304
2222340211,42023402,22133123402
2212340311,42023403,22123123403
2222340311,42023403,22133123403
2212420611,42024206,22123124206
2212340411,42023404,22123123404
2222340411,42023404,22133123404
2212260211,42022602,22123122602
2222260211,42022602,22133122602
2222340511,42023405,22133123405
2212270111,42022701,22123122701
2222270111,42022701,22133122701
2213110211,42031102,22123131102
2212300311,42023003,22123123003
2222300311,42023003,22133123003
2212510111,42025101,22123125101
2222510111,42025101,22133125101
2322260111,42022601,22124222601
1011000411,67010004,21120010004
2222300411,42023004,22133123004
2213110111,42031101,22123131101
2223110111,42031101,22133131101
2213340211,42033402,22123133402
2202340911,42023409,22113123409
3102541311,32025413,32111025413
2413320221,50033202,23210033202
2202341011,42023410,22113123410
2203230411,42032304,22113132304
2202300111,42023001,22113123001
2533340611,01033406,23910033406
2412343422,50023434,23220023434
2412235521,50022355,23210022355
2412235522,50022355,23220022355
3112210321,32022103,32211022103
2422340733,50023407,23330023407
2422231733,50022317,23330022317
