MEF,FORMATION_DIPLOME,MEF_STAT_11
2212410411,42024104,22123124104
2222410411,42024104,22133124104
2222410111,42024101,22133124101
3112231321,32022313,32211022313
2212410211,42024102,22123124102
2222410211,42024102,22133124102
2212410311,42024103,22123124103
2222410311,42024103,22133124103
2212400111,42024001,22123124001
2222400111,42024001,22133124001
2212420111,42024201,22123124201
1133399911,64033999,21330033999
1132099911,64020999,21330020999
2542210222,45022102,25120022102
1133499911,64034999,21330034999
2101340111,43013401,22112813401
2102000111,43020001,22112820001
2102200311,43022003,22112822003
2103300111,43033001,22112833001
2103340111,43033401,22112133401
2202110111,42021101,22113121101
2202310111,42023101,22113123101
2202540411,42025404,22113125404
3112250121,32022501,32211022501
3112250122,32022501,32221022501
3112220321,32022203,32211022203
3112220322,32022203,32221022203
2322530111,42025301,22124225301
2322520611,42025206,22124225206
2312510111,43025101,22124125101
2312510611,43025106,22124125106
2312510411,43025104,22124125104
2312010111,43020101,22124120101
2322550111,42025501,22124225501
2322520111,42025201,22124225201
2322520211,42025202,22124225202
2322520311,42025203,22124225203
2322520411,42025204,22124225204
2312510711,43025107,22124125107
2312510211,43025102,22124125102
2312510311,43025103,22124125103
2322520511,42025205,22124225205
2202260111,42022601,22113122601
2322550711,42025507,22124225507
2322230311,42022303,22124222303
2322550811,42025508,22124225508
2312550311,43025503,22124125503
2312550111,43025501,22124125501
2322550211,42025502,22124225502
2322550311,42025503,22124225503
2322550411,42025504,22124225504
2322550511,42025505,22124225505
2322550611,42025506,22124225506
2312550411,43025504,22124125504
2312550211,43025502,22124125502
2312200111,43022001,22124122001
2322240911,42022409,22124222409
2322240111,42022401,22124222401
2442310222,51023102,23520023102
2442310321,51023103,23510023103
2442320121,51023201,23510023201
2442320122,51023201,23520023201
2442320221,51023202,23510023202
2442270221,51022702,23510022702
2442270222,51022702,23520022702
2442330122,51023301,23520023301
2442230121,51022301,23510022301
2442230122,51022301,23520022301
2442230222,51022302,23520022302
2442230321,51022303,23510022303
2442230322,51022303,23520022303
2442230421,51022304,23510022304
2442230422,51022304,23520022304
2442540121,51025401,23510025401
2442540122,51025401,23520025401
2442540221,51025402,23510025402
2543220221,45032202,25110032202
2442540222,51025402,23520025402
2442540321,51025403,23510025403
2442540322,51025403,23520025403
2442500121,51025001,23510025001
2442500222,51025002,23520025002
2442500322,51025003,23520025003
2442510921,51025109,23510025109
2442510922,51025109,23520025109
2442510121,51025101,23510025101
3162340821,32123408,32610023408
3162340822,32123408,32620023408
3112000321,32020003,32211020003
2422410133,50024101,23330024101
2412411421,50024114,23210024114
2412411422,50024114,23220024114
2412411521,50024115,23210024115
2412411522,50024115,23220024115
2412411621,50024116,23210024116
2532410111,01024101,23910024101
3162300221,32123002,32610023002
3011104721,37011047,31111111047
2532340211,01023402,23910023402
2532230111,01022301,23910022301
2532300111,01023001,23910023001
2532540111,01025401,23910025401
2532511011,01025110,23910025110
2532230211,01022302,23910022302
2533310111,01033101,23910033101
2533360111,01033601,23910033601
2533360211,01033602,23910033602
2533340411,01033404,23910033404
2533340511,01033405,23910033405
2402330711,50023307,23110023307
2402330811,50023308,23110023308
2402330911,50023309,23110023309
2402331011,50023310,23110023310
2402540111,50025401,23110025401
3113310322,32033103,32221033103
2402232511,50022325,23110022325
2402232611,50022326,23110022326
2402232711,50022327,23110022327
2402232911,50022329,23110022329
2402542011,50025420,23110025420
2429999931,50099999,23310099999
7409999911,58199999,44110099999
7509999911,58299999,46110099999
2532320111,01023201,23910023201
2202530111,42025301,22113125301
2202520611,42025206,22113125206
2532520511,01025205,23910025205
2202520711,42025207,22113125207
2202520511,42025205,22113125205
2202550711,42025507,22113125507
2202550811,42025508,22113125508
2202330311,42023303,22113123303
2203221111,42032211,22113132211
2203221211,42032212,22113132212
2203220411,42032204,22113132204
2202420511,42024205,22113124205
2202430111,42024301,22113124301
2203310111,42033101,22113133101
2202430311,42024303,22113124303
2202340111,42023401,22113123401
2202340211,42023402,22113123402
2202340311,42023403,22113123403
2202420611,42024206,22113124206
2202340511,42023405,22113123405
2203200111,42032001,22113132001
2203340211,42033402,22113133402
2202420711,42024207,22113124207
2413320222,50033202,23220033202
2202340711,42023407,22113123407
2412342321,50023423,23210023423
2412342322,50023423,23220023423
2422342333,50023423,23330023423
2412342421,50023424,23210023424
2412342422,50023424,23220023424
2412342521,50023425,23210023425
2412342522,50023425,23220023425
3102301111,32023011,32111023011
2412310221,50023102,23210023102
2412310222,50023102,23220023102
2322240811,42022408,22124222408
2322330311,42023303,22124223303
2322240311,42022403,22124222403
2322240411,42022404,22124222404
2323220111,42032201,22124232201
2323230111,42032301,22124232301
2323220311,42032203,22124232203
2412230521,50022305,23210022305
2413110122,50031101,23220031101
2412230522,50022305,23220022305
2422230533,50022305,23330022305
2412230621,50022306,23210022306
2412230622,50022306,23220022306
2422230633,50022306,23330022306
2412230721,50022307,23210022307
2412230722,50022307,23220022307
2422230733,50022307,23330022307
2422230933,50022309,23330022309
2422231033,50022310,23330022310
2412232521,50022325,23210022325
2412232522,50022325,23220022325
2412232621,50022326,23210022326
2412232622,50022326,23220022326
2412232722,50022327,23220022327
2412541421,50025414,23210025414
2412541422,50025414,23220025414
2412540222,50025402,23220025402
2422540233,50025402,23330025402
2422540333,50025403,23330025403
2412540421,50025404,23210025404
2422540433,50025404,23330025404
2422540533,50025405,23330025405
2412232921,50022329,23210022329
2412232922,50022329,23220022329
2412540721,50025407,23210025407
3112300421,32023004,32211023004
3112300422,32023004,32221023004
3112300621,32023006,32211023006
3112300622,32023006,32221023006
3112240321,32022403,32211022403
3112240322,32022403,32221022403
3112330321,32023303,32211023303
3112330322,32023303,32221023303
3112420321,32024203,32211024203
3112420322,32024203,32221024203
3113231221,32032312,32211032312
3113231222,32032312,32221032312
3113210321,32032103,32211032103
3113210322,32032103,32221032103
3112410921,32024109,32211024109
3112410922,32024109,32221024109
3163220121,32132201,32610032201
3163220122,32132201,32620032201
3163220221,32132202,32610032202
3163220321,32132203,32610032203
3163220322,32132203,32620032203
2462520521,40025205,23710025205
2462520522,40025205,23720025205
2462510421,40025104,23710025104
2462510422,40025104,23720025104
3112231322,32022313,32221022313
2462510522,40025105,23720025105
2462550121,40025501,23710025501
2462550122,40025501,23720025501
2462500222,40025002,23720025002
2462550221,40025502,23710025502
2462550222,40025502,23720025502
2532510111,01025101,23910025101
2532511411,01025114,23910025114
2532210111,01022101,23910022101
2532340111,01023401,23910023401
2533340111,01033401,23910033401
2533340211,01033402,23910033402
2001000311,47010003,22111110003
2001000411,47010004,22111210004
2112330211,43023302,22122123302
2122330211,43023302,22132123302
2112330111,43023301,22122823301
2122330111,43023301,22132823301
2112540211,43025402,22122125402
2122540111,43025401,22132825401
2112510511,43025105,22122125105
2122510511,43025105,22132125105
2122510111,43025101,22132825101
2112510611,43025106,22122125106
2122510611,43025106,22132125106
2112510411,43025104,22122825104
2112010111,43020101,22122320101
2122010111,43020101,22132320101
2112510711,43025107,22122125107
2122510711,43025107,22132125107
2122510211,43025102,22132825102
2122510311,43025103,22132125103
2112550311,43025503,22122125503
2112550111,43025501,22122825501
2122550111,43025501,22132825501
2112550411,43025504,22122125504
2122550411,43025504,22132125504
2112550211,43025502,22122825502
2122550211,43025502,22132825502
2112200111,43022001,22122122001
2112200411,43022004,22122322004
2122200411,43022004,22132322004
2422310233,50023102,23330023102
2413110421,50031104,23210031104
2413110422,50031104,23220031104
2423110433,50031104,23330031104
2413110121,50031101,23210031101
2423110133,50031101,23330031101
2412310921,50023109,23210023109
2412310922,50023109,23220023109
2413110521,50031105,23210031105
2413110522,50031105,23220031105
2413110622,50031106,23220031106
2413110221,50031102,23210031102
2413110222,50031102,23220031102
2413111121,50031111,23210031111
2412512921,50025129,23210025129
2412512922,50025129,23220025129
2412270222,50022702,23220022702
2422270233,50022702,23330022702
2412270321,50022703,23210022703
2412270322,50022703,23220022703
2413430221,50034302,23210034302
2413430222,50034302,23220034302
3112110822,32021108,32221021108
3112100622,32021006,32221021006
3112120721,32021207,32211021207
3112120722,32021207,32221021207
3112310121,32023101,32211023101
3112310122,32023101,32221023101
3112300121,32023001,32211023001
3112300122,32023001,32221023001
3112310221,32023102,32211023102
2423340631,50033406,23310033406
2423340731,50033407,23310033407
2422212331,50022123,23310022123
3011104821,37011048,31111111048
2423440131,50034401,23310034401
2422513231,50025132,23310025132
2422271131,50022711,23310022711
2423430531,50034305,23310034305
3112310321,32023103,32211023103
2422099931,50020999,23310020999
2422199931,50021999,23310021999
2422299931,50022999,23310022999
2712121321,50321213,23211021213
2513220621,40132206,23C10032206
2422430931,50024309,23310024309
2422431031,50024310,23310024310
2422431131,50024311,23310024311
2422431231,50024312,23310024312
2712121322,50321213,23221021213
2422341031,50023410,23310023410
2422260731,50022607,23310022607
2422340131,50023401,23310023401
2422342131,50023421,23310023421
2422342431,50023424,23310023424
2422342531,50023425,23310023425
2422310931,50023109,23310023109
2423110531,50031105,23310031105
2423110631,50031106,23310031106
2423110231,50031102,23310031102
2423111131,50031111,23310031111
3902409911,36024099,52110024099
3903009911,36030099,52110030099
3903109911,36031099,52110031099
3903209911,36032099,52110032099
3903309911,36033099,52110033099
7512099911,48220999,46210020999
7512199911,48221999,46210021999
7512299911,48222999,46210022999
7512399911,48223999,46210023999
7512499911,48224999,46210024999
2422330833,50023308,23330023308
3713000121,32330001,32212030001
3103130111,32031301,32111031301
3103140411,32031404,32111031404
3103110111,32031101,32111031101
3102340711,32023407,32111023407
3102500311,32025003,32111025003
3102400411,32024004,32111024004
3011104922,37011049,31121111049
3103120311,32031203,32111031203
3103220411,32032204,32111032204
3103120611,32031206,32111031206
3103120711,32031207,32111031207
3103120811,32031208,32111031208
3103210211,32032102,32111032102
3103340811,32033408,32111033408
3103340911,32033409,32111033409
3102000311,32020003,32111020003
3102300611,32023006,32111023006
3102240311,32022403,32111022403
3102330311,32023303,32111023303
3102420311,32024203,32111024203
3103231211,32032312,32111032312
2422551631,50025516,23310025516
2422551731,50025517,23310025517
2422551831,50025518,23310025518
2423230331,50032303,23310032303
2423220631,50032206,23310032206
2423220731,50032207,23310032207
2423220931,50032209,23310032209
2423221031,50032210,23310032210
2423230431,50032304,23310032304
2423221131,50032211,23310032211
2423221231,50032212,23310032212
2423221331,50032213,23310032213
2422330733,50023307,23330023307
2422331033,50023310,23330023310
3011105022,37011050,31121111050
2423121833,50031218,23330031218
2422410932,50024109,23320024109
2422233532,50022335,23320022335
2422423032,50024230,23320024230
2422513132,50025131,23320025131
2422233632,50022336,23320022336
2422342932,50023429,23320023429
2423221732,50032217,23320032217
2933310311,56033103,51111033103
2423221832,50032218,23320032218
2903310411,46033104,51110033104
2422242432,50022424,23320022424
2422242632,50022426,23320022426
2903310511,46033105,51110033105
2422233832,50022338,23320022338
2422512433,50025124,23330025124
2422211033,50022110,23330022110
2422530233,50025302,23330025302
2422530333,50025303,23330025303
2452520511,40025205,23610025205
2452510411,40025104,23610025104
2452550111,40025501,23610025501
2452500211,40025002,23610025002
2452550211,40025502,23610025502
2452550311,40025503,23610025503
2422511432,50025114,23320025114
2422511532,50025115,23320025115
2422511632,50025116,23320025116
2422512032,50025120,23320025120
2422521032,50025210,23320025210
2422512232,50025122,23320025122
2422512432,50025124,23320025124
2542211022,45022110,25120022110
2422211032,50022110,23320022110
2422530232,50025302,23320025302
2472270231,40022702,23810022702
2472330231,40023302,23810023302
2403121811,50031218,23110031218
2472230131,40022301,23810022301
2472540131,40025401,23810025401
2472540231,40025402,23810025402
2472500131,40025001,23810025001
2472510131,40025101,23810025101
2472500431,40025004,23810025004
2472520131,40025201,23810025201
2472520331,40025203,23810025203
2472520431,40025204,23810025204
2472520531,40025205,23810025205
2472510431,40025104,23810025104
2472550131,40025501,23810025501
2472500231,40025002,23810025002
2472550231,40025502,23810025502
2472550331,40025503,23810025503
2473220331,40032203,23810032203
2473220231,40032202,23810032202
2472500331,40025003,23810025003
2472250131,40022501,23810022501
2472210131,40022101,23810022101
2472400131,40024001,23810024001
2472340131,40023401,23810023401
3903409911,36034099,52110034099
1612009941,55020099,24130020099
1612019941,55020199,24130020199
1612109941,55021099,24130021099
1612119941,55021199,24130021199
1612129941,55021299,24130021299
1612139941,55021399,24130021399
1612149941,55021499,24130021499
1612209941,55022099,24130022099
1612219941,55022199,24130022199
1612229941,55022299,24130022299
1612239941,55022399,24130022399
1612259941,55022599,24130022599
1612269941,55022699,24130022699
1612279941,55022799,24130022799
1612319941,55023199,24130023199
1612329941,55023299,24130023299
1612339941,55023399,24130023399
1612349941,55023499,24130023499
1612419941,55024199,24130024199
1612429941,55024299,24130024299
1612439941,55024399,24130024399
1612509941,55025099,24130025099
1612529941,55025299,24130025299
1612539941,55025399,24130025399
1612549941,55025499,24130025499
1612559941,55025599,24130025599
1613109941,55031099,24130031099
1613119941,55031199,24130031199
1613129941,55031299,24130031299
1613149941,55031499,24130031499
2403221111,50032211,23110032211
2403221211,50032212,23110032212
2403221311,50032213,23110032213
2403221411,50032214,23110032214
2423221431,50032214,23310032214
2422260531,50022605,23310022605
2422260631,50022606,23310022606
2423221631,50032216,23310032216
2422250631,50022506,23310022506
1613359943,55033599,24150033599
1613369943,55033699,24150033699
1613409943,55034099,24150034099
1613429943,55034299,24150034299
1613439943,55034399,24150034399
1613449943,55034499,24150034499
1613459943,55034599,24150034599
1612009944,55020099,24160020099
1612019944,55020199,24160020199
1612109944,55021099,24160021099
1612129944,55021299,24160021299
1612139944,55021399,24160021399
1612149944,55021499,24160021499
1612209944,55022099,24160022099
1612229944,55022299,24160022299
1612239944,55022399,24160022399
1612249944,55022499,24160022499
1612259944,55022599,24160022599
1612279944,55022799,24160022799
1612309944,55023099,24160023099
1612319944,55023199,24160023199
1612329944,55023299,24160023299
1612339944,55023399,24160023399
1612349944,55023499,24160023499
1612409944,55024099,24160024099
1612419944,55024199,24160024199
1612429944,55024299,24160024299
1612439944,55024399,24160024399
1612509944,55025099,24160025099
2453220311,40032203,23610032203
2453220211,40032202,23610032202
2452500311,40025003,23610025003
2452250111,40022501,23610022501
2452210111,40022101,23610022101
2472250133,40022501,23830022501
2472210133,40022101,23830022101
2472400133,40024001,23830024001
2472340133,40023401,23830023401
2472340233,40023402,23830023402
2472000133,40020001,23830020001
2472300133,40023001,23830023001
2473240133,40032401,23830032401
2473140133,40031401,23830031401
2473120133,40031201,23830031201
2473110133,40031101,23830031101
1031002111,67010021,21160010021
2473110233,40031102,23830031102
2472420133,40024201,23830024201
2472340333,40023403,23830023403
2472510333,40025103,23830025103
2473210133,40032101,23830032101
2472320233,40023202,23830023202
2473340133,40033401,23830033401
2473430133,40034301,23830034301
2473300133,40033001,23830033001
2472210233,40022102,23830022102
2432510111,51025101,23410025101
2452120111,40021201,23610021201
2452320111,40023201,23610023201
2452330111,40023301,23610023301
2472330133,40023301,23830023301
2722340121,51323401,23511023401
2722340122,51323401,23521023401
2722340221,51323402,23511023402
2472340231,40023402,23810023402
2472300131,40023001,23810023001
2473240131,40032401,23810032401
2473140131,40031401,23810031401
2473110131,40031101,23810031101
3103342511,32033425,32111033425
2473110231,40031102,23810031102
2472420131,40024201,23810024201
2472340331,40023403,23810023403
2472510331,40025103,23810025103
2473210131,40032101,23810032101
2472320231,40023202,23810023202
2473230131,40032301,23810032301
2422511932,50025119,23320025119
2422231131,50022311,23310022311
2422231132,50022311,23320022311
2422512131,50025121,23310025121
2422512132,50025121,23320025121
2422510331,50025103,23310025103
2543120221,45031202,25110031202
2422510431,50025104,23310025104
2422510432,50025104,23320025104
2402099911,50020999,23110020999
2402199911,50021999,23110021999
2402299911,50022999,23110022999
2402399911,50023999,23110023999
2402499911,50024999,23110024999
2402599911,50025999,23110025999
2422510531,50025105,23310025105
2422510532,50025105,23320025105
2422510631,50025106,23310025106
3113131322,32031313,32221031313
2422510632,50025106,23320025106
2422512531,50025125,23310025125
2422512532,50025125,23320025125
2403199911,50031999,23110031999
2403299911,50032999,23110032999
2403399911,50033999,23110033999
2402260411,50022604,23110022604
2402260611,50022606,23110022606
2422410231,50024102,23310024102
2403221611,50032216,23110032216
2422420231,50024202,23310024202
2422420232,50024202,23320024202
2422420331,50024203,23310024203
2402250611,50022506,23110022506
2422421631,50024216,23310024216
2422421632,50024216,23320024216
2422420431,50024204,23310024204
2422420432,50024204,23320024204
2422410331,50024103,23310024103
2422410332,50024103,23320024103
2422410432,50024104,23320024104
2422410531,50024105,23310024105
2422410532,50024105,23320024105
2422410631,50024106,23310024106
2422410632,50024106,23320024106
2422421931,50024219,23310024219
2422421932,50024219,23320024219
2422422431,50024224,23310024224
2422422432,50024224,23320024224
2422410731,50024107,23310024107
2422410732,50024107,23320024107
2422420831,50024208,23310024208
2422420931,50024209,23310024209
2422420932,50024209,23320024209
2422421031,50024210,23310024210
2422421032,50024210,23320024210
2422430531,50024305,23310024305
2422430532,50024305,23320024305
2422430631,50024306,23310024306
2422430632,50024306,23320024306
2542520221,45025202,25110025202
2542510121,45025101,25110025101
2542510221,45025102,25110025102
1612519944,55025199,24160025199
1612529944,55025299,24160025299
1612539944,55025399,24160025399
1612549944,55025499,24160025499
1613009944,55030099,24160030099
2403440211,50034402,23110034402
1613109944,55031099,24160031099
1613119944,55031199,24160031199
2402551411,50025514,23110025514
2402551511,50025515,23110025515
2402500511,50025005,23110025005
2402551611,50025516,23110025516
2402551711,50025517,23110025517
2402551811,50025518,23110025518
2402241511,50022415,23110022415
2402241611,50022416,23110022416
2402241711,50022417,23110022417
2422340331,50023403,23310023403
2402241811,50022418,23110022418
2422212233,50022122,23330022122
2423340533,50033405,23330033405
2423340733,50033407,23330033407
2422212333,50022123,23330022123
3722211199,36322111,33200022111
2422271133,50022711,23330022711
2422513233,50025132,23330025132
3722100499,36321004,33200021004
2422231431,50022314,23310022314
2402242011,50022420,23110022420
2423430533,50034305,23330034305
2503220811,40132208,23B10032208
2422199933,50021999,23330021999
2422299933,50022999,23330022999
2722340222,51323402,23521023402
2723240121,51332401,23511032401
2723240122,51332401,23521032401
2723300121,51333001,23511033001
2723300122,51333001,23521033001
2723350121,51333501,23511033501
2723350122,51333501,23521033501
2712100521,50321005,23211021005
2712100522,50321005,23221021005
2712100621,50321006,23211021006
2712100622,50321006,23221021006
2712100721,50321007,23211021007
2712100722,50321007,23221021007
2712100821,50321008,23211021008
2712100822,50321008,23221021008
2712111222,50321112,23221021112
2712111321,50321113,23211021113
2712111322,50321113,23221021113
2712111421,50321114,23211021114
2712111521,50321115,23211021115
2712111522,50321115,23221021115
2712111621,50321116,23211021116
2712111622,50321116,23221021116
2712111722,50321117,23221021117
2712111821,50321118,23211021118
2712111822,50321118,23221021118
2712111921,50321119,23211021119
2712112021,50321120,23211021120
2712112022,50321120,23221021120
2513220821,40132208,23C10032208
2712112121,50321121,23211021121
2712112122,50321121,23221021121
2712112222,50321122,23221021122
2712112321,50321123,23211021123
2712112322,50321123,23221021123
2712112422,50321124,23221021124
2712112521,50321125,23211021125
2402520211,50025202,23110025202
2422530131,50025301,23310025301
3102110111,32021101,32111021101
3102120111,32021201,32111021201
3102130111,32021301,32111021301
3102110411,32021104,32111021104
3102110511,32021105,32111021105
3102110911,32021109,32111021109
2422510731,50025107,23310025107
2422500332,50025003,23320025003
2422342433,50023424,23330023424
2422342533,50023425,23330023425
2423230131,50032301,23310032301
2513220822,40132208,23C20032208
2422310933,50023109,23330023109
3102551311,32025513,32111025513
2423499933,50034999,23330034999
2423440233,50034402,23330034402
2402110111,50021101,23110021101
2403110311,50031103,23110031103
2402320411,50023204,23110023204
2402320511,50023205,23110023205
2402320611,50023206,23110023206
2402310511,50023105,23110023105
2402311011,50023110,23110023110
2402310711,50023107,23110023107
2402311111,50023111,23110023111
2402270411,50022704,23110022704
2402320811,50023208,23110023208
2402321011,50023210,23110023210
2402240711,50022407,23110022407
2403360111,50033601,23110033601
2402330511,50023305,23110023305
2402270511,50022705,23110022705
2402270611,50022706,23110022706
3113231822,32032318,32221032318
2403360811,50033608,23110033608
2403340111,50033401,23110033401
2402321111,50023211,23110023211
2542510321,45025103,25110025103
2542320221,45023202,25110023202
2542310121,45023101,25110023101
2543120321,45031203,25110031203
3722100599,36321005,33200021005
2542320421,45023204,25110023204
2542240121,45022401,25110022401
2542320721,45023207,25110023207
2542330321,45023303,25110023303
2542270121,45022701,25110022701
2542270221,45022702,25110022702
2542330521,45023305,25110023305
2542230121,45022301,25110022301
2542340421,45023404,25110023404
2542340521,45023405,25110023405
2802113099,50321130,23I01021130
2542240221,45022402,25110022402
2543120121,45031201,25110031201
2543230121,45032301,25110032301
2543230221,45032302,25110032302
2543230321,45032303,25110032303
2543230421,45032304,25110032304
2542200121,45022001,25110022001
2542220121,45022201,25110022201
2542210221,45022102,25110022102
2542210321,45022103,25110022103
2542421421,45024214,25110024214
2542410221,45024102,25110024102
2542510421,45025104,25110025104
2542510621,45025106,25110025106
2542520321,45025203,25110025203
2542270321,45022703,25110022703
2542510721,45025107,25110025107
2543110121,45031101,25110031101
3722110699,36321106,33200021106
2422512931,50025129,23310025129
2422399933,50023999,23330023999
2422231531,50022315,23310022315
2422599933,50025999,23330025999
2423199933,50031999,23330031999
2423299933,50032999,23330032999
2423399933,50033999,23330033999
2403340411,50033404,23110033404
2402212211,50022122,23110022122
2422340431,50023404,23310023404
7513299911,48232999,46210032999
7513399911,48233999,46210033999
7513499911,48234999,46210034999
7522199911,38221999,46310021999
7522299911,38222999,46310022999
7522399911,38223999,46310023999
7522499911,38224999,46310024999
7523199911,38231999,46310031999
7523299911,38232999,46310032999
7523399911,38233999,46310033999
7523499911,38234999,46310034999
2543310221,45033102,25110033102
2543360121,45033601,25110033601
2543360221,45033602,25110033602
2543360321,45033603,25110033603
2543340121,45033401,25110033401
2543340321,45033403,25110033403
2543340221,45033402,25110033402
2543350121,45033501,25110033501
2549999921,45099999,25110099999
2543130321,45031303,25110031303
2543130421,45031304,25110031304
2543110221,45031102,25110031102
2402520311,50025203,23110025203
2402520411,50025204,23110025204
2402511911,50025119,23110025119
2402420611,50024206,23110024206
2402231111,50022311,23110022311
2402512111,50025121,23110025121
2402420711,50024207,23110024207
2402210111,50022101,23110022101
2543130121,45031301,25110031301
3722140199,36321401,33200021401
2402422711,50024227,23110024227
2402512511,50025125,23110025125
2402422811,50024228,23110024228
2402421411,50024214,23110024214
2402421511,50024215,23110024215
2402430711,50024307,23110024307
2402430811,50024308,23110024308
2402430911,50024309,23110024309
2402500311,50025003,23110025003
2403310211,50033102,23110033102
2402431011,50024310,23110024310
2402550711,50025507,23110025507
2402550211,50025502,23110025502
2402431111,50024311,23110024311
2402551111,50025511,23110025511
2402431211,50024312,23110024312
3722100799,36321007,33200021007
2402341011,50023410,23110023410
4102420121,24024201,32810024201
2402550311,50025503,23110025503
3102111011,32021110,32111021110
3102520111,32025201,32111025201
2402241211,50022412,23110022412
2402240411,50022404,23110022404
2402241311,50022413,23110022413
2402241411,50022414,23110022414
3102100211,32021002,32111021002
2402270711,50022707,23110022707
2403340211,50033402,23110033402
4102300121,24023001,32810023001
4102300122,24023001,32820023001
2463300121,40033001,23710033001
2463300122,40033001,23720033001
2462210222,40022102,23720022102
2512231121,40122311,23C10022311
2512231122,40122311,23C20022311
2512231421,40122314,23C10022314
2512231422,40122314,23C20022314
2512340121,40123401,23C10023401
2512340122,40123401,23C20023401
2422542632,50025426,23320025426
2422512732,50025127,23320025127
2402341111,50023411,23110023411
2422550432,50025504,23320025504
2423230232,50032302,23320032302
2422550832,50025508,23320025508
2422550932,50025509,23320025509
2422551532,50025515,23320025515
2422500532,50025005,23320025005
2422551632,50025516,23320025516
2422551832,50025518,23320025518
3722110499,36321104,33200021104
3722210499,36322104,33200022104
2422321132,50023211,23320023211
2422270732,50022707,23320022707
3722130299,36321302,33200021302
2422330732,50023307,23320023307
2422330832,50023308,23320023308
2422330932,50023309,23320023309
2422331032,50023310,23320023310
2422540132,50025401,23320025401
2422232532,50022325,23320022325
2423430231,50034302,23310034302
2423130331,50031303,23310031303
2423130431,50031304,23310031304
2423130531,50031305,23310031305
2423130631,50031306,23310031306
2423120331,50031203,23310031203
2423230332,50032303,23320032303
2423220732,50032207,23320032207
2423220932,50032209,23320032209
2423221032,50032210,23320032210
2423230432,50032304,23320032304
2423230532,50032305,23320032305
2423221132,50032211,23320032211
2423221332,50032213,23320032213
2423221432,50032214,23320032214
2422260432,50022604,23320022604
2422260532,50022605,23320022605
2423221632,50032216,23320032216
3722210199,36322101,33200022101
3722100699,36321006,33200021006
2422250632,50022506,23320022506
2422250732,50022507,23320022507
2423340432,50033404,23320033404
2422250832,50022508,23320022508
3722120599,36321205,33200021205
2422211332,50022113,23320022113
2422211432,50022114,23320022114
2422211532,50022115,23320022115
2422211632,50022116,23320022116
2422250831,50022508,23310022508
2422211131,50022111,23310022111
2422212431,50022124,23310022124
2422211331,50022113,23310022113
2422211431,50022114,23310022114
2422211531,50022115,23310022115
2422211631,50022116,23310022116
1613159941,55031599,24130031599
2543110321,45031103,25110031103
3102010611,32020106,32111020106
3103120511,32031205,32111031205
3103230611,32032306,32111032306
3103230711,32032307,32111032307
3103230811,32032308,32111032308
3103230911,32032309,32111032309
3103231011,32032310,32111032310
3103231111,32032311,32111032311
3103220111,32032201,32111032201
3103220211,32032202,32111032202
2422250731,50022507,23310022507
2422520731,50025207,23310025207
2422520831,50025208,23310025208
2422520931,50025209,23310025209
2422200331,50022003,23310022003
2422511131,50025111,23310025111
2422511431,50025114,23310025114
2422511531,50025115,23310025115
2422511631,50025116,23310025116
2472210231,40022102,23810022102
2422511831,50025118,23310025118
2422512031,50025120,23310025120
2422521031,50025210,23310025210
2422512231,50025122,23310025122
2502330211,40123302,23B10023302
2512330222,40123302,23C20023302
2422512431,50025124,23310025124
2502330311,40123303,23B10023303
2422211031,50022110,23310022110
2422530331,50025303,23310025303
2422542631,50025426,23310025426
2422512731,50025127,23310025127
2422550431,50025504,23310025504
2423230231,50032302,23310032302
2422550931,50025509,23310025509
2422551431,50025514,23310025514
2422551531,50025515,23310025515
2432110111,51021101,23410021101
2422542633,50025426,23330025426
2422512733,50025127,23330025127
2422550433,50025504,23330025504
2423230233,50032302,23330032302
2422550833,50025508,23330025508
2422550933,50025509,23330025509
2422551433,50025514,23330025514
2422551533,50025515,23330025515
2422500533,50025005,23330025005
2422551633,50025516,23330025516
2422551733,50025517,23330025517
2422551833,50025518,23330025518
2422241533,50022415,23330022415
2422241733,50022417,23330022417
2422241833,50022418,23330022418
2423230333,50032303,23330032303
2423220733,50032207,23330032207
2422212232,50022122,23320022122
2423340532,50033405,23320033405
2423340632,50033406,23320033406
2512330221,40123302,23C10023302
2422212332,50022123,23320022123
3723120199,36331201,33200031201
2423440132,50034401,23320034401
2422271132,50022711,23320022711
2132100511,43321005,22122921005
3723120299,36331202,33200031202
2423430532,50034305,23320034305
3722121199,36321211,33200021211
3722110599,36321105,33200021105
2422099932,50020999,23320020999
2422199932,50021999,23320021999
2422399932,50023999,23320023999
2422499932,50024999,23320024999
2422232632,50022326,23320022326
2422232732,50022327,23320022327
2422541432,50025414,23320025414
2422232932,50022329,23320022329
3722110399,36321103,33200021103
2422542032,50025420,23320025420
2422542332,50025423,23320025423
2422541132,50025411,23320025411
2422520532,50025205,23320025205
2422520632,50025206,23320025206
2422520832,50025208,23320025208
2422520932,50025209,23320025209
2422200332,50022003,23320022003
2422511132,50025111,23320025111
2422233731,50022337,23310022337
2473340131,40033401,23810033401
2473430131,40034301,23810034301
2473300131,40033001,23810033001
3923320531,36033205,52110033205
2472120132,40021201,23820021201
2472310132,40023101,23820023101
2472320132,40023201,23820023201
2472270132,40022701,23820022701
2472270232,40022702,23820022702
2472330232,40023302,23820023302
2472230132,40022301,23820022301
2472540232,40025402,23820025402
2472500132,40025001,23820025001
